round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_brier,fed_auprc,fed_f1,fed_auprc_lift,fed_ece,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.16110207940677085,0.07193367036441267,21.90336,21.90336,0.0,0.32146400034846645,0.6938665207647652,0.5148510108100645,0.232223893268085,0.2649199956361033,0.2965297383147333,2.3395444560096927,0.37000694473490686,0.11375511488825935,0.553783084935342,0.1291053719211627,1.1335371783922146,0.20756316771239613,0.21861845283279274,0.49356675148010254,0.38148239858077654,0.2461528894513362,0.11389601892395189,0.0,0.0,,
12.0,0.15629997297736256,0.06373804656823374,21.90336,21.90336,0.0,0.32372013679759404,0.7010007769168768,0.5197238112494074,0.23189324219609106,0.27315115556869546,0.3001616198970807,2.4159888932475573,0.37049967150362473,0.11375511488825935,0.553783084935342,0.1291053719211627,1.1335371783922146,0.20756316771239613,0.21861845283279274,0.49356675148010254,0.38148239858077654,0.2461528894513362,0.11389601892395189,0.0,0.0,,
13.0,0.16367804248777815,0.09989239751604692,25.55392,25.55392,0.9971592150692714,0.2948510512345364,0.6652834855483799,0.5147783743310808,0.23614442926089876,0.23596458347445445,0.26687685733881533,2.069955817313534,0.37366688145306415,0.11375511488825935,0.56525078648669,0.13503816095907167,1.1856266991143594,0.21063375707525286,0.22206742825299525,0.49113738536834717,0.37932751368663953,0.24437811505510454,0.11389601892395189,0.007373879699323726,1.097499971743673,0.00647743016914393,0.008067065271090612
14.0,0.16037796609536467,0.047625976885955226,25.55392,25.55392,0.0,0.3050163793934683,0.6787173401514217,0.5287148638082294,0.2395679741304559,0.2522248578171591,0.27900149815973735,2.2185076514088857,0.379067250347978,0.11375511488825935,0.56525078648669,0.13503816095907167,1.1856266991143594,0.21063375707525286,0.22206742825299525,0.49113738536834717,0.37932751368663953,0.24437811505510454,0.11389601892395189,0.0,0.0,,
15.0,0.15689576355009788,0.04683225003069736,25.55392,25.55392,0.0,0.3207785719279072,0.6943060033228743,0.5306841373706261,0.23849715592289109,0.2676488575302481,0.29392346099324357,2.3576065123637595,0.37879118671817225,0.11375511488825935,0.56525078648669,0.13503816095907167,1.1856266991143594,0.21063375707525286,0.22206742825299525,0.49113738536834717,0.37932751368663953,0.24437811505510454,0.11389601892395189,0.0,0.0,,
16.0,0.15425867570760768,0.08404731457767725,25.55392,25.55392,0.0,0.332347580017839,0.7069458346960344,0.5286130088209393,0.23039625696227192,0.2835941479911999,0.29946480064218634,2.5058989627328385,0.3688296248749963,0.11375511488825935,0.56525078648669,0.13503816095907167,1.1856266991143594,0.21063375707525286,0.22206742825299525,0.49113738536834717,0.37932751368663953,0.24437811505510454,0.11389601892395189,0.0,0.0,,
17.0,0.15950737817183536,0.04216230646036131,29.20448,29.20448,0.9971592150692714,0.2951921041240755,0.6696143679169269,0.5288910525997818,0.24343961251195886,0.23865554044288803,0.2669995873853711,2.093559843308133,0.3832445355961824,0.11375511488825935,0.569665570664482,0.13574054788371454,1.1917936128597102,0.2143884892086331,0.22220797538145914,0.4899730980396271,0.3800447439009245,0.24484935178692735,0.11389601892395189,0.007840339044361185,1.2290659751743078,0.0063977449632519135,0.008974908481998872
18.0,0.16223144767995284,0.07130962697713639,29.20448,29.20448,0.0,0.3102744863495763,0.6861791720599476,0.5251459276503575,0.23921122724796182,0.25725949676249743,0.279489528511035,2.2710874957935774,0.3785254722820501,0.11375511488825935,0.569665570664482,0.13574054788371454,1.1917936128597102,0.2143884892086331,0.22220797538145914,0.4899730980396271,0.3800447439009245,0.24484935178692735,0.11389601892395189,0.0,0.0,,
19.0,0.15617771389700008,0.05270081113085332,29.20448,29.20448,0.0,0.32540587034159896,0.7005608484231517,0.5272320599611503,0.23315393320090985,0.2719673732603605,0.2986580994917203,2.4029158548219005,0.37184650274447995,0.11375511488825935,0.569665570664482,0.13574054788371454,1.1917936128597102,0.2143884892086331,0.22220797538145914,0.4899730980396271,0.3800447439009245,0.24484935178692735,0.11389601892395189,0.0,0.0,,
20.0,0.15266418931691286,0.04910182572013961,29.20448,29.20448,0.0,0.33298590531536804,0.7073733052708217,0.5200211468416827,0.22913559586445714,0.2858769665455752,0.30699200521753894,2.52804591122092,0.36800905666356565,0.11375511488825935,0.569665570664482,0.13574054788371454,1.1917936128597102,0.2143884892086331,0.22220797538145914,0.4899730980396271,0.3800447439009245,0.24484935178692735,0.11389601892395189,0.0,0.0,,
21.0,0.16272076751063985,0.06540500069208764,32.85504,32.85504,0.9971592150692714,0.29843791070060904,0.67013907398309,0.527472212894705,0.23954743029743378,0.24139660626992376,0.27025373547462206,2.1161568834717235,0.37872841920836153,0.11375511488825935,0.5648444477887338,0.1336684686946507,1.1736008857684554,0.20815606516550794,0.22074215033301622,0.48951464891433716,0.377429004023063,0.24291716104271843,0.11389601892395189,0.0074946893598118935,1.24185847514309,0.005861573920901366,0.008805500738240872
22.0,0.1604520699866407,0.047850415846010984,32.85504,32.85504,0.0,0.31406039794476465,0.6866056899305792,0.529582529564042,0.2408316140810884,0.259940927528927,0.2791409423702686,2.2910264881383777,0.38114208687878953,0.11375511488825935,0.5648444477887338,0.1336684686946507,1.1736008857684554,0.20815606516550794,0.22074215033301622,0.48951464891433716,0.377429004023063,0.24291716104271843,0.11389601892395189,0.0,0.0,,
23.0,0.15814613366814564,0.06570894766015026,32.85504,32.85504,0.0,0.3298361756967486,0.701124169022051,0.5296260627440998,0.23223025294818414,0.27822861312635905,0.3009872579185064,2.4575726324078513,0.3707749154663777,0.11375511488825935,0.5648444477887338,0.1336684686946507,1.1736008857684554,0.20815606516550794,0.22074215033301622,0.48951464891433716,0.377429004023063,0.24291716104271843,0.11389601892395189,0.0,0.0,,
24.0,0.15455345749326074,0.09852234090210184,32.85504,32.85504,0.0,0.3407632585120601,0.7137384260810744,0.5340871556172178,0.23034799438649836,0.292514311763144,0.31117177876437146,2.587639633699675,0.36976171636031724,0.11375511488825935,0.5648444477887338,0.1336684686946507,1.1736008857684554,0.20815606516550794,0.22074215033301622,0.48951464891433716,0.377429004023063,0.24291716104271843,0.11389601892395189,0.0,0.0,,
25.0,0.16433177788000783,0.14049308276808112,36.5056,36.5056,0.9971592150692714,0.30148988763135387,0.6727421557345068,0.5146765469022618,0.22820532524857032,0.24571632869448654,0.2779201894580889,2.15513050964607,0.36288490192223016,0.11375511488825935,0.5832205723262803,0.13871832354080288,1.217938298909506,0.21908127208480566,0.22755834829443447,0.4926305413246155,0.3750314109458244,0.24084312895583934,0.11389601892395189,0.006594661607621444,1.1526357304537669,0.005331274057366574,0.007628140573602768
26.0,0.16219786624334726,0.112431995081164,36.5056,36.5056,0.0,0.32014080898585434,0.691902548891704,0.5288641792987929,0.2387344244444827,0.2639979255211278,0.2835667111231429,2.326193522380411,0.378311130875381,0.11375511488825935,0.5832205723262803,0.13871832354080288,1.217938298909506,0.21908127208480566,0.22755834829443447,0.4926305413246155,0.3750314109458244,0.24084312895583934,0.11389601892395189,0.0,0.0,,
27.0,0.15702077929014546,0.052531649147143145,36.5056,36.5056,0.0,0.32953860927685363,0.7028514737491056,0.529167500358728,0.23088120260929101,0.27747220070638645,0.2968663050904305,2.4548559385985884,0.36876407154314844,0.11375511488825935,0.5832205723262803,0.13871832354080288,1.217938298909506,0.21908127208480566,0.22755834829443447,0.4926305413246155,0.3750314109458244,0.24084312895583934,0.11389601892395189,0.0,0.0,,
28.0,0.1550348834827192,0.12630705789635452,36.5056,36.5056,0.0,0.3416610312029461,0.7154151461945772,0.5387479312321583,0.2262627741594391,0.2935157428429648,0.30920702396524075,2.5970611242938717,0.3642799199664034,0.11375511488825935,0.5832205723262803,0.13871832354080288,1.217938298909506,0.21908127208480566,0.22755834829443447,0.4926305413246155,0.3750314109458244,0.24084312895583934,0.11389601892395189,0.0,0.0,,
29.0,0.16025720192626056,0.07713833834316035,40.15616,40.15616,0.9971592150692714,0.30295974587914437,0.6739114246705438,0.5231126952103785,0.2350796018280445,0.24706685351667612,0.2737871099753496,2.1654501532169754,0.37258361672638424,0.11375511488825935,0.5742175579981698,0.13580995263420997,1.1924029822753504,0.2105490238377737,0.22510087067317902,0.49115023016929626,0.3756377104169392,0.24142253297731184,0.11389601892395189,0.007545090030485266,1.382534189382568,0.005608607520075652,0.009171863345555838
30.0,0.16429188538481787,0.12746399617455081,40.15616,40.15616,0.0,0.32164279426759007,0.693325295460451,0.5289733011128958,0.2352371072641512,0.27032025969088724,0.2911360916653605,2.3801872290270576,0.37410512517880906,0.11375511488825935,0.5742175579981698,0.13580995263420997,1.1924029822753504,0.2105490238377737,0.22510087067317902,0.49115023016929626,0.3756377104169392,0.24142253297731184,0.11389601892395189,0.0,0.0,,
31.0,0.15764153868814296,0.07427631191730391,40.15616,40.15616,0.0,0.3354612621489121,0.7035202716518812,0.5332488737955836,0.2336538722976111,0.2829337883711983,0.2967629600069805,2.4994152790654196,0.37310478727154134,0.11375511488825935,0.5742175579981698,0.13580995263420997,1.1924029822753504,0.2105490238377737,0.22510087067317902,0.49115023016929626,0.3756377104169392,0.24142253297731184,0.11389601892395189,0.0,0.0,,
32.0,0.15369209361948033,0.0807729930627531,40.15616,40.15616,0.0,0.3474058426236111,0.7171433080454109,0.5369880759682264,0.22628469644315222,0.29698667152229097,0.31204958946107175,2.6292566069788603,0.3643005920696603,0.11375511488825935,0.5742175579981698,0.13580995263420997,1.1924029822753504,0.2105490238377737,0.22510087067317902,0.49115023016929626,0.3756377104169392,0.24142253297731184,0.11389601892395189,0.0,0.0,,
33.0,0.1623643019090985,0.06656440941646777,43.80672,43.80672,0.9971592150692714,0.3061795860847846,0.6773208990999714,0.5288425759189265,0.23897135402913502,0.2516346338531307,0.27496408042315756,2.200051122121506,0.37819840251405096,0.11375511488825935,0.5525515193897312,0.13134546858916768,1.153205088554208,0.20414264360452702,0.21385448434679777,0.4898597002029419,0.37832749804586957,0.2437779163957452,0.11389601892395189,0.006416221292775651,1.241177343763411,0.004823758289316946,0.00778589499540187
34.0,0.1593887238184495,0.05616300369291315,43.80672,43.80672,0.0,0.3220000846597418,0.6936607024358438,0.5338616963861722,0.23417444930344997,0.27030133566909814,0.28551093529471216,2.3794655351702128,0.3729794726680952,0.11375511488825935,0.5525515193897312,0.13134546858916768,1.153205088554208,0.20414264360452702,0.21385448434679777,0.4898597002029419,0.37832749804586957,0.2437779163957452,0.11389601892395189,0.0,0.0,,
35.0,0.15570390932066006,0.08261909414656052,43.80672,43.80672,0.0,0.33488481021523137,0.7064021298204873,0.5258090756432531,0.2305419478138012,0.2855670650330985,0.3008220687440588,2.519295539204955,0.3689578660937049,0.11375511488825935,0.5525515193897312,0.13134546858916768,1.153205088554208,0.20414264360452702,0.21385448434679777,0.4898597002029419,0.37832749804586957,0.2437779163957452,0.11389601892395189,0.0,0.0,,
36.0,0.1510173113753095,0.09423097914942903,43.80672,43.80672,0.0,0.34676863641313194,0.7206356278957217,0.5295783374419857,0.22798214525798677,0.3046612413835981,0.3117607300469549,2.6976207334137863,0.3668264098875845,0.11375511488825935,0.5525515193897312,0.13134546858916768,1.153205088554208,0.20414264360452702,0.21385448434679777,0.4898597002029419,0.37832749804586957,0.2437779163957452,0.11389601892395189,0.0,0.0,,
37.0,0.16064092955088582,0.06807950611526928,47.45728,47.45728,0.9971592150692714,0.3101938521070604,0.680077530399564,0.5305122380441264,0.23502945703130243,0.2558017368000167,0.28002899537496645,2.239763280995544,0.3727690643377938,0.11375511488825935,0.5614249480791533,0.13355486963072846,1.1726034930149993,0.21272839615146968,0.21684717208182913,0.49042239785194397,0.3806431935882165,0.24543256764988386,0.11389601892395189,0.006575024306033475,1.336746801272966,0.004867843627266114,0.008079184574551312
38.0,0.16064670001452608,0.07990590613797663,47.45728,47.45728,0.0,0.32041555040901776,0.6971660868304587,0.5384260456442721,0.24097058729989781,0.27211930983367055,0.2863943252836832,2.3988090373886517,0.38200521314054087,0.11375511488825935,0.5614249480791533,0.13355486963072846,1.1726034930149993,0.21272839615146968,0.21684717208182913,0.49042239785194397,0.3806431935882165,0.24543256764988386,0.11389601892395189,0.0,0.0,,
39.0,0.15610603337259038,0.06282295668230783,47.45728,47.45728,0.0,0.33126739350409834,0.7125559636141268,0.5376435653533731,0.22797520875823113,0.29177366556856876,0.30373570592937427,2.579276004875592,0.3663832529098837,0.11375511488825935,0.5614249480791533,0.13355486963072846,1.1726034930149993,0.21272839615146968,0.21684717208182913,0.49042239785194397,0.3806431935882165,0.24543256764988386,0.11389601892395189,0.0,0.0,,
40.0,0.15208324819981037,0.08954152711207976,47.45728,47.45728,0.0,0.345389922914891,0.7232790926851765,0.5345961048500246,0.2216077606554873,0.30615058399910844,0.3117207094035651,2.7190990975506963,0.3582244972730343,0.11375511488825935,0.5614249480791533,0.13355486963072846,1.1726034930149993,0.21272839615146968,0.21684717208182913,0.49042239785194397,0.3806431935882165,0.24543256764988386,0.11389601892395189,0.0,0.0,,
41.0,0.16010290652833595,0.08218070078859438,51.10784,51.10784,0.9971592150692714,0.3083236129882631,0.681210255838716,0.5326946578950377,0.23979672327727294,0.2570320990827102,0.27634703765560165,2.2524200614970087,0.3791284614195417,0.11375511488825935,0.5447603930668998,0.1277614420035602,1.1217375568575951,0.19894067796610168,0.21105471582352614,0.484676331281662,0.3784024454838881,0.24387464448066154,0.11389601892395189,0.006108980711453718,1.3092257159296423,0.004333849567422613,0.007705652289999846
42.0,0.1632882552918768,0.0965738165164294,51.10784,51.10784,0.0,0.3241138218232604,0.6982403436722538,0.526270575770275,0.23522402612091706,0.2750479825430199,0.2857910761885908,2.4255622332007047,0.37462960730418493,0.11375511488825935,0.5447603930668998,0.1277614420035602,1.1217375568575951,0.19894067796610168,0.21105471582352614,0.484676331281662,0.3784024454838881,0.24387464448066154,0.11389601892395189,0.0,0.0,,
43.0,0.15431691963841027,0.08786156700451624,51.10784,51.10784,0.0,0.33857787593291994,0.7143310493860936,0.5234082548844204,0.22965657228701694,0.29467082780761056,0.3078397401381761,2.6123105422070663,0.3684035196135845,0.11375511488825935,0.5447603930668998,0.1277614420035602,1.1217375568575951,0.19894067796610168,0.21105471582352614,0.484676331281662,0.3784024454838881,0.24387464448066154,0.11389601892395189,0.0,0.0,,
44.0,0.15110232970455933,0.08119471948684871,51.10784,51.10784,0.0,0.35439511698907716,0.7316204778969337,0.5237397782094155,0.22596099912856105,0.3120666677554459,0.3137127001191041,2.7768340569149723,0.36409029856131897,0.11375511488825935,0.5447603930668998,0.1277614420035602,1.1217375568575951,0.19894067796610168,0.21105471582352614,0.484676331281662,0.3784024454838881,0.24387464448066154,0.11389601892395189,0.0,0.0,,
45.0,0.15869307047076148,0.07120947157097399,54.7584,54.7584,0.9971592150692714,0.3080989154692146,0.6816238603119906,0.5323978281430115,0.2360676283474095,0.257125964615969,0.27736631233634396,2.253709499129498,0.37463869356700075,0.11375511488825935,0.5321607184189658,0.12209487968866617,1.0719854902934636,0.20118860339101555,0.20784891100167538,0.4781711995601654,0.3802999016985906,0.24538858759530827,0.11389601892395189,0.007008970597996835,1.580977791803889,0.004303487295038883,0.00948787007780712
46.0,0.16193114014664337,0.14869288270092915,54.7584,54.7584,0.0,0.32935669271770496,0.7023540089730702,0.5355307124116565,0.23289471178893786,0.2808496033680465,0.2913553954926542,2.4800225893655887,0.3719204294398254,0.11375511488825935,0.5321607184189658,0.12209487968866617,1.0719854902934636,0.20118860339101555,0.20784891100167538,0.4781711995601654,0.3802999016985906,0.24538858759530827,0.11389601892395189,0.0,0.0,,
47.0,0.15442449075430925,0.17157109812340451,54.7584,54.7584,0.0,0.33837070908740463,0.7150455936467045,0.5334565634580388,0.22882065142079644,0.29550705962891977,0.30535375362175593,2.6210816019495295,0.3670556969413001,0.11375511488825935,0.5321607184189658,0.12209487968866617,1.0719854902934636,0.20118860339101555,0.20784891100167538,0.4781711995601654,0.3802999016985906,0.24538858759530827,0.11389601892395189,0.0,0.0,,
48.0,0.14856150087466052,0.07473710483735752,54.7584,54.7584,0.0,0.35307534793562123,0.7342575867648122,0.5362647802191108,0.227813186360562,0.31953119207183317,0.31375528906655265,2.8399044454916487,0.36815016686747504,0.11375511488825935,0.5321607184189658,0.12209487968866617,1.0719854902934636,0.20118860339101555,0.20784891100167538,0.4781711995601654,0.3802999016985906,0.24538858759530827,0.11389601892395189,0.0,0.0,,
49.0,0.16539941502974786,0.19279327264393745,58.40896,58.40896,0.9971592150692714,0.30929621433862176,0.6855753493908506,0.5374456034428601,0.2421703134570959,0.26048465412611604,0.2743009474025188,2.279072494710689,0.3827620316497327,0.11375511488825935,0.5205320325006705,0.11970723721581503,1.05102213709281,0.18971061093247588,0.20634211701652522,0.477112740278244,0.3796131998965026,0.24497196250632194,0.11389601892395189,0.006203538067648177,1.4772752689896151,0.004167362837180177,0.008094181409845169
50.0,0.1636479796878787,0.1749220918328351,58.40896,58.40896,0.0,0.3234133474831503,0.7045618732489587,0.5233898046221566,0.22962558538737204,0.2839639117563678,0.29802336734298857,2.49653884908573,0.367761405607346,0.11375511488825935,0.5205320325006705,0.11970723721581503,1.05102213709281,0.18971061093247588,0.20634211701652522,0.477112740278244,0.3796131998965026,0.24497196250632194,0.11389601892395189,0.0,0.0,,
51.0,0.15396998346438756,0.1050202652435028,58.40896,58.40896,0.0,0.34015868611987027,0.7200177678665766,0.5383743423990833,0.23520836847847945,0.2995664135143543,0.29668803510224956,2.640260515168412,0.3759979591622532,0.11375511488825935,0.5205320325006705,0.11970723721581503,1.05102213709281,0.18971061093247588,0.20634211701652522,0.477112740278244,0.3796131998965026,0.24497196250632194,0.11389601892395189,0.0,0.0,,
52.0,0.14855701781349034,0.07019129131039546,58.40896,58.40896,0.0,0.3591769911939178,0.7337897861159309,0.5342808783598431,0.22696136152056964,0.3182747601483909,0.317675908148091,2.8199092849358953,0.3660673308834964,0.11375511488825935,0.5205320325006705,0.11970723721581503,1.05102213709281,0.18971061093247588,0.20634211701652522,0.477112740278244,0.3796131998965026,0.24497196250632194,0.11389601892395189,0.0,0.0,,
53.0,0.1618572387512623,0.0849927806889292,62.05952,62.05952,0.9971592150692714,0.3128317169264056,0.6884724393467059,0.513969884567528,0.2335036434037493,0.2622254432438816,0.28253179511318227,2.2900608881378783,0.37125813336465435,0.11375511488825935,0.5441960442220592,0.12874691136004793,1.130389916841711,0.2042698205873509,0.21118917512360136,0.48233312368392944,0.3798240278263242,0.2449733449461284,0.11389601892395189,0.005377594674322451,1.3481976704206318,0.0036386805387676096,0.007018526974604126
54.0,0.16513621873065107,0.13179178916293355,62.05952,62.05952,0.0,0.32463151982879435,0.7055574657193614,0.5312512969272785,0.22552195383093182,0.2806304002001466,0.29808973625500507,2.4720770289077647,0.36240192234685,0.11375511488825935,0.5441960442220592,0.12874691136004793,1.130389916841711,0.2042698205873509,0.21118917512360136,0.48233312368392944,0.3798240278263242,0.2449733449461284,0.11389601892395189,0.0,0.0,,
55.0,0.15384017106190553,0.08858725069212806,62.05952,62.05952,0.0,0.33842803262352233,0.7163412602014686,0.5395633428510271,0.23562653902794292,0.29705500923891404,0.29089571655040075,2.6306765072183103,0.376513549378731,0.11375511488825935,0.5441960442220592,0.12874691136004793,1.130389916841711,0.2042698205873509,0.21118917512360136,0.48233312368392944,0.3798240278263242,0.2449733449461284,0.11389601892395189,0.0,0.0,,
56.0,0.1522763571244074,0.13507373088075017,62.05952,62.05952,0.0,0.3612894194825849,0.7322045336007221,0.5522087999473851,0.2345122180945623,0.31807830826070965,0.29896485240869375,2.82044744290048,0.3766402650749979,0.11375511488825935,0.5441960442220592,0.12874691136004793,1.130389916841711,0.2042698205873509,0.21118917512360136,0.48233312368392944,0.3798240278263242,0.2449733449461284,0.11389601892395189,0.0,0.0,,
57.0,0.1640023687212196,0.15208920429636844,65.71008,65.71008,0.9971592150692714,0.3117317174049211,0.6884120703283428,0.5303100249040866,0.23354197805932814,0.2639480076407146,0.2861757857047864,2.3062013343925765,0.3713727790593801,0.11375511488825935,0.53363529154811,0.12440709604859507,1.09228660688888,0.19848661233993015,0.2081086686022397,0.4821045994758606,0.37977895272642676,0.24503391337717914,0.11389601892395189,0.005298087831177838,1.3924074085662141,0.0034190422644684595,0.00710213355768947
58.0,0.15884075913652856,0.07879452123517496,65.71008,65.71008,0.0,0.3357677405505264,0.7104011954033084,0.5261372432042338,0.23206934365913814,0.294835961460269,0.2971003264550275,2.5924139285052163,0.37113976381017905,0.11375511488825935,0.53363529154811,0.12440709604859507,1.09228660688888,0.19848661233993015,0.2081086686022397,0.4821045994758606,0.37977895272642676,0.24503391337717914,0.11389601892395189,0.0,0.0,,
59.0,0.15672564131074185,0.1315550155949733,65.71008,65.71008,0.0,0.34711669510062154,0.7244347409291485,0.5343410456446983,0.22748315510891162,0.30834493208270713,0.3137872365738192,2.723388110742128,0.3668676974199688,0.11375511488825935,0.53363529154811,0.12440709604859507,1.09228660688888,0.19848661233993015,0.2081086686022397,0.4821045994758606,0.37977895272642676,0.24503391337717914,0.11389601892395189,0.0,0.0,,
60.0,0.14719871563149906,0.07912517338428213,65.71008,65.71008,0.0,0.3635088674950458,0.7374894567471805,0.544734370959867,0.23116210171019838,0.3243193065232448,0.30849078757533127,2.8805900549304067,0.37241395035647806,0.11375511488825935,0.53363529154811,0.12440709604859507,1.09228660688888,0.19848661233993015,0.2081086686022397,0.4821045994758606,0.37977895272642676,0.24503391337717914,0.11389601892395189,0.0,0.0,,
