round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_f1_best_threshold,fed_auroc,fed_f1_best,fed_f1,fed_auprc_lift,fed_prevalence,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
34.0,8.631236356034668,803.1641424146408,73.10848,73.10848,0.5412350858791136,0.24254046573866608,0.36486209141119474,0.520518734438753,0.6838806465714496,0.321950288385363,0.3014773114562398,2.1598340909446665,0.11404116055132484,0.2296717688520355,0.38776067783905865,0.09379827001262578,0.823543007901397,0.20087098530212302,0.2045002711006687,0.4854636788368225,0.4104582213453704,0.27042250201109624,0.11389601892395189,0.00494118884555004,0.7418814462726004,,0.00494118884555004
35.0,9.450318086846554,965.0499682104501,74.7776,74.7776,0.4559241291901578,0.23133373165790114,0.3785056941751883,0.5783149259747206,0.6702547733891795,0.3073012154725253,0.28161977022795376,2.0387787827932633,0.11404116055132484,0.24111999004161747,0.3811677606191076,0.09080083039236872,0.7972256734714865,0.20044502974433495,0.2045002711006687,0.4824550151824951,0.40990566354920116,0.2700247652193969,0.11389601892395189,0.006397941774404688,0.4467562180943787,0.006397941774404688,
36.0,9.371170366763945,1010.3580703274749,76.75904,76.75904,0.5412350858791136,0.23574293681680575,0.3726413691049105,0.5859350691816119,0.6751833105048242,0.3070418705471151,0.29260109310612165,2.077668405913986,0.11404116055132484,0.23610750723519447,0.38652686594158614,0.09376823264370987,0.8232792816605706,0.1983794610342316,0.2045002711006687,0.47679659724235535,0.40955456197216816,0.26968661333737604,0.11389601892395189,0.003712281165879825,0.5712248968193308,,0.003712281165879825
37.0,9.0849278974877,1067.4932334941618,78.74048,78.74048,0.5412350858791136,0.2396624901204592,0.3769320534882518,0.5855581110153545,0.6812206330872137,0.3163790234750743,0.2967373606840698,2.1140225561094894,0.11404116055132484,0.23898851412448258,0.3784994710908069,0.09138516684422421,0.8023561113689309,0.19722804777970274,0.2045002711006687,0.4732280373573303,0.40887794853744713,0.26915048993683494,0.11389601892395189,0.004361538344598739,0.6822712684515864,,0.004361538344598739
38.0,8.760617922729178,729.1099684483718,80.72192,80.72192,0.5412350858791136,0.2397346794461249,0.3667527730225302,0.5115872924342406,0.6838359564712237,0.3202623779351029,0.3008078403953138,2.120823787610236,0.11404116055132484,0.23106406739708957,0.3787882590742952,0.09129731187447782,0.8015847501696861,0.19301318093833533,0.2045002711006687,0.46535658836364746,0.40884178493491985,0.2691902583051577,0.11389601892395189,0.004597031631679316,0.7336340128676966,,0.004597031631679316
39.0,8.505312988425386,823.772874113905,82.70336,82.70336,0.5412350858791136,0.24718175655376814,0.37601551622109186,0.5866412871456693,0.6892292825010103,0.3282374285338469,0.3047298331012494,2.1850081709840166,0.11404116055132484,0.2375721372079874,0.3573944180741421,0.0848787574994086,0.7452302398390408,0.19456038159886255,0.2045002711006687,0.4682149887084961,0.4120923955734269,0.27214529644257485,0.11389601892395189,0.00401589667473401,0.6573771547991782,,0.00401589667473401
40.0,9.33022208642805,1505.802043148599,86.35392,86.35392,0.9971592150692714,0.23031813820650057,0.38801711699992475,0.5886660712662154,0.6703473177753987,0.30734354298734484,0.27278076345369673,2.0233900543429773,0.11404116055132484,0.24896331745828168,0.344961726431088,0.08247328357500153,0.7241103275968649,0.19654605263157895,0.2045002711006687,0.4757278561592102,0.41112477404463244,0.27140775813472523,0.11389601892395189,0.004375795956126779,1.0528996919747442,0.006063349800465579,0.0036285631973580748
41.0,9.60942512039026,1669.6389168473102,88.33536,88.33536,0.5412350858791136,0.2340006914184344,0.3807377253768503,0.6008303587121115,0.6753736759506247,0.3103874174302464,0.28169325670918616,2.058758179522215,0.11404116055132484,0.24264449599476456,0.34150430227834294,0.08169569535084621,0.7172831510941067,0.20185898889140785,0.2045002711006687,0.4839320480823517,0.41253319586509485,0.27253182152736294,0.11389601892395189,0.0030289659662152972,0.5129896161961369,,0.0030289659662152972
42.0,8.83497931674993,830.7790300715913,90.3168,90.3168,0.5412350858791136,0.23994321488204007,0.37933356576129734,0.6069478712400622,0.6813416705184924,0.32086199005392774,0.28856396093735337,2.122022915649628,0.11404116055132484,0.24123942977960222,0.34015030428153664,0.08136588521797046,0.7143874385310892,0.19422909307766412,0.2045002711006687,0.4776797890663147,0.4145986742840493,0.27478144919160546,0.11389601892395189,0.004948329954656768,0.8514002241427079,,0.004948329954656768
43.0,8.69775746625914,1092.3314840855417,92.29824,92.29824,0.5412350858791136,0.24650938192719,0.38281939468072285,0.6018197507996026,0.6871410497899476,0.32350037026740575,0.29477664665629577,2.174408229704335,0.11404116055132484,0.2433785988152055,0.3414852522105985,0.08167143150586767,0.7170701160362725,0.201868989294139,0.2045002711006687,0.485864520072937,0.4129924974756996,0.27311936057175884,0.11389601892395189,0.004957154807124654,0.8721987507306039,,0.004957154807124654
44.0,8.609322748082707,835.1610058578175,94.27968,94.27968,0.5412350858791136,0.25178834936139677,0.3788696587277041,0.602206700672264,0.6919635076608998,0.3309713251480635,0.3017399851542187,2.2296131171295315,0.11404116055132484,0.2398780438830539,0.34667957068225197,0.08285286301239772,0.7274430115746047,0.20125272331154684,0.2045002711006687,0.48697972297668457,0.4108756354941209,0.27112260463169346,0.11389601892395189,0.0038818060159378043,0.6974875220330432,,0.0038818060159378043
45.0,9.394078378783485,978.0017834804837,95.9488,95.9488,0.4559241291901578,0.23440714344798988,0.3901556307478423,0.593811899808109,0.6713555122763358,0.3067594352722211,0.27146733746091445,2.0652504341320834,0.11404116055132484,0.25059302007401163,0.3485348690783467,0.08305051108773481,0.7291783494486094,0.19949012109623965,0.2045002711006687,0.4857621192932129,0.409829638888248,0.27030850846248233,0.11389601892395189,0.005675427368486291,0.4434037923347205,0.005675427368486291,
46.0,9.164038536084156,1098.5428078310113,97.93024,97.93024,0.5412350858791136,0.23444506481532135,0.3818315075382997,0.5960519525180102,0.678794272095337,0.3157492820883666,0.28826052217651044,2.059813053395856,0.11404116055132484,0.24316047791314754,0.3419236422083039,0.08170592094796159,0.7173729312041753,0.1993174061433447,0.2045002711006687,0.4800768792629242,0.4134725140282718,0.2737280148865365,0.11389601892395189,0.0037740819032116,0.6891688170144334,,0.0037740819032116
47.0,8.921687687751252,1053.0772219430169,99.91168,99.91168,0.5412350858791136,0.23863158320148184,0.370377566022295,0.5712789040851551,0.6820112650230229,0.3219492182471454,0.30200495708935,2.1030004073754225,0.11404116055132484,0.23377930010067313,0.34270680329371905,0.08179449674802217,0.7181506212489847,0.19662100456621004,0.2045002711006687,0.4759118854999542,0.41329717404667543,0.2734771351072622,0.11389601892395189,0.00405325382544657,0.7550268513150513,,0.00405325382544657
48.0,8.574784377037687,800.4299399321834,101.89312,101.89312,0.5412350858791136,0.2433079379758581,0.37716627592136853,0.5927213359954967,0.6824790852763495,0.3232003211005468,0.29273792334506665,2.1459384342117294,0.11404116055132484,0.23931266758035838,0.34315968790818663,0.08191380259507425,0.7191981192052719,0.2014512471655329,0.2045002711006687,0.48643261194229126,0.4121430186046028,0.2723052402712973,0.11389601892395189,0.003685779342029914,0.7024547995533794,,0.003685779342029914
49.0,8.487519200595237,760.6778083256547,103.87456,103.87456,0.5412350858791136,0.2462945820606605,0.37040777908742106,0.5309834220582105,0.6889797822098745,0.3333175306602139,0.3129608798730518,2.182743631284572,0.11404116055132484,0.23289757303183256,0.34312491337740936,0.08199265149706043,0.7198904076867405,0.19989091900736297,0.2045002711006687,0.48324301838874817,0.4101546084123659,0.2706610041037241,0.11389601892395189,0.0031851580704567524,0.6158915947889909,,0.0031851580704567524
50.0,9.351492762180092,1374.1291527941282,107.52512,107.52512,0.9971592150692714,0.23539250683898405,0.3790935670945364,0.5789458855233519,0.670857846217003,0.30742883869122123,0.27754875665413614,2.071769157843814,0.11404116055132484,0.24178559199468883,0.34263151913271844,0.08186091890592223,0.718733803686155,0.2000181669543101,0.2045002711006687,0.48320984840393066,0.41136571731497307,0.2717967608055068,0.11389601892395189,0.003672468158755509,1.0222877147607505,0.005334592785219496,0.0029768845239450106
51.0,9.27219890813659,933.8284591304415,109.50656,109.50656,0.5412350858791136,0.2346373438647438,0.3780067963097183,0.5933928376132753,0.6765818157065933,0.3139270597757211,0.28783913567250374,2.0724526846367812,0.11404116055132484,0.24016409376032422,0.34642538153721647,0.08291918656729849,0.7280253282835412,0.20059934616781694,0.2045002711006687,0.48276638984680176,0.40809300926612546,0.2687375723737119,0.11389601892395189,0.003258032111830009,0.6490853792056441,,0.003258032111830009
