round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best_threshold,fed_auprc,fed_brier,fed_f1,fed_prevalence,fed_f1_best,fed_auroc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
18.0,0.6390508595239652,0.6773893719154909,65.89728,65.89728,1.0,2.28757037759573,0.5496047225582326,0.25260542991236645,0.21446069850325777,0.28913767818216035,0.1104186339313818,0.3204542849975044,0.6974230861415355,0.3446538808402923,0.669735275339238,0.2225756591786468,1.9542005179940491,0.2797281993204983,0.2871602082128398,0.5447830557823181,0.34191757028795783,0.21802955833926527,0.11389601892395189,0.006108121406302561,1.7621243853755004,0.0040731007158665514,0.00812247064287841,0.003891329119211673
19.0,0.6411412599922742,0.7617933541756019,69.55824,69.55824,1.0,2.329957556261514,0.5679560423253804,0.25724765080346446,0.2048177212081534,0.293626975814763,0.1104186339313818,0.3236907227207703,0.69815512549905,0.3294105858185267,0.6668773761445664,0.2204078465027065,1.9351672568105502,0.27895043731778424,0.2844656336909019,0.5203725099563599,0.32651434721082717,0.20877028436581227,0.11389601892395189,0.00563220700011933,1.7066857309200714,0.003729333004093824,0.007537452872625449,0.004164042569077158
20.0,0.6453550586407356,0.9305009510075838,73.2192,73.2192,1.0,2.3407368229452454,0.5833714805367537,0.25835094158837074,0.2133794684266865,0.2911772318160211,0.1104186339313818,0.3267489862630699,0.7007769302590736,0.3421266316248911,0.667412923997659,0.22090836920620888,1.9395618151825735,0.2767032967032967,0.2839345212226569,0.554048478603363,0.3396430568871477,0.21774777971088397,0.11389601892395189,0.005102388413369354,1.6246309886773815,0.003594068739500971,0.006623063171989669,0.0035889224203654604
21.0,0.6428859144840505,0.9467560319830695,76.88016,76.88016,1.0,2.3676938238904524,0.5875150567561453,0.261250682105021,0.21901647347213743,0.2966026431837079,0.1104186339313818,0.3291261006177617,0.7016932411178068,0.35270853693220916,0.6676984114753391,0.22272176467121793,1.9554833151800393,0.27987932234857277,0.2885189927443449,0.5443662405014038,0.34972125145992605,0.2231431551043834,0.11389601892395189,0.005369919311843526,1.788785138840467,0.003406308236136841,0.007368083593022695,0.005395462361314844
22.0,0.6414074714611792,0.72629979466115,80.54112,80.54112,1.0,2.397610831324557,0.5665988397027923,0.2647191368241882,0.21271389237674782,0.29522558912738384,0.1104186339313818,0.3293187643846521,0.7041424364668069,0.34328395894508446,0.6676170533796955,0.22398300560175052,1.966556932523721,0.27899317807574686,0.28517165814463113,0.5479645729064941,0.3401699002260884,0.21715046876668695,0.11389601892395189,0.0048380539274411275,1.6834707641000932,0.002978628346012489,0.006738437845389288,0.006436868489866758
23.0,0.637412963533798,0.8742494654631638,84.20208,84.20208,1.0,2.4558857432682033,0.5930577668653632,0.2706604141881717,0.2145973346390889,0.29165158324492957,0.1104186339313818,0.3325206752299639,0.7064363005875078,0.34533760032569943,0.6669881125067384,0.22179980214129297,1.9473885412043084,0.27850038255547055,0.2841747022121384,0.5496723651885986,0.34253759450315785,0.2192710789924901,0.11389601892395189,0.004625973794214493,1.6829441324252912,0.0029426539885046327,0.006358236687402654,0.004760313716446354
24.0,0.6430942875176191,1.0020583730720776,87.86304,87.86304,1.0,2.4731735427979875,0.5883174507130908,0.27310434690592156,0.21066286688719296,0.2941575931533188,0.1104186339313818,0.3328506384738949,0.7068636543988266,0.33914301175416584,0.6666357615501766,0.22297443464381994,1.9577017419081124,0.2775445364801997,0.2885408079142622,0.5739442706108093,0.3364721427911274,0.21575041643216405,0.11389601892395189,0.004710589297218265,1.7891076635014542,0.0028601335675264355,0.006627204465848859,0.00460155897006541
25.0,0.6449482720232833,1.107191902226082,91.524,91.524,1.0,2.4775226988453185,0.5782087632252955,0.273464596747985,0.21419102948217475,0.29689708903493117,0.1104186339313818,0.33414492996497347,0.7080226769043371,0.34664278558678485,0.6621294667702815,0.22066153799996002,1.9373946524618673,0.2756279701289885,0.2836432398361173,0.5579476952552795,0.34377155002215753,0.21922332129360872,0.11389601892395189,0.004508184055380848,1.788058964960328,0.0027537820282142766,0.0063318445160349375,0.002918560556016352
26.0,0.6415750362124683,0.9674604361980779,95.18496,95.18496,1.0,2.4961084676368706,0.5554199850067688,0.27561686960051246,0.2006544515497519,0.3026233363081529,0.1104186339313818,0.33753611054993155,0.7094480596558744,0.3241281971549115,0.6632853214735325,0.22194208535115517,1.9486377789845788,0.27938837920489296,0.2855127662575822,0.5272814631462097,0.3212426857818161,0.2063785946838858,0.11389601892395189,0.004131833427649637,1.7094064309258101,0.002385877099895259,0.005943704296958647,0.0042020600521838
27.0,0.6390536875884532,1.2238696322396714,98.84592,98.84592,1.0,2.50249700650266,0.5737966867787004,0.2765728424722985,0.21089326975234332,0.2963091419713613,0.1104186339313818,0.33577243942798696,0.7097586777144531,0.33960809193807756,0.6634254988494913,0.22079892555340924,1.9386009066817005,0.278578726302645,0.28423203898758054,0.5651373267173767,0.3361989137458742,0.21627733841352828,0.11389601892395189,0.004415823229727822,1.8951876895057467,0.0023312733935410713,0.006586312217874463,0.005404643992636444
28.0,0.6420270468997762,1.208786109636592,102.50688,102.50688,1.0,2.539551972083608,0.5668357014899963,0.280122323451346,0.19906870509905203,0.300941325782862,0.1104186339313818,0.3397994600418443,0.7108174275116993,0.3197351024375389,0.6625305723468614,0.21998782588982826,1.9314795018139628,0.27895635210924163,0.28711692948527223,0.5436210036277771,0.31644950299581426,0.20516985835321402,0.11389601892395189,0.0041819227766018464,1.867825799214188,0.0022755343561772813,0.006169850354574575,0.006109710843438791
29.0,0.6433371463428293,1.5121996699166973,106.16784,106.16784,1.0,2.5612549669898095,0.5691710549684902,0.282068231550536,0.20249835829365392,0.30199027746447366,0.1104186339313818,0.34214139003644156,0.712271648261042,0.32622583313712594,0.6622255453728189,0.21896772431122144,1.9225230730621559,0.2792461775512623,0.28567137278462,0.5469713807106018,0.3226150368737609,0.20848686803264696,0.11389601892395189,0.003942047996195669,1.828916093096268,0.002165300405443992,0.005801113646715405,0.004868128597983484
30.0,0.6433915661445946,1.3277905180795644,109.8288,109.8288,1.0,2.5872942303201203,0.5611031990382219,0.2850580833137911,0.1980677109748866,0.3028725521783067,0.1104186339313818,0.3422311951152968,0.7135015237375878,0.3209832878840729,0.6585141579651697,0.2173351251037548,1.9081889530209917,0.28335870116692036,0.28528164748637186,0.5360761880874634,0.31764546059191257,0.20462601351085988,0.11389601892395189,0.0036664120633131884,1.763636429735925,0.0020885026245539675,0.005321955621975119,0.0044947971439274
31.0,0.6560329769641478,2.073409677705983,113.48976,113.48976,1.0,2.6115902158571824,0.577085129500636,0.2883103900293884,0.20665476822060488,0.2992536409966239,0.1104186339313818,0.34371270495878803,0.7148212015052192,0.33337361491128437,0.6611725585254977,0.2178457336290796,1.9126720642846586,0.2777328869906499,0.2826470116968435,0.5659059286117554,0.33000539141785445,0.21327488370336503,0.11389601892395189,0.0035526962333281066,1.7707362335522703,0.002039322858440978,0.005143369287108818,0.004477787074720539
32.0,0.6430491683345819,1.6525771135594112,117.15072,117.15072,1.0,2.6094661840607762,0.5578481484086101,0.2875581733499151,0.19929668826458433,0.308725665422563,0.1104186339313818,0.34683529108938826,0.7161108989384003,0.32477943857910146,0.660153354802266,0.21794201789376214,1.9135174341719663,0.280005190086934,0.28783805155780484,0.5414277911186218,0.3211657122327051,0.20595847180610422,0.11389601892395189,0.003408532320413352,1.757315968083276,0.001909359058638238,0.0049845622094282565,0.004698184512130261
33.0,0.6439240578401655,1.4267827330447969,120.81168,120.81168,1.0,2.679719090385597,0.5660398691676869,0.29509398214825516,0.19530617277860296,0.3076947368918511,0.1104186339313818,0.3514012713744797,0.7179974254147312,0.31501438979646823,0.6611180186082266,0.21632784078038747,1.8993450589772507,0.2817043874067518,0.28381441740970226,0.539109468460083,0.3115304969598076,0.2026713112872533,0.11389601892395189,0.0033601176650624536,1.790257498196297,0.0017319900047153753,0.0050743123405657346,0.005275347765570221
34.0,0.6508687765053525,1.9937260337028462,124.47264,124.47264,1.0,2.6580876320646825,0.5911608395296557,0.29315134642153395,0.19656822714702454,0.3104868818134152,0.1104186339313818,0.3483136326714686,0.7185195703305081,0.3177159203469638,0.6587789764958306,0.21717940116418627,1.9068217064654074,0.27961362480935437,0.2836402742304073,0.5129247903823853,0.3141114633706492,0.2040225019708563,0.11389601892395189,0.0032955526199129406,1.8163760784445913,0.0018036723081622799,0.004859635636730537,0.005014144913058212
35.0,0.6506262588313315,1.7053527098619572,128.1336,128.1336,1.0,2.6665656028764486,0.6068558743118602,0.2947204428006404,0.2079577066173124,0.30351549601073585,0.1104186339313818,0.3490399440052524,0.7197452208872185,0.3349772878347372,0.6602915242659462,0.2173825277033697,1.9086051449130588,0.27894067306580317,0.2854316800904338,0.5456651449203491,0.33148900367684686,0.2152901057442379,0.11389601892395189,0.0032141675487187106,1.8270067572793778,0.0017150406716411833,0.004786532454114204,0.004441575620392949
36.0,0.6475401874655016,1.8313563374889736,131.79456,131.79456,1.0,2.671340978217792,0.5923971814744534,0.29477413105017963,0.2052131551184472,0.308184276902917,0.1104186339313818,0.34592219133546587,0.7209872572548238,0.3307446179068427,0.659316093030391,0.21720387969749774,1.907036626473523,0.2790534208059981,0.2844175491679274,0.5179831981658936,0.3270854158887762,0.21269120558528098,0.11389601892395189,0.0030093225992814127,1.767847113609605,0.0016428669474377604,0.00443755812850036,0.003839425445532003
37.0,0.6506372045686402,1.9811847911801235,135.45552,135.45552,1.0,2.7194787968191747,0.5710842235342752,0.30034968051033295,0.19862524081845354,0.31121310628068066,0.1104186339313818,0.34755771446192074,0.7235772762901389,0.3220949032521808,0.6583021600768909,0.21871441517216458,1.9202990344921511,0.2819945959223778,0.2852879737391823,0.5418990850448608,0.31860235031019624,0.20643699079063407,0.11389601892395189,0.00281947286072652,1.7100698208450922,0.0015283637638782432,0.0041658781255040755,0.003844813660519416
38.0,0.6479363878585276,1.926522346857793,139.11648,139.11648,1.0,2.697845128171699,0.5504378043670943,0.2986163856782751,0.19461011946219708,0.3128475894097449,0.1104186339313818,0.3476165854980524,0.7234036734971442,0.3152546005545791,0.6573999046944438,0.21686903415008915,1.904096703282422,0.2816618551525041,0.2853336885573465,0.5117906928062439,0.3118829533012833,0.20231652386015944,0.11389601892395189,0.0028582837064538543,1.785026387871767,0.00152327548251422,0.004246545090998994,0.0058294797978022134
39.0,0.6576550959265246,2.4482743882527425,142.77744,142.77744,1.0,2.7023925770835318,0.582301511108256,0.29907472055322065,0.2049510845285924,0.3076015431163155,0.1104186339313818,0.3480786358183478,0.7229993284925642,0.33035212907577516,0.6578353204720863,0.2171236366700863,1.906332097657068,0.2791393395466575,0.2855707647871405,0.5185533761978149,0.32665679036479156,0.2127729233742713,0.11389601892395189,0.0028807427821279483,1.8532430358518468,0.001448845064779079,0.004369470615854696,0.0058976137430875875
40.0,0.6534593922376297,2.392675954261234,146.4384,146.4384,1.0,2.7371330643051204,0.5856825138999489,0.3027179677644535,0.19901631796107525,0.3144829061760079,0.1104186339313818,0.34984299078357495,0.7255544360796023,0.3205908064017389,0.6581613552283451,0.21780121455692858,1.9122811895853353,0.2805419014506654,0.28415598581947094,0.5287455320358276,0.31753619302808217,0.20748794845460822,0.11389601892395189,0.0028869915166026706,1.913532993707122,0.0013923076007600335,0.004433550091327912,0.0062909589284982715
41.0,0.6593923249303232,2.699990631383107,150.09936,150.09936,1.0,2.7533226154464225,0.5705482676020199,0.30475088389569643,0.20281621936479752,0.3072880559054059,0.1104186339313818,0.35390563980503636,0.7269334859042876,0.3270640331474839,0.6545635152600581,0.2162549733929824,1.8987052878237594,0.2754504762997819,0.2839024390243903,0.5707800388336182,0.3244056263837459,0.2117550707770153,0.11389601892395189,0.002906436987304711,1.9838502381408034,0.0013885729550001443,0.004471982474184801,0.005814993617170558
42.0,0.650134413181089,2.4492969311042923,153.76032,153.76032,1.0,2.7681450071611318,0.5594199830194222,0.3063768693067242,0.1994338220046209,0.3199778194311507,0.1104186339313818,0.35701675048552645,0.72932932471608,0.32426481063166596,0.6567778283715896,0.21922517398229896,1.924783465247149,0.28177863702271627,0.2859709921704531,0.5112935304641724,0.32106691085560773,0.20798533170710023,0.11389601892395189,0.0025525538883833182,1.7907897167060582,0.001305672671809073,0.0038339507845303023,0.005615306414820326
43.0,0.6572892686643382,2.3535260098474895,157.42128,157.42128,1.0,2.7839228475250053,0.5711869005215856,0.30799813018182565,0.19676622341644753,0.31771349472709975,0.1104186339313818,0.35697537372440646,0.7285520735780884,0.3190894104063783,0.6574865210103675,0.21931924628443084,1.9256094142401043,0.2817775571002979,0.28780792017461804,0.548163890838623,0.3163022601890349,0.20579977374203262,0.11389601892395189,0.0024696435092863415,1.7778469147187934,0.001244159138849934,0.0037344171013886317,0.004279119992127491
44.0,0.6557353179746812,2.3940505777218175,161.08224,161.08224,1.0,2.7532897265354324,0.5851671385997715,0.3046606664147812,0.20380555729967928,0.31471352093512933,0.1104186339313818,0.3559398061221636,0.725935492795358,0.3283396340860765,0.6569194991323057,0.2199675602036919,1.9313015703434178,0.2810785015509425,0.2871576708322255,0.5234585404396057,0.32534163430493845,0.21269162742268755,0.11389601892395189,0.0024000047485973185,1.7731796976777332,0.0011923684333201,0.003643182345025127,0.00432747712837396
45.0,0.6574048857141028,2.9484417498119813,164.7432,164.7432,1.0,2.8070282960688213,0.5929355786474839,0.3108155850165921,0.1977852077199536,0.31516494665547623,0.1104186339313818,0.35502110154032096,0.7300665296110505,0.3191268750786868,0.6529546002500153,0.21913953674280182,1.924031575582293,0.28259815802229765,0.2887889933251601,0.5264795422554016,0.3156728756360402,0.20726407580282866,0.11389601892395189,0.0022079883721302105,1.6735002546029136,0.001118589228023878,0.0033254946600532,0.004939202259278758
46.0,0.6580741818006326,3.3069559360257004,168.40416,168.40416,1.0,2.8407413734153657,0.5613291241177573,0.31422631093331904,0.18827802893550444,0.3200584886882103,0.1104186339313818,0.36102657552302697,0.7306714082049789,0.3046976276787899,0.6521327115565241,0.2172560170706378,1.9074943893842256,0.2824080093615915,0.2856349757113116,0.5137966275215149,0.3014415487828098,0.19825714447826404,0.11389601892395189,0.0022325275892453294,1.7336303882566426,0.001122588733147756,0.0033728651997821657,0.0040203449217000005
47.0,0.6619519728575826,3.021686675609737,172.06512,172.06512,1.0,2.8620102967525933,0.5671678702449288,0.3165686639164242,0.19585105031923197,0.3163543435956598,0.1104186339313818,0.36157546695269493,0.7331238787964817,0.31702496893390836,0.6537753594928495,0.2175860377894824,1.9103919508790215,0.27755102040816326,0.283960092095165,0.5490434765815735,0.31393042880467137,0.2059180386874254,0.11389601892395189,0.0021976220691292277,1.7473599845861827,0.0010987807830303601,0.0033216300844081752,0.004672803842829059
48.0,0.650521013986703,2.7911606744153383,175.72608,175.72608,1.0,2.8885410260150386,0.5758742884096951,0.31991223937866614,0.19443462707357675,0.318701797488546,0.1104186339313818,0.3613064882223611,0.7349158057547874,0.3153820603899658,0.6517933116341601,0.21497256059160366,1.8874457827638413,0.27893101305158485,0.2819994221323317,0.5317617654800415,0.31194248082424947,0.2044284913018648,0.11389601892395189,0.0023786062943419515,1.9355337585639063,0.001049806077194842,0.003734588401378549,0.00536224936378865
49.0,0.6611919452546158,3.417197554754413,179.38704,179.38704,1.0,2.8656701693607225,0.5651124149890423,0.3175312865724633,0.20093713731005766,0.3161226661115723,0.1104186339313818,0.3574158670192875,0.7338302155188994,0.3240605473417826,0.6506411339202696,0.21656131815532026,1.9013949758851338,0.2758378251699086,0.2822951825713409,0.5584481954574585,0.32061020125267725,0.2112934353723524,0.11389601892395189,0.00209267294588757,1.7396215635153567,0.0010001766090372273,0.0032059626712988144,0.005189725692683899
50.0,0.660405038793678,2.8788534694963945,183.048,183.048,1.0,2.853185868783732,0.5740144805778385,0.3166384239392004,0.19549911359860045,0.314281832741654,0.1104186339313818,0.3605989844726134,0.7331573500487452,0.3131988212952032,0.6523246805198224,0.21620794223942438,1.8982923572050918,0.2779180189926674,0.28579970104633784,0.5493654012680054,0.3101719932157214,0.20605251263357813,0.11389601892395189,0.002037328548440433,1.735404280876537,0.000992668493623669,0.0030972208306508627,0.005126826858321712
51.0,0.6688203056833868,3.597512819172951,186.70896,186.70896,1.0,2.8728181538218,0.5947050214001395,0.3184257764978789,0.20546937381291822,0.30525558195361563,0.1104186339313818,0.3630470204544781,0.7338524512655317,0.3293005537509905,0.6546428026961644,0.2164950929599973,1.9008135227672056,0.2755135669559486,0.2852747867431129,0.5543851256370544,0.32631724888148284,0.21552381120044914,0.11389601892395189,0.002154820816148525,1.8814601900157868,0.0010263373014674272,0.0032933608783645434,0.006014677740925931
52.0,0.6703505877487854,4.133533833147107,190.36992,190.36992,1.0,2.894691304388472,0.5639761988965626,0.32076522328544305,0.19950746514511297,0.31626830818865476,0.1104186339313818,0.3609774940948076,0.7360021546144041,0.320668472578833,0.6520610416376251,0.21509931789276604,1.8885587040262344,0.27523148148148147,0.2830263680932821,0.5288442373275757,0.3183505220047662,0.21035783168625474,0.11389601892395189,0.0022322082544865927,1.9938131199414784,0.0009327108162632161,0.0035343704008505778,0.008126327080902579
53.0,0.664952712830103,3.8225399746724533,194.03088,194.03088,1.0,2.902810929015752,0.5521281135658391,0.3216749986456209,0.20004048073298342,0.3168643749088105,0.1104186339313818,0.3596536223300921,0.7355392457279576,0.32331039257589167,0.6539688594892604,0.21689510320655617,1.904325587985446,0.2762522097819682,0.28448275862068967,0.5392459630966187,0.320260051411024,0.2099356102077584,0.11389601892395189,0.0021200819494745157,1.939746201232083,0.0009629231336141756,0.0032776179238872463,0.005952945097481424
54.0,0.6579225590104001,3.8780817383261366,197.69184,197.69184,1.0,2.9056901605250745,0.5728747439817847,0.32160832503605463,0.19626405974592687,0.3196620759499764,0.1104186339313818,0.3628562676909495,0.7372398630300542,0.313896569981878,0.6529325508633045,0.21636880649807622,1.8997047354442227,0.2775876312994217,0.2802268625934519,0.518435001373291,0.312039940476707,0.20779986473538178,0.11389601892395189,0.001930980498161147,1.8075292218290997,0.0008873058919259598,0.0029722069437732616,0.004530665934369047
55.0,0.6644791921052869,4.958890505404929,201.3528,201.3528,1.0,2.913399760313017,0.5887660567613678,0.3229679611070245,0.19815544617536804,0.3185005193269075,0.1104186339313818,0.3676431538516283,0.738450910426791,0.31978137481069985,0.6503922406438692,0.21702205346600084,1.9054402034096203,0.27639019792648445,0.2827919834139599,0.5340428352355957,0.3170317330620021,0.2090301273217332,0.11389601892395189,0.0019219882016235197,1.8431452953254848,0.0009082223397035491,0.002928419504513632,0.00415778812670837
56.0,0.6644132433931522,3.476163742459181,205.01376,205.01376,1.0,2.949155799101599,0.6059200530485384,0.32664868397895613,0.19947241742450178,0.3142069051075928,0.1104186339313818,0.3635386524922682,0.7368348008424833,0.3202862794333509,0.6508749678545793,0.21613602996786216,1.8976609719096125,0.27550312283136713,0.2816404527414376,0.5556504130363464,0.3178017025743328,0.210648877183411,0.11389601892395189,0.0017467807763891733,1.7097310399167327,0.0008425946402878911,0.002637295550026433,0.005092201781337521
