round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_auprc,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6550019355537473,0.2546004634379565,3.5567175,24.82176,0.5412350858791136,0.2858524665615478,0.30908170546029357,0.1097261567516525,2.1676817723013917,0.5263918271445988,0.6842669409656611,0.22937293783473542,0.2200793047848508,0.35624518083970724,0.6660111125897153,0.22028734985256707,1.9341093036768249,0.27993202533601114,0.2815498603182315,0.4925990700721741,0.37990101849860614,0.24349177198442715,0.11389601892395189,0.013432044484589312,0.3242695760272909,,0.013432044484589312
12.0,0.646250793752785,0.3483793711711271,3.838965,26.8032,0.5412350858791136,0.28837550884994806,0.3164945590519398,0.1097261567516525,2.2141479641667274,0.5175954033508967,0.6883385428104084,0.2333882942158491,0.21921274212732492,0.3554033266586218,0.6651742273013925,0.2202014654802954,1.9333552442014976,0.27947060634041243,0.2809320643255661,0.502113401889801,0.38093468020088184,0.24436719029085976,0.11389601892395189,0.011687969539480312,0.29792289051692933,,0.011687969539480312
13.0,0.6309666894375808,0.39139338924409495,4.1212125,28.78464,0.5412350858791136,0.3001310781754487,0.32251165604833626,0.1097261567516525,2.2953413990421945,0.5320911478238319,0.6973464419967179,0.24162785846569593,0.2186147334091997,0.3552720788442979,0.6614144868561811,0.21961492825543075,1.928205483653183,0.2760471009092264,0.2813215570821067,0.5031952261924744,0.38295565442887985,0.24591660446652072,0.11389601892395189,0.009903402651656113,0.2688854128937237,,0.009903402651656113
14.0,0.6189439144461265,0.4241794039324195,4.40346,30.76608,0.5412350858791136,0.29194178113202773,0.3235287952807283,0.1097261567516525,2.349398342602326,0.5180436686577194,0.6998991497492125,0.246274382149232,0.21552954935425928,0.3502758323517767,0.6630837647291032,0.2201635440483733,1.9330222963752226,0.2776101388050694,0.2817387021302795,0.4933679699897766,0.3820091449813602,0.24507195914300006,0.11389601892395189,0.01103875865697967,0.3180379224504577,,0.01103875865697967
15.0,0.6496369726971208,0.34403308847916053,4.6482075,32.4352,0.4559241291901578,0.2726332482427839,0.2962814856229007,0.1097261567516525,2.070014393263264,0.5246543653419568,0.6724740317418544,0.2196827499722324,0.2086638506655982,0.33570894547273494,0.6638305449539181,0.22027468128897215,1.9339980744721996,0.2785203605843954,0.2817752100840336,0.4944296181201935,0.381607731813345,0.24479051260294116,0.11389601892395189,0.02983515494538132,0.3820077144773677,0.02983515494538132,
16.0,0.6516728678330488,0.345269957608738,4.930455,34.41664,0.5412350858791136,0.28585366720022554,0.30711764038118466,0.1097261567516525,2.1822515484285745,0.5432891530794733,0.6836022917175515,0.23067071702517247,0.21790559832651535,0.3523422450296225,0.6617607136802929,0.21979790190895693,1.929811981011518,0.2780309936189608,0.28135431568907965,0.50154048204422,0.3825457609979548,0.24539822320615443,0.11389601892395189,0.0084766441301601,0.2561873402373749,,0.0084766441301601
17.0,0.632772691651366,0.3828482750593438,5.2127025,36.39808,0.5412350858791136,0.2945107343977457,0.31643839894107734,0.1097261567516525,2.2521770328205304,0.5320478642947425,0.6912114261576773,0.237613824108031,0.21577117925604317,0.3500459265298051,0.6656662034580366,0.2206988767558369,1.9377224844285124,0.27811291569992264,0.2811632677687945,0.4925849139690399,0.38129300912533265,0.24452842435776434,0.11389601892395189,0.00950550593863957,0.30127867560076993,,0.00950550593863957
18.0,0.6243988268691061,0.4997700938795176,5.49495,38.37952,0.5412350858791136,0.286871889025604,0.31959713864688233,0.1097261567516525,2.3005214313556213,0.5411368030964449,0.6963386369527929,0.24187482035528995,0.21896775017698075,0.35453836768302743,0.6647188829943835,0.2204875868290445,1.9358673719426802,0.2790335151987529,0.28074276068043114,0.49361276626586914,0.38100503852373524,0.24429312119104055,0.11389601892395189,0.008891266254140242,0.29734701535926433,,0.008891266254140242
19.0,0.611602689146324,0.5748599362861315,5.7771975,40.36096,0.5412350858791136,0.3016278309427716,0.331956684520259,0.1097261567516525,2.3864746119731315,0.5428107150534544,0.7007452457938099,0.24998278391922577,0.21112062715241928,0.3432198717099692,0.6650338616836575,0.22059889835248903,1.9368446802322599,0.2783392940444721,0.2817833046699299,0.49469539523124695,0.38149470217461084,0.2446320234455301,0.11389601892395189,0.0103463853733369,0.3613872384376009,,0.0103463853733369
20.0,0.6467392928931612,0.4646917092210498,6.3041925,44.01152,0.9971592150692714,0.27258116891791395,0.29622515010204564,0.1097261567516525,2.066680934900598,0.532531247502571,0.6721832006534997,0.21941846657399416,0.2082422869494602,0.3365922774238934,0.6550000981367126,0.21867308501009405,1.9199361582260532,0.2802700675168792,0.2820823244552058,0.5003066658973694,0.38395853002614116,0.24656816401510223,0.11389601892395189,0.011902053092751271,0.6087027007743018,0.02263259322271355,0.0074340579334749345
21.0,0.6491031246484306,0.4471201197826676,6.58644,45.99296,0.5412350858791136,0.2832179448864748,0.3060593994246496,0.1097261567516525,2.188802466670929,0.5321934689018086,0.6840843152422842,0.23136947057861895,0.22052503961129857,0.35583900338567054,0.6598000124390164,0.21976488351577667,1.9295220815620708,0.2786909521694062,0.28147960476311124,0.49431857466697693,0.3836651285936383,0.24623779665075693,0.11389601892395189,0.007841746577082994,0.28987386228254763,,0.007841746577082994
22.0,0.6313024342398093,0.4501532305255824,6.8686875,47.9744,0.5412350858791136,0.29502421007251073,0.3166629817454334,0.1097261567516525,2.2603109017970486,0.5434349564662474,0.6909677464112651,0.238175838076012,0.21397879764491792,0.3470290900369579,0.6617510631519032,0.22000127903076774,1.9315976195591358,0.278617083091226,0.28187716915648103,0.5013569593429565,0.3837493813684647,0.2462291635545115,0.11389601892395189,0.006854274680848137,0.26265981956385076,,0.006854274680848137
23.0,0.6180611902084683,0.5032674345133075,7.150935,49.95584,0.5412350858791136,0.29641356203325564,0.32205045268825805,0.1097261567516525,2.337370557820673,0.5526767346275128,0.6969546136932842,0.24574665750284175,0.21671700804169933,0.3512888172106114,0.648492981518322,0.2172896731182671,1.9077898874002868,0.2792341678939617,0.2815950123392648,0.4953489303588867,0.384798433760091,0.24712721794561104,0.11389601892395189,0.006787345412613508,0.2709429943279247,,0.006787345412613508
24.0,0.6079594282299194,0.6474221004128988,7.4331825,51.93728,0.5412350858791136,0.3028984238058477,0.3280775641318136,0.1097261567516525,2.4104689060009292,0.5504056656308094,0.703345869353589,0.25283256048551317,0.21622186036933663,0.35038514022425465,0.6524358686622571,0.21823054312731757,1.9160506678730325,0.2797897196261682,0.28210042161747795,0.49503156542778015,0.3849269962360589,0.24714916620735342,0.11389601892395189,0.006941308378961226,0.2899450671393424,,0.006941308378961226
25.0,0.6547922627002092,0.6278571042532759,7.67793,53.6064,0.4559241291901578,0.2742921109081007,0.2957280178596455,0.1097261567516525,2.081270294571255,0.5471173727290977,0.6733921954770264,0.22085147258116572,0.2081158599086475,0.3344849504382685,0.6523924475592295,0.21805705878114207,1.9145274860461827,0.28031309998523113,0.2817087686813914,0.49559393525123596,0.3849243779020201,0.24710876149963298,0.11389601892395189,0.020472963928419255,0.3527694411459379,0.020472963928419255,
26.0,0.6472173733869095,0.48730714057867974,7.9601775,55.58784,0.5412350858791136,0.28515401870307167,0.3056178966937165,0.1097261567516525,2.175827679108849,0.5292076909583359,0.681556574867683,0.23025090278053312,0.2074090068336065,0.3349080823434573,0.659574586637374,0.21956698780806747,1.9277845694911588,0.27979737783075087,0.28212327851317026,0.4956914782524109,0.3839784177672948,0.2463221742956914,0.11389601892395189,0.005888303649340745,0.25436382620682707,,0.005888303649340745
27.0,0.6311561850180468,0.5575082038138661,8.242425,57.56928,0.5412350858791136,0.28867499442598027,0.31421913211802704,0.1097261567516525,2.2642581490018348,0.5527960823510555,0.6917393109436694,0.23852792785256047,0.21488065963451647,0.3477480987285645,0.6378736982014478,0.21521866395173994,1.8896065550407073,0.2807118254879449,0.2819634703196347,0.4998103678226471,0.3864049824697453,0.24830403264474554,0.11389601892395189,0.007545251471652478,0.33744800194108393,,0.007545251471652478
28.0,0.615950361108822,0.6705175389139468,8.5246725,59.55072,0.5412350858791136,0.2967263760474444,0.32557532224857516,0.1097261567516525,2.344078033523997,0.5479977522850936,0.6983011902229523,0.24633363572835434,0.2106409372099405,0.3413999373104388,0.6039113804903915,0.20745043676220556,1.8214020008962715,0.27901591895803185,0.2818830242510699,0.4993642568588257,0.38762705086779775,0.2493214870295102,0.11389601892395189,0.007221704546423218,0.3360646872315556,,0.007221704546423218
29.0,0.6061523067073971,0.660314632219084,8.80692,61.53216,0.5412350858791136,0.30514596868926,0.3298408091252512,0.1097261567516525,2.4249542303129417,0.537434813231089,0.705069416574764,0.2541745951722501,0.2085667613869145,0.3388513864228795,0.6148218989338438,0.20983180557522618,1.8423102717517317,0.28000591978688766,0.2811641954969797,0.497212678194046,0.38672239436549616,0.24862317766632433,0.11389601892395189,0.007151292797364388,0.3471375351800816,,0.007151292797364388
30.0,0.6471009977608709,0.6271146731645041,9.333915,65.18272,0.9971592150692714,0.2737781762707985,0.296872076234764,0.1097261567516525,2.074155855024338,0.5232777992715466,0.67275529217016,0.21986256706109555,0.2004400594095513,0.32214734181691385,0.6360179480250903,0.21492168588049615,1.8869991059476703,0.27734608487746565,0.2807671816728822,0.4960426390171051,0.38575506534764326,0.24785085290402067,0.11389601892395189,0.007875439095381005,0.5490222848529811,0.01479173920865103,0.005143416119797485
31.0,0.6422105546937095,0.5634238016553405,9.6161625,67.16416,0.5412350858791136,0.2850438741759435,0.3067375277475111,0.1097261567516525,2.1936937570407764,0.5293146419438843,0.6836121347762655,0.23188509930128526,0.21075338164995874,0.3397275926994946,0.6377324666715426,0.2152958020865482,1.89028382309219,0.27774532710280375,0.28138818169636876,0.4969148337841034,0.38612623378575195,0.24812107634144362,0.11389601892395189,0.005331925250404784,0.26913796197186457,,0.005331925250404784
32.0,0.6305053646414002,0.607080475238897,9.89841,69.1456,0.5412350858791136,0.29054601753288334,0.31605133384866585,0.1097261567516525,2.267060556360829,0.5411176680974477,0.691741890657168,0.23928704023749728,0.20997193121488825,0.3400690840045386,0.6315093817944301,0.21379098051069975,1.8770715827516984,0.2769640479360852,0.2814178302900108,0.49625855684280396,0.38616490716410784,0.24814025513345886,0.11389601892395189,0.004565442541084362,0.2355561739896075,,0.004565442541084362
33.0,0.6172376258621177,0.6063819260625701,10.1806575,71.12704,0.5412350858791136,0.29860238129932287,0.3250538636366333,0.1097261567516525,2.3673688217083644,0.5444381589179601,0.698974176143882,0.24882988217308566,0.206918891885432,0.33596706505317264,0.6144343969629524,0.20964832959768231,1.8406993640195979,0.27723952899090776,0.28040677966101696,0.49682480096817017,0.38670189596097243,0.24867293289271858,0.11389601892395189,0.004603856945047818,0.24326471283711726,,0.004603856945047818
34.0,0.6076963301446683,0.8271168470069474,10.462905,73.10848,0.5412350858791136,0.29722077139909775,0.3290540229090262,0.1097261567516525,2.424469039798351,0.5548976819433429,0.7024079548342204,0.25414403472035973,0.20816976961155825,0.337448755173182,0.6225687884392844,0.2117501767116728,1.8591534516501222,0.2781108349173856,0.28101604278074865,0.49686771631240845,0.3866402101814312,0.24856038496612284,0.11389601892395189,0.005563857073567844,0.302782354716328,,0.005563857073567844
35.0,0.6481228221625326,0.7196807603041838,10.7076525,74.7776,0.4559241291901578,0.2761921881898403,0.29693741700631326,0.1097261567516525,2.1101163208846287,0.5613586005115418,0.6743930991976044,0.22362143438098628,0.21343518005092105,0.34089172509131593,0.6250653638193986,0.21276952256805895,1.8681032452075843,0.2790563033724128,0.28066704352741667,0.49893319606781006,0.38676291169898963,0.24863703677246046,0.11389601892395189,0.011831608923508203,0.2608465952798724,0.011831608923508203,
36.0,0.6429264409738418,0.6038815263640296,10.9899,76.75904,0.5412350858791136,0.280790445437054,0.30644698343532567,0.1097261567516525,2.190146803092072,0.5503022692302583,0.6834449785562831,0.2318971507747344,0.2136853927538825,0.3439767617773326,0.6400019346234805,0.2163135885614689,1.899219925376856,0.27912374873059626,0.2804566365650025,0.5055059194564819,0.3862155895284392,0.2480571549466528,0.11389601892395189,0.003700489961929295,0.2051082859543385,,0.003700489961929295
37.0,0.6289966356872243,0.6059134593892628,11.2721475,78.74048,0.5412350858791136,0.2955812425713844,0.31762681063584924,0.1097261567516525,2.279523461967198,0.537736476987347,0.6921015774764141,0.24077519363734542,0.21031229803344156,0.34082420903522154,0.6478693365140002,0.21799759705752347,1.914005415791398,0.27760439887056026,0.28082959641255606,0.4977197051048279,0.3849725107780922,0.247185796034504,0.11389601892395189,0.004396904707777254,0.24904298046749318,,0.004396904707777254
38.0,0.6191813931337621,0.6652802517053346,11.554395,80.72192,0.5412350858791136,0.2984108356344822,0.3233734510455295,0.1097261567516525,2.3677514030682083,0.5481904721819159,0.6991594738249266,0.24941987275491842,0.20701853547885954,0.33640200687882515,0.6337459576333521,0.21508645919421676,1.8884458054484723,0.2806712962962963,0.2807119085515844,0.5000091195106506,0.3865564726887438,0.24832214530635185,0.11389601892395189,0.004597331101113974,0.26767510471108835,,0.004597331101113974
39.0,0.6077207232320869,0.7314108029457138,11.8366425,82.70336,0.5412350858791136,0.2975910437371974,0.3289539956356105,0.1097261567516525,2.4321238374960714,0.5540181398954563,0.7047509616457023,0.25517631192658285,0.2179601996158418,0.35255864648922913,0.6382523277099574,0.2163112779374698,1.8991996382410903,0.28006823997725333,0.2809110629067245,0.4980422854423523,0.3870397465306071,0.24857253057729672,0.11389601892395189,0.005437685499105372,0.32653597423268366,,0.005437685499105372
40.0,0.6511909666797292,0.7459854623285104,12.3636375,86.35392,0.9971592150692714,0.27697612341599526,0.29576325837169387,0.1097261567516525,2.0591250004489026,0.5359810067585216,0.6736149729519194,0.22084988590972138,0.2057951546548329,0.3293064947393956,0.639825840716636,0.21700684307846746,1.9053066571480644,0.2793108278470374,0.28061977373339886,0.49567434191703796,0.3869347673977644,0.24841707699519594,0.11389601892395189,0.004980935695464047,0.42668569961824687,0.009141513016257867,0.0033075713934898185
41.0,0.6465677891558754,0.622496385815696,12.645885,88.33536,0.5412350858791136,0.2844411813614919,0.30452384879392325,0.1097261567516525,2.1998531134424235,0.5433392342884735,0.6838102777407683,0.23321221844353837,0.21082269452544894,0.3395496421938878,0.6453277713493908,0.2180051540421153,1.914071765648603,0.2791150688743565,0.28078750848608286,0.4989829659461975,0.3871753399997516,0.24856368756214017,0.11389601892395189,0.0033315040271614817,0.20425268499093363,,0.0033315040271614817
42.0,0.6330414462557046,0.7156944642689774,12.9281325,90.3168,0.5412350858791136,0.28826034324097904,0.3161569533007568,0.1097261567516525,2.2930162167992303,0.5554178128011353,0.6924043311569652,0.24189247947760018,0.21224817689607292,0.34346922636829463,0.651436882105782,0.21911802537865616,1.92384270713589,0.27884884045822855,0.2808615384615385,0.49584051966667175,0.3866409851828077,0.24813433969566212,0.11389601892395189,0.003564003237815059,0.22272082087874878,,0.003564003237815059
43.0,0.619618133337957,0.7167137004769486,13.21038,92.29824,0.5412350858791136,0.29845712764609167,0.32379173688648555,0.1097261567516525,2.3439412738440137,0.5423689840272946,0.6986902982424567,0.24702367196447297,0.20873574076978377,0.33885411889095013,0.6600172058003164,0.22081776631563066,1.9387663274084248,0.2790434413471063,0.2811651444087879,0.49478188157081604,0.3848782292165444,0.24666036531051122,0.11389601892395189,0.004744452518903462,0.30470519398659235,,0.004744452518903462
44.0,0.6063123021201582,0.7858934288705508,13.4926275,94.27968,0.5412350858791136,0.3030486748112447,0.3309155487315374,0.1097261567516525,2.4242176194629352,0.5459969187687131,0.7042581000426,0.25504817874379976,0.21294082252103125,0.3455027325723179,0.6422018911622193,0.21704187497662475,1.9056142350466447,0.27880831928049465,0.28073740746117,0.5017617344856262,0.3870928453684538,0.24846755327531744,0.11389601892395189,0.004442583741071241,0.2948055708257016,,0.004442583741071241
45.0,0.65111356375893,0.7538816793535948,13.737375,95.9488,0.4559241291901578,0.2751424799618357,0.2950450106273525,0.1097261567516525,2.0618493793828163,0.5462731957097904,0.6746061427493136,0.2212000624926246,0.20793805627779816,0.33277970408404584,0.6435343919481914,0.21785112246045407,1.9127193778907476,0.2794882609306903,0.2813382899628252,0.5029811859130859,0.3869775198934374,0.24837303527728813,0.11389601892395189,0.008149910250500249,0.22109405236551538,0.008149910250500249,
46.0,0.6441219912643339,0.6629928838727583,14.0196225,97.93024,0.5412350858791136,0.283126196612165,0.30265980110910495,0.1097261567516525,2.1759760629380835,0.5326180243552162,0.6835672535664621,0.2328904510434442,0.19835129395718148,0.3196354828402049,0.6515241258942926,0.21957062624884607,1.9278165147761037,0.2794371051120046,0.2819190498515393,0.5039717555046082,0.38521696398174093,0.24695575281881144,0.11389601892395189,0.002712275215648368,0.183462370900088,,0.002712275215648368
47.0,0.6314405211825467,0.6711866716481278,14.30187,99.91168,0.5412350858791136,0.28797293897897863,0.31287598572351083,0.1097261567516525,2.281435199659557,0.5347187091090749,0.6921667496833609,0.24090263139077359,0.20698298981876118,0.3344317704422747,0.6501828279426494,0.2193930068553617,1.9262570274896957,0.2792366193141053,0.2817602239154097,0.5040168762207031,0.38544689560369705,0.24707468805995175,0.11389601892395189,0.002940907018478584,0.20234600664844038,,0.002940907018478584
48.0,0.6127526574564337,0.5835012904814443,14.5841175,101.89312,0.5412350858791136,0.2948279733317201,0.32234730128389255,0.1097261567516525,2.373386798215972,0.5371239744344898,0.7021779691716912,0.25036977158930396,0.20853856375459012,0.33891751475428167,0.6552014791888174,0.2203871867215435,1.934985865210052,0.27906976744186046,0.28215873015873016,0.49462154507637024,0.3848816696590983,0.24659206540330142,0.11389601892395189,0.0034355958003795314,0.24200509180809604,,0.0034355958003795314
49.0,0.6041546186445246,0.7075938212598106,14.866365,103.87456,0.5412350858791136,0.30079530802441035,0.3308609280555513,0.1097261567516525,2.4655818167221812,0.550632386643593,0.7064676073100872,0.25896978859171094,0.20950165700098275,0.3407625863177899,0.6616705207706227,0.22179918750016403,1.9473831446932208,0.2794772368232084,0.2816441608547262,0.5018093585968018,0.3836435228743692,0.24550837094012204,0.11389601892395189,0.004365539462353025,0.3167451562367205,,0.004365539462353025
50.0,0.6488476891151009,0.7794797075985768,15.39336,107.52512,0.9971592150692714,0.27693607480083393,0.29475840361353656,0.1097261567516525,2.0627335359235994,0.5323136866111443,0.6741891879801006,0.22139231136359214,0.20109872602621548,0.3211136287273495,0.6626049780462402,0.22218383725228563,1.9507603457205758,0.2807116633719288,0.28222286878091357,0.5016499757766724,0.38355285015222107,0.24534287364722918,0.11389601892395189,0.0043714672348659335,0.45395647527402616,0.007462342452241533,0.0031219146089493544
51.0,0.6429423752538705,0.6842350957563748,15.6756075,109.50656,0.5412350858791136,0.28572046529978673,0.3104160197598041,0.1097261567516525,2.222131195373011,0.5554157766411806,0.6848474183812551,0.23536499549355647,0.21353299461743586,0.3424715296308744,0.6648830925704284,0.2225861149458821,1.9542923189835313,0.27955205309000414,0.2819943778665483,0.5038905143737793,0.38334880766927865,0.24515699499928068,0.11389601892395189,0.002714959727064827,0.2029003751158598,,0.002714959727064827
52.0,0.6287794300924945,0.675928608335542,15.957855,111.488,0.5412350858791136,0.29378812417408223,0.3183651755208717,0.1097261567516525,2.2981478940810494,0.5456175799710516,0.6935660365385824,0.24308120466970298,0.2130006360009682,0.34393194069582267,0.6629302221870392,0.22229002209068904,1.951692642032656,0.27992170022371365,0.2819918934568616,0.5018600821495056,0.383648498944244,0.24545882063420116,0.11389601892395189,0.0034394082540610592,0.2611677526838321,,0.0034394082540610592
53.0,0.6214459219100001,0.6766231103546931,16.2401025,113.46944,0.5412350858791136,0.29494882064647776,0.32093714079884433,0.1097261567516525,2.380881743465112,0.5694869182790492,0.6992030365249583,0.2509029887880652,0.212589555731187,0.34441357985359333,0.6637474801328374,0.22251779233738117,1.9536924507076563,0.27991096271563715,0.2821209089609833,0.501512885093689,0.3839471500718099,0.24563672897784739,0.11389601892395189,0.003283165972939837,0.2547063520105439,,0.003283165972939837
54.0,0.6084751971724208,0.7270605543826426,16.52235,115.45088,0.5412350858791136,0.3014266356426806,0.3274806302121249,0.1097261567516525,2.445163361354382,0.5630103861418843,0.7047017757539659,0.2572057876135969,0.204047619010059,0.33137380095690644,0.6643367647382894,0.22245712999815329,1.953159839122098,0.2803712425543704,0.28246399612731454,0.49352264404296875,0.3837515023056577,0.24539694058818912,0.11389601892395189,0.004288181366553915,0.33976773538597627,,0.004288181366553915
55.0,0.6501169345055382,0.7970014604214029,16.7670975,117.12,0.4559241291901578,0.2737311820983588,0.2976710890703476,0.1097261567516525,2.1004298810340014,0.5638852495722398,0.6753731199980464,0.22504530013184806,0.20700990616650503,0.3285279458347059,0.6643660928070106,0.22278968688639783,1.9560796680273258,0.28025827723588403,0.28187919463087246,0.5023331046104431,0.38400393813688,0.24553895612050045,0.11389601892395189,0.0070275830113724486,0.23083508061245084,0.0070275830113724486,
56.0,0.6444971139438823,0.6857673921384789,17.049345,119.10144,0.5412350858791136,0.2826305215114986,0.3084960074252327,0.1097261567516525,2.209485397338934,0.5559353555884795,0.6841180938058546,0.23426961406991664,0.2132903565174944,0.3425264248623857,0.6637842876747969,0.22261214685518158,1.9545208775367222,0.28108557186374966,0.2819015846538782,0.5002478957176208,0.3837069759380776,0.24540201264318498,0.11389601892395189,0.003571970405658618,0.28667234993190505,,0.003571970405658618
57.0,0.6326850430212566,0.6494774128293466,17.3315925,121.08288,0.5412350858791136,0.29059433542099045,0.3133900690777195,0.1097261567516525,2.285498089088483,0.5400617740834925,0.6919235709900937,0.2415972273595139,0.2164332142663989,0.349360499478499,0.6622819426089477,0.2223692096027946,1.9523879034900247,0.2795226992182142,0.2823061630218688,0.5059505105018616,0.3847406572685777,0.2462026931667081,0.11389601892395189,0.002682522404306461,0.2182662118357257,,0.002682522404306461
58.0,0.6212944270430614,0.6583554822307034,17.61384,123.06432,0.5412350858791136,0.2953548526416502,0.32278151704094526,0.1097261567516525,2.3720674862541693,0.5507214043588431,0.6989923937752517,0.25029811372448735,0.2066147226551245,0.3352779277231864,0.6536459746453889,0.22049270810520108,1.9359123364305082,0.2815167203022247,0.2818436624104641,0.5060306787490845,0.386108016575089,0.24736480159422003,0.11389601892395189,0.0032827721127075774,0.27287495843484066,,0.0032827721127075774
59.0,0.6065534698872936,0.7001850404871892,17.8960875,125.04576,0.5412350858791136,0.29810174106058673,0.3275342797895282,0.1097261567516525,2.446453664348091,0.5675995557571606,0.7038570672942273,0.25708365410132994,0.2109314623771676,0.34216095748110353,0.6299689867908989,0.21524331509717637,1.8898229905726014,0.2825112107623318,0.2829790229480501,0.5003147125244141,0.387726948970913,0.24876396568587447,0.11389601892395189,0.003364592954826255,0.2880218932987191,,0.003364592954826255
