round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1,fed_f1_best_threshold,fed_brier,fed_f1_best,fed_auprc_lift,fed_ece,fed_prevalence,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
24.0,0.5745754087405531,1.110492377820035,63.93344,63.93344,0.5412350858791136,0.7428223837126752,0.3248836698402614,0.5813472734263386,0.2055453965647444,0.36583430434619063,2.981680792966128,0.33053622956152773,0.11423716012084593,0.3252229267794389,0.49743622230580714,0.1089613261648178,0.9566737028584908,0.0,0.2069594432445404,0.4677027463912964,0.3604656836441043,0.23087128515964495,0.11389601892395189,0.00651213722133944,1.1538306114962325,,0.00651213722133944
25.0,0.6386926225454885,1.2964986949836537,65.60256,65.60256,0.4559241291901578,0.6913364775386165,0.2954712321369237,0.5744630509287809,0.21336150297130854,0.3219831371047706,2.3533181958925744,0.336267109755858,0.11423716012084593,0.2643196603965801,0.48839312502883236,0.10710262593607492,0.9403544298382115,0.0,0.20604408516238193,0.46680277585983276,0.3607068684424012,0.23107686563207236,0.11389601892395189,0.005519946034050329,0.5449209986254573,0.005519946034050329,
26.0,0.6368847312492493,1.1310304415102548,67.584,67.584,0.5412350858791136,0.7068274772126044,0.2992816855930158,0.6002974933630448,0.2166936609724248,0.33278319988449195,2.5273975854459474,0.3459978656855498,0.11423716012084593,0.2826812983366172,0.4799366267746368,0.1041563162186564,0.914486012792083,0.0,0.20797992471769136,0.4677999019622803,0.35901100336950365,0.22986414398030963,0.11389601892395189,0.0044932905692104015,0.8236795130651444,,0.0044932905692104015
27.0,0.6120376860438179,0.9518274383692397,69.56544,69.56544,0.5412350858791136,0.7218215024598328,0.3199958355963809,0.5675688304404718,0.20166048275694956,0.34313424243762475,2.7158646476783375,0.32464325762465684,0.11423716012084593,0.3006238431860943,0.5394471183421833,0.11945720985563679,1.048826912338333,0.0,0.21779651614334852,0.47296038269996643,0.3616151122599532,0.23160730144884512,0.11389601892395189,0.0046174542896405355,0.8736764857312664,,0.0046174542896405355
28.0,0.5890967567855099,1.0489060383660354,71.54688,71.54688,0.5412350858791136,0.7333827872289891,0.31907979065788483,0.5948402418136928,0.20670920934217143,0.3535372058181757,2.794509453460359,0.3307256697873659,0.11423716012084593,0.30968093298489874,0.5676917677955869,0.1433302213993026,1.2584304767930814,0.0,0.22018787769999404,0.47284892201423645,0.3605540802451911,0.23068176414366293,0.11389601892395189,0.005719246194317844,1.1247009171638638,,0.005719246194317844
29.0,0.5661134492175052,1.387367471217169,73.52832,73.52832,0.5412350858791136,0.7429358316343097,0.3319068571413336,0.5901512338218072,0.19688377507385615,0.36921225528515644,2.9548654219792563,0.31543454190362635,0.11423716012084593,0.32644875513598826,0.4897026979664718,0.10579880581127758,0.9289069698030377,0.0,0.21228079145150572,0.46703749895095825,0.35844722393324735,0.22942425917290812,0.11389601892395189,0.006320122149822025,1.301905965199694,,0.006320122149822025
30.0,0.6428037063191591,1.7486596716748408,77.17888,77.17888,0.9971592150692714,0.6906481990130038,0.2905598316599973,0.5972957256843767,0.2158802286862857,0.32264333239425347,2.340030998601873,0.3423907531263337,0.11423716012084593,0.263264805771207,0.47046783954511956,0.10257529602522314,0.9006047533032074,0.0,0.20874820428988955,0.4673282504081726,0.35925347305452937,0.23005288995457931,0.11389601892395189,0.004668253238481183,1.4821229053195566,0.0051227278040103874,0.004444081712917402
31.0,0.6362581715327194,1.16825252536039,79.16032,79.16032,0.5412350858791136,0.7117466771850391,0.3050551244675245,0.5782453037333213,0.21240133738375108,0.3418756879531322,2.6312356544190245,0.33696882189974825,0.11423716012084593,0.28755519879976565,0.574279966421683,0.14385303160679766,1.2630207180713489,0.0008830022075055188,0.22531708530216366,0.4724127948284149,0.35940701614191056,0.22977013023749102,0.11389601892395189,0.0037612785799719457,0.8126246475148946,,0.0037612785799719457
32.0,0.6105664781549598,1.0632489112082033,81.14176,81.14176,0.5412350858791136,0.7257362797151075,0.31512198351357273,0.5896164920661234,0.19996689846017057,0.34762815137301545,2.771785967134766,0.3186004091110944,0.11423716012084593,0.3020650963868443,0.6007327926059032,0.15515916199311408,1.3622878434119239,0.0008814455707360071,0.2366201751540707,0.474909245967865,0.35832459044250087,0.22882546901264303,0.11389601892395189,0.004178581593381035,0.9318649234483019,,0.004178581593381035
33.0,0.5882035783284543,1.4995493621466736,83.1232,83.1232,0.5412350858791136,0.7355129085912755,0.3223982637189798,0.5948868385832177,0.19988796132876013,0.3577713832397932,2.875494018209845,0.320811123123968,0.11423716012084593,0.3166076249043398,0.6159193359392353,0.173956581265017,1.527328021721,0.0026292725679228747,0.24399120479187203,0.47756457328796387,0.3621212709225432,0.23145147871118632,0.11389601892395189,0.004523412272517124,1.0426242051180452,,0.004523412272517124
34.0,0.5678868637528012,1.6413337825368792,85.10464,85.10464,0.5412350858791136,0.7525737210386035,0.33673645634133786,0.5712135902569373,0.19050265353742912,0.37559555616137436,3.0921937065315697,0.3087581921731113,0.11423716012084593,0.33684533279193996,0.6238963949390772,0.1813635235864408,1.5923605170742343,0.0043821209465381246,0.24770882429955485,0.4780069887638092,0.3599072574783184,0.22973490701927204,0.11389601892395189,0.004787545287983552,1.1387905640294775,,0.004787545287983552
35.0,0.6445834534134508,2.286089916083816,86.77376,86.77376,0.4559241291901578,0.697668007187475,0.2962665812117946,0.5773521859633989,0.21321490395265733,0.3283656335217099,2.387638283091104,0.3377913126219271,0.11423716012084593,0.26801953784159804,0.6265403134320948,0.1856023050889224,1.629576756434732,0.005256241787122208,0.24934964832835532,0.47919756174087524,0.36065828845649617,0.23030575128530556,0.11389601892395189,0.004484767153985323,0.49875518679618835,0.004484767153985323,
36.0,0.63924093479434,1.7426163549078488,88.7552,88.7552,0.5412350858791136,0.7166353949672088,0.3076253114109923,0.5719163175278379,0.21159868057285583,0.34414593938016574,2.6083404220960213,0.3387390796413956,0.11423716012084593,0.2892696262525075,0.5820879843065592,0.1398320482539964,1.2277167329910095,0.00088261253309797,0.23172987974098058,0.4757521152496338,0.3600207906606555,0.23015860953121206,0.11389601892395189,0.003677620152835502,0.8958116953726858,,0.003677620152835502
37.0,0.6066283189963728,1.2389244656027896,90.73664,90.73664,0.5412350858791136,0.7292026039520746,0.31796471517604696,0.5856661567575142,0.20267306738235233,0.35818090235018535,2.744316701252486,0.32648049068665563,0.11423716012084593,0.30421088323533335,0.5605746223280147,0.12783430728820228,1.1223773095489575,0.0,0.2249983209080529,0.47466301918029785,0.3608407838018547,0.23086433537107087,0.11389601892395189,0.003613650608326147,0.9042108741123229,,0.003613650608326147
38.0,0.5823061239598198,1.2829090398405465,92.71808,92.71808,0.5412350858791136,0.7391118651606289,0.3202542982812838,0.5907111959016066,0.2082164556513794,0.36442257808096795,2.936074638758276,0.33417168813371234,0.11423716012084593,0.32212581874450746,0.61559303764449,0.15899459632372337,1.3959627195563675,0.00088261253309797,0.2533090668431502,0.4798700213432312,0.3644975727190879,0.23329738199105912,0.11389601892395189,0.004935599715398986,1.2722470535663888,,0.004935599715398986
39.0,0.5639847616228586,1.6830985716159053,94.69952,94.69952,0.5412350858791136,0.7549255590388386,0.33336774022011356,0.5669498203447969,0.19740973814747667,0.37969126475456183,3.121067252327242,0.32001350268941786,0.11423716012084593,0.33756521716591925,0.6286749751734196,0.17188134404423178,1.5091075673066023,0.00088261253309797,0.25848970251716247,0.4806334972381592,0.36386639076118243,0.23275564275014302,0.11389601892395189,0.0045819797999118355,1.2225484179798514,,0.0045819797999118355
40.0,0.6507134839894507,2.3891956917186183,98.35008,98.35008,0.9971592150692714,0.6980674577834135,0.29455074478257065,0.5845315919950799,0.21367501750771847,0.32570579657521465,2.381116074536854,0.33911088496794917,0.11423716012084593,0.2676088857802613,0.6109585878634052,0.15268232268843146,1.3405413475459322,0.000882223202470225,0.2510308428170872,0.48136910796165466,0.36557772463584404,0.23406101768177687,0.11389601892395189,0.003792736397557235,1.4860010369447991,0.004248779699958471,0.0035970476210942393
41.0,0.6434313154257826,2.8079563419572193,100.33152,100.33152,0.5412350858791136,0.7185701235961564,0.312591025111463,0.5908546560600566,0.20657473009875943,0.3390791016148238,2.633645669385794,0.33150854052710593,0.11423716012084593,0.29421710907335047,0.5822144953295709,0.1373610419473885,1.2060214504872566,0.0,0.23857030072489774,0.4771963059902191,0.3643120921976859,0.23336151585644205,0.11389601892395189,0.003301651263182346,0.9226925786351785,,0.003301651263182346
42.0,0.6064670049476754,1.3810287962126386,102.31296,102.31296,0.5412350858791136,0.7322875803742954,0.31276390278611155,0.5869686826913499,0.2139961442427833,0.3510207319026352,2.7885342484016555,0.3425868703062587,0.11423716012084593,0.309215935287918,0.6134134488659285,0.16067673841643904,1.4107318230650583,0.0,0.2497545008183306,0.4793090224266052,0.3643496686048876,0.2332347220738144,0.11389601892395189,0.003546715048488563,1.0150266077835113,,0.003546715048488563
43.0,0.5820251464147334,1.4925629715235422,104.2944,104.2944,0.5412350858791136,0.7453824724938585,0.3290838525821942,0.5797400640479448,0.19864203406283032,0.36313251334016605,2.961587323921061,0.3206813470993379,0.11423716012084593,0.3246776234581816,0.6220663962376944,0.17570460836383298,1.54267559150729,0.0,0.24845594558674067,0.4779391288757324,0.36319356793167906,0.23233364596208697,0.11389601892395189,0.00392127319697274,1.1581001712474972,,0.00392127319697274
44.0,0.5685302054936101,1.9161161050134603,106.27584,106.27584,0.5412350858791136,0.7564426956937333,0.3371490920724392,0.5722344521065463,0.19383747647060423,0.3758461223891335,3.2406858261373106,0.31093374055644646,0.11423716012084593,0.34323614920900297,0.6267654380468957,0.17964434920365324,1.5772662723497066,0.0008818342151675485,0.2511701845800583,0.4800011217594147,0.36297374792017156,0.2320882902250259,0.11389601892395189,0.004657570915469928,1.4224509648047388,,0.004657570915469928
45.0,0.6558819318952213,4.397626958940775,107.94496,107.94496,0.4559241291901578,0.7028912034851686,0.3013075575853024,0.5700254420874583,0.20389926024741464,0.3280572355279414,2.443302123061853,0.32381277567545763,0.11423716012084593,0.2745518711916656,0.6226458797213359,0.17584900604841922,1.543943394244826,0.0017628911414720142,0.2484472049689441,0.47946926951408386,0.36290809835675586,0.2320972940614919,0.11389601892395189,0.004083341859247974,0.5057451985776424,0.004083341859247974,
46.0,0.6404091232838021,1.940826256749999,109.9264,109.9264,0.5412350858791136,0.7196681514819019,0.3048895941681751,0.5816140062544283,0.21854927211414107,0.34802573181202956,2.6309068775308155,0.34849909312377064,0.11423716012084593,0.29452795397381293,0.635590199962462,0.19295712484270544,1.694151618868632,0.00612691466083151,0.26323137453991624,0.4817593991756439,0.3638242745118686,0.23273958688236807,0.11389601892395189,0.00323498046491529,1.0141810983186588,,0.00323498046491529
47.0,0.6065061321226526,1.4905179992514874,111.90784,111.90784,0.5412350858791136,0.7331087623056164,0.3164716014371176,0.60512462439914,0.2109440672083399,0.3628002732956721,2.8359386110911333,0.338444393163507,0.11423716012084593,0.3132491718190878,0.6364436505270845,0.19007101721894748,1.6688117724804539,0.00526085050416484,0.26124713544807626,0.4810599088668823,0.362989028047391,0.23211128196950018,0.11389601892395189,0.00315808300664688,1.0130477498751134,,0.00315808300664688
48.0,0.5826199296398676,2.0257239926676953,113.88928,113.88928,0.5412350858791136,0.7482794521152868,0.33403902421282833,0.5802406252015755,0.196661121188849,0.37590612750766134,3.0270577500712332,0.31691519834257104,0.11423716012084593,0.3319123443079308,0.6407102633281578,0.20122017580211518,1.7667006951004094,0.03456998313659359,0.2676612549363756,0.482107937335968,0.36323366298085885,0.2321740788805683,0.11389601892395189,0.003068662508093265,1.0099931771401316,,0.003068662508093265
49.0,0.5665437319937292,1.9204500774402853,115.87072,115.87072,0.5412350858791136,0.7572882779300064,0.3371679620742771,0.5985664088290263,0.19305537513424767,0.38392067267993746,3.1790216982849624,0.31172697025439805,0.11423716012084593,0.34563204216489923,0.649851133383655,0.206986053861402,1.8173247477561627,0.06680080482897384,0.27268236456446565,0.48290514945983887,0.3617363584825164,0.23085783541774876,0.11389601892395189,0.003441246145372173,1.1649638124508783,,0.003441246145372173
50.0,0.6515252073753353,3.2451570749553307,119.52128,119.52128,0.9971592150692714,0.7002643134442891,0.29927676901165545,0.5513250518305094,0.20787569472576917,0.33211414849276144,2.449350740399468,0.330719410073345,0.11423716012084593,0.276225316737979,0.6490526996154696,0.21172779542542086,1.8589569453414436,0.05855670103092783,0.277017967283454,0.4812770187854767,0.36336491115020386,0.23218256224942163,0.11389601892395189,0.0030752604834747076,1.4645749137271196,0.003611031606441862,0.0028730042561259383
51.0,0.6354887909033269,1.8929584449760495,121.50272,121.50272,0.5412350858791136,0.7178122516422896,0.3145602270254282,0.5609273548253922,0.20613347690480485,0.344250417413849,2.635653020495498,0.3301844697334059,0.11423716012084593,0.29406124906867753,0.6427578695227478,0.20984628649128434,1.8424374132988637,0.06443719412724307,0.27650258723630095,0.4831119775772095,0.36628223539472693,0.23443008337339155,0.11389601892395189,0.00261531313395964,0.9206098462454975,,0.00261531313395964
