round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_brier,fed_f1,fed_auprc_lift,fed_auroc,fed_ece,fed_f1_best_threshold,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6395318996260977,0.39618821824097095,40.15616,40.15616,0.9971592150692714,0.24299441602266061,0.30750487223126416,0.2147412479545679,0.2904683081056944,2.13280865645788,0.6796623208342991,0.3426274500744587,0.5382307571749292,0.11385235068286238,0.3785488280845084,0.0850923094958373,0.7471052131563374,0.2045002711006687,0.20457421804375336,0.5169302225112915,0.4418539364100691,0.29938295222445416,0.11389601892395189,0.006916086611572237,1.3827610985608771,0.005875187138510693,0.00789513737101046
12.0,0.6368260192095165,0.3967577101633661,43.80672,43.80672,0.9971592150692714,0.24402093367000155,0.3100226992977317,0.20993610355492548,0.294242561591984,2.140724294939603,0.6813318391670852,0.3324714512555744,0.5291416402021105,0.11385235068286238,0.36954614004214303,0.08398975051620347,0.7374248135247223,0.2045002711006687,0.20458346517199294,0.5164800882339478,0.44589633354633595,0.30385581971441145,0.11389601892395189,0.006494636935778675,1.3763044204097241,0.005677942756280325,0.007280295266974271
13.0,0.6401428501190776,0.5058471240354386,47.45728,47.45728,0.9971592150692714,0.24500009863126043,0.3116020779716807,0.21491797800881332,0.2914003518873916,2.147246108910634,0.6824600757844814,0.34090019707371694,0.5565067528327872,0.11385235068286238,0.3901495287254189,0.08662857969129023,0.7605935704313944,0.2045002711006687,0.20452799493876814,0.5172455906867981,0.44362050477868864,0.30077514001546046,0.11389601892395189,0.0066679661753376845,1.4952301440062001,0.005218448306800517,0.008096051562154063
14.0,0.6416027547605181,0.5925321956589444,51.10784,51.10784,0.9971592150692714,0.25003189541077314,0.316511544958959,0.21244570372491411,0.2925730824064952,2.189117285294021,0.6844515168736283,0.33697949649399295,0.5560036313673332,0.11385235068286238,0.39278941884442736,0.08700138757623256,0.7638668005975098,0.2045002711006687,0.20463723399428285,0.5262550115585327,0.4456606352567445,0.30256673394598516,0.11389601892395189,0.006023763763113897,1.427468643290922,0.004779974869984876,0.007281154075176112
15.0,0.6312993764394733,0.49627581443696156,54.7584,54.7584,0.9971592150692714,0.2527360858511222,0.31683708321424886,0.20640137191171182,0.2977138541506717,2.2136872859426986,0.6858879189752896,0.3278785741052909,0.528374671328322,0.11385235068286238,0.3863410462096414,0.08605109065122193,0.755523252385828,0.2045002711006687,0.20458346517199294,0.5235880017280579,0.4482356053370883,0.3050315070496132,0.11389601892395189,0.006183035206502527,1.5425125614274293,0.004435058849998551,0.007991827414408702
16.0,0.6335357274818474,0.5950712355194863,58.40896,58.40896,0.9971592150692714,0.25463601222241955,0.3172585481258494,0.21753502067537525,0.293176228140651,2.230828771660919,0.6870296742788734,0.3463439244552589,0.5539543146479836,0.11385235068286238,0.4135725784239084,0.0902051249261362,0.7919954163311533,0.2045002711006687,0.20451875282422052,0.5189552903175354,0.44193801445679964,0.2985372586061661,0.11389601892395189,0.006639685147606576,1.7500023820903152,0.004737869015816329,0.008645242079159069
17.0,0.6323779132944721,0.5314048931598808,62.05952,62.05952,0.9971592150692714,0.2579592141110998,0.32084191782864335,0.21671509994410856,0.29543862585657255,2.258791300308988,0.6891393925636379,0.3443273875356636,0.5740405434917358,0.11385235068286238,0.4198257819852018,0.09133535408503154,0.8019187584248748,0.2045002711006687,0.20487849276417583,0.5292953848838806,0.4446592032564407,0.3009150204763223,0.11389601892395189,0.005962144753377391,1.6660248790867627,0.004123587575450769,0.007926180328909483
18.0,0.6349029943258375,0.7787675092685216,65.71008,65.71008,0.9971592150692714,0.25880124449574493,0.32004902242634475,0.2131247762055554,0.2962821770446598,2.2662230857361925,0.6903780518590671,0.33821783723110704,0.5618148805721643,0.11385235068286238,0.4130271792511983,0.08981646374008236,0.7885829951620399,0.2045002711006687,0.2046225519019404,0.5201606750488281,0.4494057922041933,0.3059744446737336,0.11389601892395189,0.00571971581061814,1.6814371177460998,0.0038414193262806887,0.007753903083257356
19.0,0.6403841225052459,0.9514699935472567,69.36064,69.36064,0.9971592150692714,0.2596563756173792,0.32228825921415755,0.19368570367801796,0.30039283769633285,2.2725040356769015,0.6918636591291022,0.30629065495820945,0.5375228764686121,0.11385235068286238,0.38685971505014083,0.08609108831776094,0.7558744294235935,0.2045002711006687,0.2045115501107545,0.5193518996238708,0.45885939786236063,0.3163112043202473,0.11389601892395189,0.005517754266228689,1.7037580461474136,0.0036512825724124088,0.007562761209462325
20.0,0.6359045673143369,0.8981474620586036,73.0112,73.0112,0.9971592150692714,0.26196805116333083,0.3257909635540016,0.21094598103718767,0.29801251347764607,2.29471344550268,0.6949655400480536,0.3366775530603153,0.5554677866799271,0.11385235068286238,0.3911252736972678,0.08660428023891645,0.7603802227428329,0.2045002711006687,0.2045649717514124,0.5170446038246155,0.450007722631447,0.3073101844461335,0.11389601892395189,0.005494842027492647,1.7813982907682657,0.003568513913877953,0.007627178211485422
21.0,0.6407231934064769,0.8994871741557333,76.66176,76.66176,0.9971592150692714,0.26525926232386926,0.32546803854046785,0.20781150785457814,0.302532593987329,2.320792790407272,0.6954768266489958,0.3297004629089112,0.5702026203772715,0.11385235068286238,0.3934910210429709,0.08680234109244177,0.7621191847837938,0.20450951154489178,0.20484391330031354,0.5261430740356445,0.4532845796663512,0.3108207336147192,0.11389601892395189,0.004765889635400624,1.6190700607257895,0.003105369727483345,0.006631874114446767
22.0,0.6375883378581306,0.9413549454772816,80.31232,80.31232,0.9971592150692714,0.26588103754056464,0.331032095897518,0.2130434499653375,0.2995713767777298,2.325588630782055,0.6975065541973813,0.3392721398976982,0.5731889667531394,0.11385235068286238,0.3913386269263346,0.08644983020255828,0.7590241609786259,0.20450951154489178,0.20462971335563795,0.5162838101387024,0.44836437220547987,0.30601551010824257,0.11389601892395189,0.0049252040811559985,1.749126555165276,0.003116096118105121,0.006976983243475486
23.0,0.6326927311019088,0.8249239025453015,83.96288,83.96288,0.9971592150692714,0.26868250091866397,0.32773621919585416,0.208920657655286,0.3028481856774518,2.3491777045861966,0.6986402199160598,0.33221481310899303,0.5834288615132003,0.11385235068286238,0.3912934112517079,0.08632528607538117,0.757930671246906,0.20450951154489178,0.2046389655016503,0.5163922905921936,0.4500507423865597,0.30763491350233085,0.11389601892395189,0.004487751669950375,1.669006408774294,0.0028155337088231805,0.0064061156443642655
24.0,0.6332465429195869,0.8444218595347882,87.61344,87.61344,0.9971592150692714,0.26884459945280936,0.3281314405292937,0.20643503952800096,0.3040981874881865,2.3517763976149806,0.7013827402360922,0.3284604521923569,0.568521844625353,0.11385235068286238,0.3896097015092824,0.0862122428026926,0.7569381583060978,0.2045002711006687,0.20464821848435522,0.5175131559371948,0.4486304578678412,0.30630479588083925,0.11389601892395189,0.00444286836454061,1.7247687233611941,0.0025578901735761623,0.006623816757122328
25.0,0.6335151177753977,0.918536595570526,91.264,91.264,0.9971592150692714,0.26913472511982284,0.3274469173061804,0.20326597395347903,0.30178034685836497,2.3542891660498024,0.7027962258939451,0.3243311636353979,0.5691388870952669,0.11385235068286238,0.3993238179709052,0.08764880689233465,0.7695511021404318,0.20450951154489178,0.20478001086366107,0.5187236070632935,0.4481596698056134,0.30561174464841906,0.11389601892395189,0.004112592551491287,1.6694433524971828,0.0024405015451193345,0.006057990727718001
26.0,0.6359794170675264,0.9694156873611988,94.91456,94.91456,0.9971592150692714,0.26986688194994957,0.3294445536920996,0.2028564464610859,0.3034455506761221,2.3620885498542195,0.7034844668401726,0.32397241034927676,0.5691914592641395,0.11385235068286238,0.39739396328201093,0.08748934655152732,0.7681510502131225,0.2045002711006687,0.20453723788864786,0.516538679599762,0.4486956742498737,0.30619563579646525,0.11389601892395189,0.004071611002677812,1.7219139310764149,0.0023708199265538954,0.0060679743238698505
27.0,0.6354836409260846,0.9662703094644559,98.56512,98.56512,0.9971592150692714,0.27055792918507643,0.3321211326258448,0.19961306380405103,0.30643008742300826,2.3642123115738465,0.7047515408449081,0.31728468596100917,0.5771531462012894,0.11385235068286238,0.39322021642382887,0.08696500618116661,0.7635473741995578,0.2045002711006687,0.20454648167397296,0.5162540078163147,0.45151807194333515,0.30903000259651064,0.11389601892395189,0.0038285331443919097,1.6900979178026319,0.002113014708123088,0.005851326417286195
28.0,0.6412645383685854,1.1268769420012374,102.21568,102.21568,0.9971592150692714,0.2750542635353754,0.3282197608075601,0.20280142796955927,0.3063903685635031,2.405566113535529,0.7067260028811164,0.3230352275970251,0.5694184568933067,0.11385235068286238,0.40696883102710385,0.08898974544892423,0.7813244597104178,0.2045002711006687,0.20468523878437048,0.5179008841514587,0.45158785174504834,0.3086164025053018,0.11389601892395189,0.0036917842390936442,1.6934999416116625,0.0020516300855596987,0.0056305689671362616
29.0,0.6364342437023762,1.025395280654185,105.86624,105.86624,0.9971592150692714,0.27796935360325703,0.33211323668576215,0.19814352640838406,0.31285449876460497,2.4310478579057846,0.7079502317466243,0.31605209257801287,0.5585620032303493,0.11385235068286238,0.40598068719693386,0.08908838061723666,0.7821904703861579,0.2045002711006687,0.20462971335563795,0.5181543827056885,0.45325208495935065,0.30990907012161645,0.11389601892395189,0.0033294378696583317,1.584002417512238,0.001884732755245908,0.005044667225264832
30.0,0.6418753874052545,1.04472690256484,109.5168,109.5168,0.9971592150692714,0.2773900806867893,0.3339935225716978,0.20492187387017752,0.3071061000383097,2.428781081699008,0.7090352493880121,0.32593517641299724,0.5582176632267148,0.11385235068286238,0.41754857102153886,0.09104623143988722,0.7993802794870168,0.2045002711006687,0.2046629774108682,0.5214716792106628,0.4519715810063272,0.3083794661728349,0.11389601892395189,0.003329893801041179,1.6437550506088883,0.001778869397495646,0.005179841965736869
31.0,0.6449334643650732,1.3519715998282877,113.16736,113.16736,0.9971592150692714,0.27849767406435644,0.3360362835793277,0.2028326874951039,0.3096169031312296,2.430292011795811,0.7115200476221295,0.3220022254175355,0.5547012239272573,0.11385235068286238,0.4209327942222726,0.09173448875497059,0.8054231361345606,0.2045002711006687,0.20465875101966827,0.5197164416313171,0.4518507519607797,0.30826392513926304,0.11389601892395189,0.003117588000678529,1.59284556878265,0.0016884901935486688,0.0048283479538299935
32.0,0.6396539160479394,1.2674071088325087,116.81792,116.81792,0.9971592150692714,0.2816489836754162,0.34139273909695994,0.2053327072702235,0.30708781548923647,2.466949265646701,0.7127540488667642,0.32657152675579704,0.5655336275624543,0.11385235068286238,0.41933956602690736,0.0912019427467428,0.8007474151281629,0.2045002711006687,0.20466262146995753,0.5221371054649353,0.4464407417895276,0.3032275180972301,0.11389601892395189,0.0035137144812608686,1.857719466323033,0.0016709229554725633,0.005720317453001147
33.0,0.6360202771824489,1.0019859790065695,120.46848,120.46848,0.9971592150692714,0.282206001708697,0.34152056644043954,0.20443665909507117,0.31210955177613164,2.4668157972722047,0.7149929851822815,0.32512390543091696,0.5542707133416196,0.11385235068286238,0.4100035017990141,0.08974468659462358,0.7879527962653892,0.2045002711006687,0.2046019619366213,0.5166599750518799,0.44673965050941494,0.30361426047171525,0.11389601892395189,0.0031611208880364438,1.7331584456842393,0.0016088828284760526,0.005005297286246154
34.0,0.6402677780938196,1.2726217867841014,124.11904,124.11904,0.9971592150692714,0.28593616788259113,0.3427202368873403,0.19389918692476618,0.31736791746790044,2.493461053559574,0.7167934928887207,0.3098199440454793,0.5492082537683564,0.11385235068286238,0.39572188688135035,0.08771435470736039,0.7701266079012565,0.2045002711006687,0.20454134250045233,0.517747700214386,0.44731761683358884,0.30432613352033144,0.11389601892395189,0.003196287841355503,1.810749419266358,0.0015293004926741562,0.005178711873500811
35.0,0.6422304660556117,1.2533547119384054,127.7696,127.7696,0.9971592150692714,0.28813862311882404,0.34509309267837546,0.2059976488834456,0.309745561211749,2.517864444688707,0.7184763626319118,0.327917665739457,0.5830674152203509,0.11385235068286238,0.4111658571182674,0.08995246475296248,0.7897770756414545,0.2045002711006687,0.2048263684520306,0.5179815888404846,0.4469547884004322,0.30356423972398294,0.11389601892395189,0.0029811250783245992,1.7413673818809912,0.0014460642207839791,0.004807813597416944
36.0,0.6424070931403038,1.4403370328820693,131.42016,131.42016,0.9971592150692714,0.2873471635212849,0.3444548952763757,0.20460118264256047,0.31112031722529254,2.509603293749633,0.7196576790562537,0.32616175406294606,0.5798128366965511,0.11385235068286238,0.41986999370368905,0.09176519581108793,0.8056927421875855,0.2045002711006687,0.2048963186261076,0.5211954116821289,0.4455234219566061,0.3018281157062982,0.11389601892395189,0.0028320766798738115,1.7097408494446427,0.0013443057227134083,0.004598541702729482
37.0,0.6406048210548347,1.1289264694611385,135.07072,135.07072,0.9971592150692714,0.29114177566492044,0.3449201918255675,0.20565388864706266,0.3155194757145848,2.539869003463332,0.7212184084616904,0.32975420659838334,0.5784316227778787,0.11385235068286238,0.4172092714947888,0.09111781317021464,0.8000087626509035,0.2045002711006687,0.20482418427840887,0.5179064869880676,0.4422661031706655,0.2987657825483987,0.11389601892395189,0.002742920566798871,1.7063210072228685,0.0013715108499670545,0.004370007077168154
38.0,0.6428425569387273,1.1842016205962405,138.72128,138.72128,0.9971592150692714,0.2958302689982041,0.3523323446137171,0.20162553616791695,0.31437892273104845,2.581692063751405,0.7245189039852712,0.32313256440796073,0.5696443594948553,0.11385235068286238,0.403240062628792,0.08884742035195123,0.7800748541639059,0.2045002711006687,0.2047871137052622,0.5181320309638977,0.4453386359512611,0.3018422412625242,0.11389601892395189,0.0025023433875661786,1.6036579745123163,0.001225172637079975,0.004022761981058137
39.0,0.6424546003208715,1.2621243132766855,142.37184,142.37184,0.9971592150692714,0.296519110746735,0.3489096007312206,0.20474564605847798,0.31358099803317707,2.5872753181751724,0.7247906357666988,0.32740883542067034,0.5843383783386761,0.11385235068286238,0.4171733298649995,0.09110758002361546,0.7999189162568341,0.2045002711006687,0.20458346517199294,0.5177099108695984,0.44590738274573655,0.30225295014156145,0.11389601892395189,0.002518772796716933,1.662482761661522,0.0012286408437824875,0.004056380047491092
40.0,0.6377734631947981,1.1446097641152073,146.0224,146.0224,0.9971592150692714,0.2985094071277708,0.35088902039627506,0.20890223760762297,0.3122355653739514,2.6041194531007683,0.7261185656159452,0.33500579530097957,0.5944633928623875,0.11385235068286238,0.4213547444381959,0.09236634892931522,0.810970829375415,0.2045002711006687,0.20464821848435522,0.5178910493850708,0.4440390966104042,0.30006730654185976,0.11389601892395189,0.002494398925717611,1.6946893243584782,0.0011841523747254535,0.004050556023872409
41.0,0.645553733964211,1.2792200016311033,149.67296,149.67296,0.9971592150692714,0.29857117769928515,0.35247584667238663,0.21364986516582515,0.3093303585581185,2.606602215861344,0.7265516403279038,0.34119987541844077,0.602767049028332,0.11385235068286238,0.41814080474815035,0.09177377175491787,0.8057680384438635,0.2045002711006687,0.20465747230386613,0.5179361701011658,0.4432770409343574,0.29952533119255953,0.11389601892395189,0.0023896331399881738,1.670928976032883,0.0011144938094053898,0.003899445194087894
42.0,0.6439020257069514,1.177401916209269,153.32352,153.32352,0.9971592150692714,0.29852296894235103,0.3565757687981899,0.21018868296234935,0.30916647865939834,2.6127970073017353,0.7256265266786157,0.3339704726945231,0.6075800826512917,0.11385235068286238,0.41374637578108414,0.09050000638978106,0.794584457339178,0.2045002711006687,0.20469874609569508,0.5179237127304077,0.4429033943916688,0.29947228446708546,0.11389601892395189,0.0022991709763407328,1.6540599867003039,0.0010568189282786154,0.003765647802171228
43.0,0.6404602711123351,1.1189137710216808,156.97408,156.97408,0.9971592150692714,0.30217995558779465,0.35739487500425704,0.20812729597647533,0.313918722416518,2.6449346888136698,0.7295333389576056,0.3335651231125387,0.5804812959753191,0.11385235068286238,0.41297767166407584,0.09038100135765771,0.7935396005193552,0.2045002711006687,0.20458635168181608,0.5246630311012268,0.4426821011098764,0.299223460496331,0.11389601892395189,0.0022089639723867588,1.6322704718913883,0.0010235955405829102,0.0036015741501398547
44.0,0.641422798036379,1.2493609534737566,160.62464,160.62464,0.9971592150692714,0.30417720402159554,0.35828199125030624,0.20588664699208484,0.3157429318596286,2.6633143847117937,0.7298881907500677,0.32997459288916486,0.589517467474651,0.11385235068286238,0.41170977545567183,0.0903861643244892,0.79358493104873,0.2045002711006687,0.20451875282422052,0.5133305788040161,0.44555395849098206,0.301835304767703,0.11389601892395189,0.0020516151314390178,1.553073865128681,0.0009441668546949949,0.0033521168146109265
45.0,0.6472178865403448,1.3816435622721472,164.2752,164.2752,0.9971592150692714,0.30507726533602453,0.3628270023777735,0.208720594804845,0.31210694875186784,2.666004204594367,0.7306318944090032,0.33338980932698914,0.5933668397433118,0.11385235068286238,0.4089386431703449,0.08977252781785953,0.7881972404830098,0.2045002711006687,0.204587612541284,0.5166556239128113,0.4453633366422352,0.30184373140781445,0.11389601892395189,0.002132270305275875,1.653964848141186,0.0009935671862125132,0.0034731132613754876
46.0,0.6402095702189161,1.2711168141938642,167.92576,167.92576,0.9971592150692714,0.30705405691113613,0.36616025399420704,0.2042567131893731,0.3169225164751205,2.6843283932594337,0.7330020356756923,0.3254249509916861,0.5874778964035732,0.11385235068286238,0.4050211184683806,0.0892451990983226,0.7835673269485514,0.2045002711006687,0.20461329715061058,0.5167554020881653,0.4459323714583297,0.30257142007269866,0.11389601892395189,0.001989156621696062,1.5818971709813923,0.0009352120961830381,0.0032288571979093416
47.0,0.6394137020122515,1.2619833099283457,171.57632,171.57632,0.9971592150692714,0.310970141260751,0.3625706198230353,0.19575224136784558,0.3228824472178738,2.7147762262034045,0.7348694692298999,0.3146171006847309,0.5727308592301003,0.11385235068286238,0.39671414693169166,0.08792419008227137,0.7719689495115554,0.2045002711006687,0.20464106391640657,0.5168536901473999,0.44977582348173606,0.3065972601093021,0.11389601892395189,0.00200827182614325,1.6372461288701743,0.0009021075709286372,0.0033052024362582775
48.0,0.6385809036540747,1.3096222928612535,175.22688,175.22688,0.9971592150692714,0.31088963323795166,0.36183353989030326,0.19453488310239814,0.32622083684339015,2.7125222182367175,0.7351610081674809,0.31320140294634563,0.5715581310598913,0.11385235068286238,0.39939713186798237,0.0883934397358996,0.776088932440384,0.20450951154489178,0.2045649717514124,0.5129263401031494,0.44934764676925865,0.3059930595989173,0.11389601892395189,0.0018248223807629603,1.5254427909385413,0.0008754315780275043,0.0029368394617049097
49.0,0.6427340546137468,1.279983738511735,178.87744,178.87744,0.9971592150692714,0.3110941029380245,0.36188159256064406,0.19897380083188243,0.3218858072544107,2.710674682210716,0.7350200009902811,0.32027359368232305,0.5568481168994386,0.11385235068286238,0.40168207329391836,0.08881281513485431,0.779771022498639,0.2045002711006687,0.20453723788864786,0.5077512264251709,0.4475179485696582,0.3042259788769058,0.11389601892395189,0.0017552760523876175,1.5022323573939502,0.0008078412544642882,0.002863010063299612
50.0,0.6463432576540976,1.1578328004698237,182.528,182.528,0.9971592150692714,0.3082672079850376,0.3619357640161074,0.19965413195269913,0.3240956297068021,2.683913577583739,0.7350185527924256,0.3204150868634734,0.5666224890545577,0.11385235068286238,0.3970179817078187,0.08814621145808374,0.7739182834558841,0.20453723788864786,0.20463302960242988,0.5180341601371765,0.4503348254327703,0.30712890683923555,0.11389601892395189,0.0017390601829640954,1.522045441553928,0.0008114942444863472,0.002820882936715748
51.0,0.6414024592175751,1.2832821223883757,186.17856,186.17856,0.9971592150692714,0.3127200519853681,0.36516162041384437,0.19871418519348527,0.3248268259678043,2.7264827034638928,0.7381155107198825,0.31996679134664174,0.5775585278359435,0.11385235068286238,0.41089094882840577,0.09031293250892639,0.7929419602385587,0.20450951154489178,0.20457531143827856,0.5180825591087341,0.44825915078871076,0.30479382360532753,0.11389601892395189,0.0016914009771132562,1.515679752570577,0.0007819133707866722,0.0027494659834567375
52.0,0.6419674283203995,1.141357002937189,189.82912,189.82912,0.9971592150692714,0.3157859132064781,0.3676960851384482,0.19389307894405766,0.32752385081949836,2.7562069000588303,0.7380059833238599,0.3104082716864651,0.5868873423330809,0.11385235068286238,0.3931525623294875,0.08745984818118421,0.7678920563464202,0.20451875282422052,0.20455572629485672,0.5053195953369141,0.44671678149206373,0.3038917276585829,0.11389601892395189,0.0016552021360579459,1.5162288090214133,0.000754078862188472,0.0026997861674088685
53.0,0.6402262068013016,1.3686390023710258,193.47968,193.47968,0.9971592150692714,0.3156142201308512,0.3694382115071308,0.1916955839406842,0.32757360523797885,2.750593066298479,0.7386651538796559,0.30650754891375853,0.5744645089629432,0.11385235068286238,0.39567634492097836,0.08774537711089582,0.7703989826851034,0.20455572629485674,0.2046112115732369,0.5077657103538513,0.4468288008712177,0.3039435687767995,0.11389601892395189,0.0015971242361772907,1.494197900639847,0.00073490544875278,0.0025938929768586066
54.0,0.6405751297776598,1.4311749921792356,197.13024,197.13024,0.9971592150692714,0.32101496054212303,0.36941783851766796,0.19871107758775763,0.3324297198550724,2.7994621840017886,0.7421112062437716,0.31922291980919487,0.5984852893498511,0.11385235068286238,0.39995843119604957,0.08862247918771213,0.7780998846578224,0.20452799493876814,0.20459271313624447,0.5079474449157715,0.4438792775490124,0.3008286849809231,0.11389601892395189,0.0016069957897056832,1.5367827628506348,0.000749105579268699,0.0025958320650937314
55.0,0.6421898673933935,1.2854210902043435,200.7808,200.7808,0.9971592150692714,0.31967289963943774,0.3670988610113513,0.1971704839585689,0.3258058726512988,2.786607507667478,0.739281430025248,0.3160919194893446,0.5859445655081075,0.11385235068286238,0.4026257042187592,0.08866766400261764,0.7784966045373442,0.20455572629485674,0.20455572629485672,0.5017868876457214,0.44041012161462856,0.29759835919101796,0.11389601892395189,0.0016392473278799423,1.600996432825923,0.0007543694680637956,0.0026544683441717593
56.0,0.6421094693118075,1.2769568081466223,204.43136,204.43136,0.9971592150692714,0.3233843345007845,0.37106518420194234,0.18820764748108443,0.32997229335800876,2.816793978426421,0.7426548295931691,0.30292867055218514,0.5774866645913403,0.11385235068286238,0.3984747722638443,0.0882352313940605,0.7746998729865613,0.20441189765843956,0.20457421804375336,0.498810350894928,0.4411504343163296,0.2984351213113686,0.11389601892395189,0.001530524652611081,1.528441229602322,0.0006901218723736344,0.0024934256172668146
57.0,0.6468588168731111,1.629285502459549,208.08192,208.08192,0.9971592150692714,0.32519655533481423,0.37325739401716357,0.1957445878616551,0.3285700800159917,2.8351020314364557,0.7437794153772574,0.31557221109366673,0.590764371346359,0.11385235068286238,0.4004063336781756,0.08883471473075011,0.7799632995957905,0.20425878204258782,0.20454648167397296,0.49314194917678833,0.4364098385827604,0.2936678200218389,0.11389601892395189,0.0015428633377105926,1.5718806477962062,0.000690193697898338,0.0025169813105355055
