round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_f1,fed_f1_best,fed_brier,fed_auroc,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6878229825547935,0.1164205319751543,7.32192,3.66096,1.0,0.3702153432658156,0.21442149486494277,0.26022727286519864,0.2818225313840192,0.2344933169885804,0.6468785106491356,1.8711537258050885,0.11425873465533522,0.5010477268286835,0.6541380135492917,0.20788268788846193,1.825197139043681,0.2702883970489604,0.2758702625638588,0.5037205815315247,0.37042982192102847,0.2346701213881943,0.11389601892395189,0.02494059001005623,2.7168728004053264,0.02229018557286019,0.02682395193306409,0.011264419972527832
2.0,0.6634745265514523,0.21281550660868062,14.64384,7.32192,1.0,0.34763160048977254,0.21971511105656874,0.2642217099852835,0.28335121921498646,0.2199183878329226,0.6524018474723311,1.9190177987753576,0.11425873465533522,0.5042955822377299,0.6601764959912785,0.21372939008460842,1.8765308226208945,0.27642460632151356,0.2808607021517554,0.5163954496383667,0.34840064951071426,0.22017484796272743,0.11389601892395189,0.015572614711774123,1.8183436070012249,0.015566926785412749,0.01565478086659192,0.0072494232364941754
3.0,0.6491768704243407,0.35363108812505184,21.96576,10.98288,1.0,0.34730566818739655,0.22373005499538504,0.2637041320426675,0.28679372185172364,0.2207441014719333,0.6558478019757056,1.952236965067089,0.11425873465533522,0.5065045284744626,0.6603810018568671,0.2175243295143774,1.9098501560411685,0.27378964941569284,0.2799046417052307,0.5425420999526978,0.3477428008985181,0.22096945038227644,0.11389601892395189,0.012557611051071789,1.567097788083629,0.012891062912635653,0.012392764166988372,0.0054594866726259015
4.0,0.6478495382211268,0.3787901737179356,29.28768,14.64384,1.0,0.34011246825131297,0.22752529408872957,0.2684548314224727,0.28852371199448007,0.21660039986310442,0.6587659325806865,1.9839288326029765,0.11425873465533522,0.5181058600746613,0.6623893408169561,0.22058318968854262,1.9367067591346236,0.27938364638398383,0.2829897630065909,0.5374765396118164,0.340625693450199,0.21696432877353583,0.11389601892395189,0.010019836938736973,1.3326070034390796,0.0105859263751784,0.009664334295416875,0.00468120002894965
5.0,0.647423574802644,0.38004926017897717,36.6096,18.3048,1.0,0.3558012616439252,0.23145687135282364,0.2670578314788379,0.29133966876854195,0.22677766846448782,0.662300074587483,2.0155077127126737,0.11425873465533522,0.5457037933862618,0.6630867765975215,0.22250166845714284,1.9535508840366642,0.2770733735190189,0.2831073374730706,0.5385381579399109,0.35608745701384187,0.2270783202989566,0.11389601892395189,0.008813101427714718,1.2410622748166134,0.009088105902220898,0.008645298694612228,0.004251099880793325
6.0,0.6422982149187821,0.4288994509155236,43.93152,21.96576,1.0,0.3389420203393197,0.2338749178462252,0.27397039000678347,0.29449045505736615,0.2145944704208178,0.6643442255403742,2.0363791061222334,0.11425873465533522,0.5163023648057151,0.6651407830124999,0.2242680159077558,1.9690593053783472,0.28240630222010027,0.28639319659829915,0.5081918835639954,0.33906144212420103,0.21497866984610614,0.11389601892395189,0.007888764652003692,1.1779853437747079,0.007689910469430796,0.008061140795950059,0.0050659036470924335
7.0,0.6426702360652745,0.3764897573324827,51.25344,25.62672,1.0,0.3464424072973827,0.2370666364202554,0.27325145539506657,0.2964347608906833,0.2181939364893851,0.6679927004490198,2.0626446922506143,0.11425873465533522,0.5306239947756395,0.6654272869957711,0.2253622052036351,1.978666219704386,0.284561528420553,0.2858811164311573,0.4980407953262329,0.3467590176620891,0.21882196528142808,0.11389601892395189,0.008418348282845609,1.3289717919815303,0.0076569249888758855,0.009048926304806871,0.004375239833289068
8.0,0.6420778807694112,0.3762229059363513,58.57536,29.28768,1.0,0.35212568362947905,0.23897297289021188,0.2744046434136453,0.29869399055252627,0.22282727707148156,0.6695233878561918,2.080798037993423,0.11425873465533522,0.5300255262273867,0.6646077074014006,0.22462965062751886,1.972234435845414,0.28466735371579066,0.28574691640018274,0.49960318207740784,0.35256842637996233,0.22377672694428455,0.11389601892395189,0.008803672416862517,1.474762495043251,0.007409151106145463,0.009970493337612657,0.004885359115922339
9.0,0.6469540221155621,0.48923064569199787,65.89728,32.94864,1.0,0.33922055423691244,0.24174218234332548,0.2788281082859588,0.30032222610531617,0.21387055427749935,0.6716758585250279,2.1054364878158633,0.11425873465533522,0.5249417402063633,0.6644669903990169,0.22649653333488223,1.9886255505217743,0.2818246954860282,0.28305310269747186,0.5017347931861877,0.339517036193306,0.21489850457851076,0.11389601892395189,0.008268159592376614,1.4743367482833492,0.0065771959421242554,0.00970880370838474,0.004891663700297922
10.0,0.639538072709555,0.4488138553108019,73.2192,36.6096,1.0,0.3169458789432578,0.24387855432320207,0.28045045298015875,0.3011519455179958,0.20081423585596875,0.672767758301699,2.1242322335621577,0.11425873465533522,0.5255067773160973,0.6639235991385856,0.2267565626701417,1.9909085919986942,0.2802825947334618,0.2843216896831844,0.4816526174545288,0.31705440511697613,0.20200599006080258,0.11389601892395189,0.007584177104289834,1.437100795130391,0.006139991122160398,0.008842592283824339,0.005761628410534918
