round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_prevalence,fed_auprc,fed_brier,fed_f1_best,fed_auprc_lift,fed_f1_best_threshold,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
27.0,0.6474410659982076,1.344423701198487,98.84592,98.84592,1.0,0.3038658998287119,0.11486656596173211,0.29639036680844144,0.20997458687253445,0.33860798865368147,2.581894689232042,0.5708418828430553,0.33456472166297363,0.7103855253392067,0.650271841203856,0.21281613933222246,1.8685125375130038,0.2707403055229142,0.28013876843018215,0.5389746427536011,0.3331213808620173,0.2157415115250708,0.11389601892395189,0.004298388615367953,1.8891364077330763,0.002306318623259861,0.0064726565628003135,0.0036475436741854506
28.0,0.6430758497999178,1.2064266120567726,102.50688,102.50688,1.0,0.31029636769381325,0.11486656596173211,0.2960621123208752,0.20598148189882237,0.34080274999095617,2.573522239165186,0.5762130197734091,0.32727488447171516,0.7121934782274851,0.6511462619023394,0.21214267459886235,1.8625995588178506,0.2711864406779661,0.27684087493738524,0.5713090300559998,0.3260899769063101,0.21226558059163378,0.11389601892395189,0.0038811533969174217,1.7709874337997462,0.0021097369609804064,0.005818273662711084,0.0035600664540295147
29.0,0.6444123592411802,1.3739574700911117,106.16784,106.16784,1.0,0.31645380442960447,0.11486656596173211,0.2970213450025899,0.19253639252256896,0.3421310666519905,2.5833430877355275,0.5745330653120535,0.30197156939104985,0.7148919528926186,0.6492219666205666,0.21100505297074487,1.8526113113016922,0.2699431958508274,0.2756699389758557,0.5129136443138123,0.30039712034348165,0.19964220541956706,0.11389601892395189,0.003903460728968725,1.8470860681918566,0.002058397666783575,0.005918727088661873,0.005348271341595468
30.0,0.6560952118989765,1.9404280721789355,109.8288,109.8288,1.0,0.3075034793015808,0.11486656596173211,0.30186224795526506,0.20471096373246742,0.34422283447875807,2.6223479007270205,0.5751547262237632,0.3253871353718739,0.7151429105734306,0.6499350641169058,0.2119132589295986,1.8605853034344653,0.271158778269993,0.27747047391239343,0.5444286465644836,0.32394701215324345,0.21121297127698144,0.11389601892395189,0.004110990096615561,2.0187677078938577,0.00204574095975781,0.006366545244115999,0.004622456885884306
31.0,0.6474861294662184,1.4056189107614803,113.48976,113.48976,1.0,0.31501580214947966,0.11486656596173211,0.3008117036934968,0.19641382437124524,0.3438565468165309,2.6138243442225697,0.5535048241525409,0.3092552252575498,0.7167401439651975,0.6465557603012551,0.2099219270108704,1.843101532381345,0.27120291616038883,0.2770633241087416,0.5651069283485413,0.30787920971077803,0.20421957670039093,0.11389601892395189,0.003584036563661654,1.823330643814188,0.0018899922142226993,0.005428787751186885,0.004686353617948651
32.0,0.6606596044679112,2.048418722366103,117.15072,117.15072,1.0,0.3143095882539919,0.11486656596173211,0.3012060716088435,0.19911968996887403,0.34281290182088353,2.6127616347907425,0.5600792370297669,0.31590850204640186,0.7172188491143565,0.6448731047127758,0.20787966853552578,1.8251706293116932,0.2669627436466815,0.27455287103859427,0.5515991449356079,0.31506800568133375,0.20708572887830612,0.11389601892395189,0.003502530327433783,1.844381406892353,0.001822504536346623,0.005333394140367476,0.002971475919623241
33.0,0.6522115791357165,1.6688037690357962,120.81168,120.81168,1.0,0.31462527501326487,0.11486656596173211,0.3066023675191927,0.20403860735657936,0.3469158896587032,2.6633081626247446,0.5895296908082198,0.32438271598548374,0.7189432360496217,0.6464623547319389,0.2097424432998228,1.8415256765020678,0.2688184438040346,0.27704617436239376,0.5688304305076599,0.32400933878474847,0.2121642511605978,0.11389601892395189,0.0037961196226028123,2.06390968640153,0.001809525858049065,0.005958115289736006,0.0037179824286326284
34.0,0.6547736466708909,1.790024220743763,124.47264,124.47264,1.0,0.3144795700135334,0.11486656596173211,0.3073271789674554,0.19918010879169498,0.34647817877861675,2.6685511222072065,0.5703478105936467,0.3159533297328788,0.7197472870484609,0.6451148699005868,0.20936510393087596,1.838212660186732,0.2677681934151379,0.27558662006989515,0.5643638372421265,0.3152710919672045,0.2073035270600063,0.11389601892395189,0.0032668538587496796,1.835870440099825,0.0016812698603337743,0.004983003854430579,0.0036314103513578147
35.0,0.658590703697731,3.6623333543611154,128.1336,128.1336,1.0,0.31657266865979655,0.11486656596173211,0.3077823555768026,0.20158389342733893,0.3504629989323373,2.6689582709032726,0.5951966062476081,0.3173283381425645,0.7199542789593271,0.6460641229798081,0.20917276880785127,1.8365239697053455,0.266046511627907,0.2755989623073401,0.5591639876365662,0.3167768642423056,0.21021620583896214,0.11389601892395189,0.0031966236513650804,1.8494957324910501,0.0016289578122106931,0.004896439427502087,0.004358610702831912
36.0,0.655000581075098,2.0164578316688297,131.79456,131.79456,1.0,0.31079896989033334,0.11486656596173211,0.31140970636841714,0.21099250695765434,0.3478959346827026,2.7065792966111464,0.584543119166853,0.33353066917930935,0.7216268641771213,0.6468003240168044,0.20838601257439698,1.829616298648119,0.26666666666666666,0.27411330444551435,0.5838892459869385,0.33310404430467855,0.21962203321730617,0.11389601892395189,0.0033043157367428373,1.968650950706433,0.0015607534096976315,0.00519374355841253,0.005524920979421885
37.0,0.6547254911376212,1.906172798554406,135.45552,135.45552,1.0,0.31943885446798015,0.11486656596173211,0.31285046208405,0.2070198203023513,0.34862998812121027,2.714699755960576,0.5921499079650443,0.3291971763333127,0.7239274633882673,0.6440017209816141,0.20688557483536235,1.8164425481236475,0.26779700383230753,0.2747672111128072,0.5574252605438232,0.3283881695715557,0.21580350440845603,0.11389601892395189,0.002955995993271993,1.8149097897967295,0.0014273604706823157,0.004605023361702926,0.004086509333091533
38.0,0.6541152485875903,1.9195631957770511,139.11648,139.11648,1.0,0.3174890590156144,0.11486656596173211,0.31769585564596253,0.20352171424351398,0.352642092014513,2.7574783286606537,0.5643149466279139,0.3244401786990843,0.7252586691270201,0.6441675243380303,0.20702265238736997,1.8176460805500017,0.27037914691943127,0.2749080206033848,0.5441767573356628,0.3241428647574972,0.21289221763148222,0.11389601892395189,0.0027209928085725325,1.7189806394053448,0.0013723624806518523,0.0041749889524013,0.003684438373552391
39.0,0.6590226235897043,2.6261518473399414,142.77744,142.77744,1.0,0.324361481790925,0.11486656596173211,0.31980044660816254,0.1967664877504871,0.3536771079011362,2.781508789026748,0.5676588472464846,0.3108382009702708,0.7273428317383777,0.6423636786940778,0.20692723644490307,1.8168083344780288,0.2663280116110305,0.27298899237933955,0.5845496654510498,0.3105122105951167,0.2070664836053185,0.11389601892395189,0.0027142527039606982,1.7625744258430132,0.0013229056315828829,0.004208488878427032,0.004236028082701597
40.0,0.6565230357456773,2.7207070018237767,146.4384,146.4384,1.0,0.31967352061348686,0.11486656596173211,0.32021577817427743,0.20185215274423277,0.35605496028811817,2.7821258806109346,0.5840027264215254,0.3187985438285144,0.7271880235984511,0.642892926722396,0.2079516080698855,1.8258022539728478,0.26600644864117917,0.27432634730538924,0.6104549169540405,0.31861104360762277,0.21204209747396927,0.11389601892395189,0.002696127112319016,1.7973818369609944,0.0013375556852036807,0.004154909637126944,0.0037592666001921753
41.0,0.667117015720715,3.3972305077912885,150.09936,150.09936,1.0,0.31919476974591104,0.11486656596173211,0.3226156527918951,0.20081464721241654,0.35734783064024955,2.798378622976006,0.5726853636640227,0.3194516495196363,0.7285678704670455,0.6408076219747727,0.20834310709031767,1.8292395911522412,0.26589327146171693,0.27312186978297165,0.5766090154647827,0.31965150449521884,0.21119436349416862,0.11389601892395189,0.0025734431908351393,1.7609674346867905,0.001308799715936094,0.003929896554321946,0.0039547149039155715
42.0,0.6639121669212684,2.563604176118992,153.76032,153.76032,1.0,0.3231154935468995,0.11486656596173211,0.3218509803188739,0.1901161448233458,0.35643172686085267,2.7893671460127223,0.5684547680894367,0.29990609830977005,0.7284791566608565,0.6406691011264438,0.20775949009510705,1.8241154700396296,0.2675222112537019,0.2717528373266078,0.5542046427726746,0.29987422165737027,0.20071044963372375,0.11389601892395189,0.002653468076015951,1.8646915182853263,0.0012440026967792147,0.004157968438283188,0.00547455115175303
43.0,0.6755449845704312,4.030962273746239,157.42128,157.42128,1.0,0.310246133558535,0.11486656596173211,0.32433318899459834,0.21440784977566604,0.35785722387350766,2.8141455633653725,0.605450644674603,0.3362887072387909,0.7281903841078478,0.6411668249319857,0.20590165483219502,1.8078037913658342,0.2611832611832612,0.2748527574513654,0.6227962970733643,0.33575054610089233,0.22508531076520272,0.11389601892395189,0.002551124127499747,1.8435264839117735,0.0012365374922861771,0.003953463112093505,0.004553813968786237
44.0,0.6670139568944473,3.3014303239560703,161.08224,161.08224,1.0,0.31941881185487714,0.11486656596173211,0.32383640225537147,0.20685752550575742,0.3591514593934884,2.8078277504027893,0.5992936004302113,0.3281497736009122,0.7326441799346775,0.6395318070623194,0.20850167489829857,1.8306318066965508,0.2629243399156867,0.2734745494783434,0.5778453350067139,0.3276451404286247,0.217704327426438,0.11389601892395189,0.002619356860449245,1.9389991549396655,0.0012419352825105321,0.004087582254117115,0.005100544836409463
45.0,0.6655405681373047,3.5218960175912715,164.7432,164.7432,1.0,0.32509159659637765,0.11486656596173211,0.32389585826301903,0.19719365729875785,0.3592953629526841,2.8077712682342226,0.5792629877171007,0.3112383077590655,0.7321489492001482,0.6417180972481111,0.20442725305115916,1.794858634941883,0.2666982472761724,0.2744736437682496,0.563787043094635,0.31146796242778846,0.20815991923815078,0.11389601892395189,0.002388436228766275,1.8178706859562226,0.0011469616398447984,0.0037074150194099935,0.003941930376944885
46.0,0.6699899290417346,3.8393685479926716,168.40416,168.40416,1.0,0.32260940267432714,0.11486656596173211,0.32691741451039014,0.19795735422576521,0.3621245075374565,2.837061438018756,0.557839265973884,0.31172194225552063,0.7341248885914845,0.6409216713922046,0.2067317947340526,1.8150923683477203,0.2628741828191306,0.2712245225485476,0.5739864706993103,0.3113792886206547,0.20903812578073339,0.11389601892395189,0.0021840696370338574,1.7054162953827472,0.0010588859457954286,0.003381499205829122,0.002799403188963143
47.0,0.6739075585442271,3.8252056737881226,172.06512,172.06512,1.0,0.3201711419402144,0.11486656596173211,0.33291013858113727,0.20495913062262144,0.36573969569324044,2.883619742717703,0.5770959594837518,0.32517061383359686,0.7366644654003488,0.641558756859342,0.2055883696323709,1.8050531666926988,0.2632099307920466,0.2718149345126722,0.5838188529014587,0.32500315816208186,0.2158571118065955,0.11389601892395189,0.0022702391347605936,1.8179198274792725,0.0010715224216475718,0.0035430024502371244,0.003266470287106455
48.0,0.6677088936452028,3.1107957425185444,175.72608,175.72608,1.0,0.31456211882031626,0.11486656596173211,0.3319768588524456,0.2113790438608174,0.3634055803786609,2.8745899732799254,0.5939797293976294,0.33358452572827296,0.7365076035119151,0.6365749805395652,0.20438616213713617,1.7944978592588416,0.25794392523364484,0.27046384720327427,0.5983102917671204,0.33386986468176144,0.22294053022866273,0.11389601892395189,0.0021910927723370675,1.795383568301986,0.0009802399075668335,0.0034710659837880772,0.004591175734576649
49.0,0.6720339012655145,3.817596033557585,179.38704,179.38704,1.0,0.3125963024369826,0.11486656596173211,0.3322622332430479,0.20771440750636216,0.3657512267780699,2.8772860562278773,0.5808420461162295,0.3262632111912338,0.7365254650557613,0.6361047400333384,0.20172031369734134,1.7710918748795734,0.25603964484823455,0.2686020293122886,0.5581209659576416,0.3267294437509834,0.21939884406425053,0.11389601892395189,0.0021224301020961365,1.7778123489970312,0.0009881917526934295,0.003317422245821578,0.004234818607613612
50.0,0.6797420043381461,4.707206031873356,183.048,183.048,1.0,0.32653230191466776,0.11486656596173211,0.3326994854305846,0.19662329982459,0.36281094609492726,2.878843690359425,0.5495216891353375,0.31081194396060574,0.735648230725149,0.6386977077522832,0.20618566873153552,1.8102974158315859,0.26092034571361833,0.271911663216011,0.5333998799324036,0.31109337516767777,0.2083429933174144,0.11389601892395189,0.0021158802014457447,1.8151127292803722,0.0009961174505989882,0.003292792191975054,0.0034108958072679827
