round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_f1,fed_ece,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
47.0,0.6314533520533969,0.3857797429795746,7.904925,54.7584,0.0,0.11512557436898088,2.23752102029539,0.31604635567770656,0.5481108354375609,0.2541053581545716,0.6788702836292925,0.29374613988518306,0.33443829701332783,0.21231508333367552,0.6572944140031,0.2113119033590708,1.8553054387279617,0.21608165297485685,0.2750832488779499,0.5319945216178894,0.4055399771839211,0.2638781450545186,0.11389601892395189,0.0,0.0,,
48.0,0.6156685841446047,0.4576428597523434,7.904925,54.7584,0.0,0.11512557436898088,2.354753691597793,0.3269899433839949,0.5440520369069364,0.2667799853427673,0.6859212506608818,0.30195725257974065,0.31396454409592106,0.19814155291309088,0.6572944140031,0.2113119033590708,1.8553054387279617,0.21608165297485685,0.2750832488779499,0.5319945216178894,0.4055399771839211,0.2638781450545186,0.11389601892395189,0.0,0.0,,
49.0,0.6426161709273651,0.4202324773423675,8.43192,58.40896,0.9971592150692714,0.11512557436898088,2.0461664004190956,0.3033204153405002,0.5084333663365834,0.23382736062781867,0.6592283608324118,0.2848773016099826,0.3321730485532434,0.2096303364020432,0.6569849194242372,0.2098405711750187,1.8423872331756281,0.21935682728860578,0.27437794216543376,0.5305057764053345,0.4041390371503225,0.2627642902207948,0.11389601892395189,0.006284339647483526,0.46628149929165374,0.003803220470532582,0.00982598868341917
50.0,0.6408554849969877,0.38411044093920144,8.43192,58.40896,0.0,0.11512557436898088,2.135686151582071,0.30901002114142373,0.5301636321328393,0.2433303984163686,0.6687064760016733,0.2907554754471872,0.3239624400894502,0.2069667978599301,0.6569849194242372,0.2098405711750187,1.8423872331756281,0.21935682728860578,0.27437794216543376,0.5305057764053345,0.4041390371503225,0.2627642902207948,0.11389601892395189,0.0,0.0,,
51.0,0.6251773866431436,0.40073996790585353,8.43192,58.40896,0.0,0.11512557436898088,2.247410426063373,0.3185286903991348,0.5531884939118148,0.2554519790419147,0.6785715779275513,0.29435306708108877,0.32822942145343703,0.20806079994491775,0.6569849194242372,0.2098405711750187,1.8423872331756281,0.21935682728860578,0.27437794216543376,0.5305057764053345,0.4041390371503225,0.2627642902207948,0.11389601892395189,0.0,0.0,,
52.0,0.6164649897362513,0.49203134479740307,8.43192,58.40896,0.0,0.11512557436898088,2.350342860314324,0.32443805293414796,0.5665854922833854,0.26675301752455405,0.6867908500912127,0.29940781447319076,0.34116981300361404,0.21584195396324088,0.6569849194242372,0.2098405711750187,1.8423872331756281,0.21935682728860578,0.27437794216543376,0.5305057764053345,0.4041390371503225,0.2627642902207948,0.11389601892395189,0.0,0.0,,
53.0,0.6444825086450474,0.43671490567101917,8.958915,62.05952,0.9971592150692714,0.11512557436898088,2.049331081896177,0.3025959038027233,0.5063944798873414,0.23411143859115133,0.6594372866513978,0.28235776701417714,0.3258588019869374,0.20586247161546734,0.6565639731644531,0.2076844483559578,1.82345660821234,0.21477171876540774,0.2738291186592847,0.5315876007080078,0.40520157867543766,0.26379052219184596,0.11389601892395189,0.005925817238043559,0.4635393449716503,0.0038542085407458682,0.00896013821259245
54.0,0.6457335474146182,0.44002997802008864,8.958915,62.05952,0.0,0.11512557436898088,2.1699332107960516,0.3118075700202419,0.5505953941184937,0.2471582186528336,0.6708246557185156,0.2855268199740732,0.34531978297071875,0.22027070558242254,0.6565639731644531,0.2076844483559578,1.82345660821234,0.21477171876540774,0.2738291186592847,0.5315876007080078,0.40520157867543766,0.26379052219184596,0.11389601892395189,0.0,0.0,,
55.0,0.6270042260850789,0.4211577541430819,8.958915,62.05952,0.0,0.11512557436898088,2.2507222692433184,0.31951374397256294,0.5502062517768105,0.2557451223162272,0.6794172495865446,0.2915570454686896,0.3519365458922226,0.2230506842057996,0.6565639731644531,0.2076844483559578,1.82345660821234,0.21477171876540774,0.2738291186592847,0.5315876007080078,0.40520157867543766,0.26379052219184596,0.11389601892395189,0.0,0.0,,
56.0,0.6193165327512203,0.5216460016412707,8.958915,62.05952,0.0,0.11512557436898088,2.332302716395431,0.32527144373766226,0.5609355558380797,0.264705020597279,0.6861121850705904,0.30236556006421944,0.3239275235149269,0.20534547575295187,0.6565639731644531,0.2076844483559578,1.82345660821234,0.21477171876540774,0.2738291186592847,0.5315876007080078,0.40520157867543766,0.26379052219184596,0.11389601892395189,0.0,0.0,,
57.0,0.6432949146399152,0.435534319344092,9.48591,65.71008,0.9971592150692714,0.11512557436898088,2.0539078346118718,0.3043781168837205,0.5083613857686005,0.23459014719022356,0.6597731585166768,0.28523449631300424,0.32523656675049584,0.2058146663520375,0.656657253239252,0.20663537326274845,1.814245793794763,0.21185542168674698,0.27594694379871465,0.5308957695960999,0.40604029063447944,0.2645300756943053,0.11389601892395189,0.006186764245132605,0.5088694600563031,0.00317162016217493,0.010722917628605633
58.0,0.643510486272645,0.4712802387638921,9.48591,65.71008,0.0,0.11512557436898088,2.155119410064607,0.3093444339941582,0.5446235394023127,0.2452629379763418,0.6697593297099774,0.29143764446126247,0.3187082904822621,0.20282800767808784,0.656657253239252,0.20663537326274845,1.814245793794763,0.21185542168674698,0.27594694379871465,0.5308957695960999,0.40604029063447944,0.2645300756943053,0.11389601892395189,0.0,0.0,,
59.0,0.6276893077724943,0.43503773019560343,9.48591,65.71008,0.0,0.11512557436898088,2.248153535212972,0.318443099323943,0.5698074641833709,0.25563026293335445,0.6798105346907274,0.2906481199567949,0.3420446011649734,0.2194309129745364,0.656657253239252,0.20663537326274845,1.814245793794763,0.21185542168674698,0.27594694379871465,0.5308957695960999,0.40604029063447944,0.2645300756943053,0.11389601892395189,0.0,0.0,,
60.0,0.6174386760467273,0.4807474073362538,9.48591,65.71008,0.0,0.11512557436898088,2.3079449846037745,0.3189510082346307,0.5459218996582766,0.2620286203022342,0.6842121166099745,0.2963127455393693,0.32680371970214034,0.20691606130914142,0.656657253239252,0.20663537326274845,1.814245793794763,0.21185542168674698,0.27594694379871465,0.5308957695960999,0.40604029063447944,0.2645300756943053,0.11389601892395189,0.0,0.0,,
