round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_prevalence,fed_f1,fed_brier,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
13.0,0.6176853067024484,0.5761080249952257,28.78464,28.78464,0.5412350858791136,0.276938693078643,0.11373363544813696,0.30366842323757276,0.1987783172095206,0.7042800245934926,0.3355070811787791,0.5551261384666626,0.31801471866977715,2.486661042417821,0.3575908546422606,0.08661773502172627,0.760498354903526,0.052315093205051115,0.2045002711006687,0.22547627985477448,0.3739244925319726,0.2431648674588133,0.11389601892395189,0.007984994178931379,0.8311184425838292,,0.007984994178931379
14.0,0.5964928028977086,0.7156658186279972,30.76608,30.76608,0.5412350858791136,0.2899030265322684,0.11373363544813696,0.30812823138463763,0.2106600405527361,0.7168015531835265,0.3462857884426826,0.5703272898676773,0.33874624978946966,2.607964922128445,0.3649594660238402,0.08866144845480972,0.7784420324121142,0.014849550605705353,0.2045002711006687,0.20250530540943146,0.3707202553930577,0.24116576110343643,0.11389601892395189,0.009496831982884575,1.0370466308668256,,0.009496831982884575
15.0,0.6489440933729094,0.6188617546439047,32.4352,32.4352,0.4559241291901578,0.2422428052139244,0.11373363544813696,0.2722405025486824,0.22790329332712841,0.675560119120917,0.3052691003228826,0.5782591905970077,0.35733527752682426,2.147777394903143,0.34921885184664425,0.0848723998159692,0.7451744197717596,0.0049833887043189366,0.2045002711006687,0.21952781081199646,0.3707679281533109,0.24081649015999484,0.11389601892395189,0.011169976743081829,0.5979691655375063,0.011169976743081829,
16.0,0.6442133370375639,0.5884710847988688,34.41664,34.41664,0.5412350858791136,0.25199847059183,0.11373363544813696,0.2911942380431848,0.19509301206850915,0.686404938984021,0.313882198731624,0.5214969623451237,0.3118388831647336,2.2446891376867137,0.35324213077843897,0.0857080612881858,0.7525114757998072,0.008090614886731391,0.2045002711006687,0.22552569210529327,0.3720965930612969,0.24147897568420948,0.11389601892395189,0.005579540785573616,0.6337643661536276,,0.005579540785573616
17.0,0.6278757726258168,0.5965858885447148,36.39808,36.39808,0.5412350858791136,0.2736892005565553,0.11373363544813696,0.29961543827200166,0.21396572047689172,0.7018203308269662,0.33042798146857894,0.5561356100648611,0.34193290570705814,2.43828927581314,0.33410367724536927,0.08088513779644128,0.7101665059113972,0.07319178318660452,0.2045002711006687,0.24024394154548645,0.37442072186516107,0.24362152611769183,0.11389601892395189,0.005792360429188779,0.6768309201579541,,0.005792360429188779
18.0,0.6105981327247904,0.6708614380591043,38.37952,38.37952,0.5412350858791136,0.2836617741517191,0.11373363544813696,0.29912028426394427,0.21996869240666853,0.7112714676546799,0.33900520770130477,0.5724480538689958,0.35144215427533226,2.5303621057595422,0.33099768793920886,0.07990535237710171,0.7015640505438063,0.09367884636235498,0.2045002711006687,0.22266331315040588,0.37474682517797825,0.2442313038120639,0.11389601892395189,0.006787680295524917,0.8221185896545649,,0.006787680295524917
19.0,0.5870051971956215,0.82222097569019,40.36096,40.36096,0.5412350858791136,0.29764230878990017,0.11373363544813696,0.31559552895167375,0.20273325608257547,0.7224389492016258,0.3535603797775834,0.5729787101742155,0.32631386189951533,2.6650635093854453,0.33037070478072367,0.07976226507281596,0.7003077528642423,0.07538549400342662,0.2045002711006687,0.24609525501728058,0.37466306375148667,0.24389268847331333,0.11389601892395189,0.008036022620790832,1.0169985621469095,,0.008036022620790832
20.0,0.6514015494494784,0.8832199383100814,44.01152,44.01152,0.9971592150692714,0.24494578160356784,0.11373363544813696,0.2812885788976924,0.20927107992268792,0.677445977410526,0.30605816360147314,0.5420015119635176,0.33221699436235524,2.1669631029415064,0.3317892069594842,0.08009631029232694,0.7032406492259142,0.02837307576214911,0.2045002711006687,0.2693088948726654,0.3746014182956021,0.24326684206864574,0.11389601892395189,0.006987343795212707,1.323390795965679,0.01017329024191075,0.0055862260614404045
21.0,0.6460385787052061,0.6669895521397482,45.99296,45.99296,0.5412350858791136,0.2634044508454412,0.11373363544813696,0.28845343631758324,0.21946394704516517,0.6934099754342529,0.32447069854479077,0.5665111110826124,0.3500897933678347,2.3382356947883123,0.3293052814267261,0.07954125291626997,0.6983672798026372,0.04317548746518106,0.2045002711006687,0.24929136037826538,0.37415846364956157,0.24315404573096464,0.11389601892395189,0.005111564147246352,0.6870678948471323,,0.005111564147246352
22.0,0.6223373305482308,0.6023896941471932,47.9744,47.9744,0.5412350858791136,0.27688195725258985,0.11373363544813696,0.2960938659351329,0.2115069363965029,0.7034520904072769,0.3295428647830924,0.5675017031665595,0.3388193793759436,2.468035119514484,0.33165250578165795,0.08016202399702366,0.7038176114877874,0.022036727879799666,0.2045002711006687,0.2609686553478241,0.37398142249668553,0.2427801631945094,0.11389601892395189,0.00596341835519572,0.8243314905557781,,0.00596341835519572
23.0,0.6061919764881468,0.7758650436805269,49.95584,49.95584,0.5412350858791136,0.288211330256067,0.11373363544813696,0.3017182163184696,0.21811724294335835,0.7160099543193836,0.3460638119877408,0.5957981734203638,0.3474982349071436,2.576891197965508,0.32796832558538547,0.07935882742141409,0.6967655952435159,0.06431398416886544,0.2045002711006687,0.2778454124927521,0.37642242956895866,0.24478921432773632,0.11389601892395189,0.00627241654811433,0.8962720273993909,,0.00627241654811433
24.0,0.5872256179239306,0.8712260291602252,51.93728,51.93728,0.5412350858791136,0.30232454506563017,0.11373363544813696,0.3142410709013794,0.2066574336293927,0.7257876918209702,0.3557876572981134,0.5808543794134712,0.3315717772820314,2.709659172220594,0.32597894884687856,0.07897816590239051,0.6934234106560305,0.08352334093363735,0.2045002711006687,0.24392589926719666,0.3769756274693349,0.24558988089172215,0.11389601892395189,0.006529412671145427,0.9697006494970992,,0.006529412671145427
25.0,0.6476167552685869,1.1667467745635673,53.6064,53.6064,0.4559241291901578,0.2523412012021405,0.11373363544813696,0.28323562695721405,0.20826776926079424,0.6803822455064704,0.31230873834181716,0.5632970155425903,0.3303239327599365,2.2304936191943865,0.3270839531716706,0.07906910140989082,0.694221818786178,0.09019390581717451,0.2045002711006687,0.26795944571495056,0.37776877142695575,0.24612755378218798,0.11389601892395189,0.008780017422405624,0.551173206884414,0.008780017422405624,
26.0,0.6380017337663092,0.8395826746801707,55.58784,55.58784,0.5412350858791136,0.2695222869459723,0.11373363544813696,0.29713676161470515,0.2040502093946051,0.6961582586686066,0.3285842798498968,0.5557250474604956,0.32641930092024835,2.3919912733215405,0.3267955793200898,0.07902981430449635,0.6938768804313027,0.09757019948945826,0.2045002711006687,0.2823431193828583,0.3791296456602189,0.24752029746751322,0.11389601892395189,0.0046652995291900845,0.714515691390261,,0.0046652995291900845
27.0,0.6224589874615694,0.9957472423592474,57.56928,57.56928,0.5412350858791136,0.285091416427053,0.11373363544813696,0.3007885802714765,0.20735572328917795,0.7102862516172718,0.3365000121865066,0.5761275706533249,0.3335011709459906,2.5417742140862156,0.3266932761894885,0.07904435607308893,0.6940045562599222,0.09834233563047122,0.2045002711006687,0.27626582980155945,0.37886257775267007,0.24737915334717558,0.11389601892395189,0.005562983130842228,0.8717857718002051,,0.005562983130842228
28.0,0.6010545859912703,0.9610695537872258,59.55072,59.55072,0.5412350858791136,0.2963417189162271,0.11373363544813696,0.30487369699600353,0.216723083226031,0.7184874729306042,0.3476898843040197,0.6096474898853389,0.34373480016081936,2.6549271769371385,0.3265784989038556,0.07900256016416096,0.6936375907652294,0.1076394568951415,0.2045002711006687,0.21246522665023804,0.3792310848616888,0.24765458711536598,0.11389601892395189,0.004986623657732385,0.8117491747252643,,0.004986623657732385
29.0,0.5815058951290788,1.7297517452247546,61.53216,61.53216,0.5412350858791136,0.3137941031478631,0.11373363544813696,0.3239874836784033,0.19795625376198683,0.7323478945979537,0.35653152685330164,0.5816719793139656,0.3210668374436627,2.8155505865058617,0.3275976775281837,0.07917914896726856,0.6951880295318864,0.10158785858408632,0.2045002711006687,0.23259952664375305,0.37951918142005925,0.24767974589016659,0.11389601892395189,0.0060738962155823095,1.026492529315874,,0.0060738962155823095
30.0,0.6505803345279232,1.280655580836524,65.18272,65.18272,0.9971592150692714,0.2533692640542233,0.11373363544813696,0.2823325193122536,0.21533585784031187,0.6835621487624266,0.31406395164934886,0.5587494706065363,0.3410879842377075,2.2398730515083822,0.32716040443168326,0.07916935314775643,0.6951020228425862,0.10403323524320582,0.2045002711006687,0.24906577169895172,0.3789780058273822,0.24723901556302444,0.11389601892395189,0.005348238047761722,1.2971757139312103,0.007967082822067944,0.004332270378488333
31.0,0.6417233221772668,0.8396082868995778,67.16416,67.16416,0.5412350858791136,0.2733231054311781,0.11373363544813696,0.29253429604900966,0.21608585532901148,0.6991932225959671,0.3248279349047938,0.5590798848525275,0.3444461675439582,2.4269190319841174,0.3270575742241088,0.0791806504621091,0.6952012125636967,0.10653149410004986,0.2045002711006687,0.24376431107521057,0.38051304879627235,0.24839242951838322,0.11389601892395189,0.004274148236804691,0.7574956931639463,,0.004274148236804691
32.0,0.6191387798427129,0.9201239953120478,69.1456,69.1456,0.5412350858791136,0.29149544935085214,0.11373363544813696,0.3056652829586732,0.20587571300216245,0.7115913068977803,0.34159468996384623,0.566680906807548,0.3311193344229691,2.5962111805612733,0.32652744773416886,0.07909085245710534,0.6944127916350976,0.10540586341298085,0.2045002711006687,0.24170972406864166,0.37972081852529804,0.2477881232686999,0.11389601892395189,0.004607808341091707,0.8374196897493675,,0.004607808341091707
33.0,0.5989987435062796,1.212687974011852,71.12704,71.12704,0.5412350858791136,0.3052990069200273,0.11373363544813696,0.31631309938373486,0.1974130608094293,0.724600709358902,0.3553063042481209,0.560298719232356,0.3192583765436671,2.731870585537211,0.3270216827921265,0.07923037011070595,0.6956377480024819,0.10569105691056911,0.2045002711006687,0.25280651450157166,0.37966642492436287,0.2480882181969586,0.11389601892395189,0.004677755261040556,0.8782584446016699,,0.004677755261040556
34.0,0.58603886225411,1.4620790502005785,73.10848,73.10848,0.5412350858791136,0.31737528135099835,0.11373363544813696,0.3134754935590669,0.21188487625228633,0.7378610507662693,0.36318896562028197,0.6056527635654715,0.34137190484622004,2.849753143240809,0.32773972477245206,0.07947526342907613,0.6977878961875005,0.08843678638156528,0.2045002711006687,0.23745158314704895,0.3758004392553536,0.24467611440082945,0.11389601892395189,0.005023472701992054,0.9820423407945782,,0.005023472701992054
35.0,0.643296400348923,1.3704624977035875,74.7776,74.7776,0.4559241291901578,0.2577138124587625,0.11373363544813696,0.28273220791407183,0.2106571304124407,0.6876415989276441,0.3155806580838035,0.5591056033901397,0.3335638643563177,2.2742141581326063,0.3288906726400718,0.07970069048228995,0.6997671317687225,0.09321689683184403,0.2045002711006687,0.24932481348514557,0.3760194549708922,0.24503164218778423,0.11389601892395189,0.007217730789774331,0.5272993792314082,0.007217730789774331,
36.0,0.6395102066043896,1.3238449394997973,76.75904,76.75904,0.5412350858791136,0.2793887500584873,0.11373363544813696,0.30103137315509837,0.20860533522103658,0.7057677646510304,0.3339032520910641,0.5572206593059521,0.33498926198744,2.477182675710653,0.3293586918933403,0.079828400984283,0.7008884220754391,0.08346636259977196,0.2045002711006687,0.29279735684394836,0.37615388907209796,0.2447607112632678,0.11389601892395189,0.004315977782788031,0.8698572155553848,,0.004315977782788031
37.0,0.617202925413193,1.3482477371386512,78.74048,78.74048,0.5412350858791136,0.2939429606029167,0.11373363544813696,0.30500081716996774,0.20995310149911073,0.71891353044672,0.3448401772628763,0.5955908054679122,0.33709084748027635,2.6149735085342023,0.3305771934596876,0.08006053461653465,0.7029265410057123,0.08490008277166844,0.2045002711006687,0.29102927446365356,0.3760414692957656,0.24461870469969624,0.11389601892395189,0.00489045787849585,1.0141935276333243,,0.00489045787849585
38.0,0.5944154060956613,1.4123619672710241,80.72192,80.72192,0.5412350858791136,0.3065603056815434,0.11373363544813696,0.3110777411893831,0.20660451148836737,0.7281792463081175,0.35672455174527334,0.6007517774468372,0.33029974919725014,2.7356344218883506,0.33070581279059197,0.08001618224825818,0.7025371299560945,0.09041935143128763,0.2045002711006687,0.2862075865268707,0.3767522986194761,0.24556158730441063,0.11389601892395189,0.004168533319658858,0.8935283794999123,,0.004168533319658858
39.0,0.5717489054347566,1.8565758607356906,82.70336,82.70336,0.5412350858791136,0.3245408044385305,0.11373363544813696,0.32656154730699083,0.19632422883928144,0.7431853140571832,0.37034124942286595,0.5742090617260573,0.3187966933106483,2.9067211610472445,0.33181518432459023,0.08027886214735928,0.7048434432195676,0.08437721578822974,0.2045002711006687,0.2788788080215454,0.3767121829146125,0.24541236072410605,0.11389601892395189,0.004810187210478096,1.0690131704322994,,0.004810187210478096
40.0,0.6476542211470204,1.7851255788554343,86.35392,86.35392,0.9971592150692714,0.2608227309093553,0.11373363544813696,0.28092521898418477,0.21172831507765394,0.6886820870094787,0.3175660910217977,0.5606734110764625,0.3348617743860653,2.2999954307187283,0.3328732913482222,0.08045311881550954,0.7063734059855762,0.08457142857142858,0.2045002711006687,0.2556115686893463,0.3750581283791087,0.24399563526514645,0.11389601892395189,0.004100996977889635,1.2565472146961838,0.006586961077170828,0.003243630527004323
41.0,0.6432746105438636,1.6104554429632625,88.33536,88.33536,0.5412350858791136,0.28472030544267324,0.11373363544813696,0.301867848681502,0.2076287688211868,0.7071245154810415,0.33486968783418486,0.5518232481788622,0.33448698234318563,2.526725390322001,0.3339278845253664,0.08073606795262459,0.7088576819048599,0.08773354995938261,0.2045002711006687,0.30014747381210327,0.37610655714037716,0.24459640980160932,0.11389601892395189,0.003744616993999853,0.864325764705427,,0.003744616993999853
42.0,0.6129500740350086,1.1536089570562202,90.3168,90.3168,0.5412350858791136,0.29520968015877674,0.11373363544813696,0.3040077511074751,0.21527423041982613,0.7202418699926284,0.3464108014990145,0.587764194809193,0.34613761294935386,2.6333181063903406,0.3317680109354918,0.08011864583618905,0.70343675391924,0.10338774793751097,0.2045002711006687,0.24509437382221222,0.3779662087521452,0.24692179885995488,0.11389601892395189,0.0039073089995513835,0.9226356748258695,,0.0039073089995513835
43.0,0.5968866884073954,1.5385778393063196,92.29824,92.29824,0.5412350858791136,0.3161604323800002,0.11373363544813696,0.3144601173060368,0.20914835935622517,0.7323605115008005,0.35762862148872726,0.5881140741978257,0.335598049848002,2.8245316887376455,0.33330121510317484,0.08037065530881743,0.7056493814984063,0.09939186621056632,0.2045002711006687,0.2587401568889618,0.3771753839586346,0.24608696438946628,0.11389601892395189,0.00448106979165847,1.0906515412498266,,0.00448106979165847
44.0,0.5778265697725512,2.349330525303334,94.27968,94.27968,0.5412350858791136,0.3302102208882215,0.11373363544813696,0.32398450227005604,0.19760828164020133,0.7440767348331776,0.36692910408035684,0.594358382063795,0.319078105861027,2.9593912997766623,0.33288157398637197,0.08026060163432586,0.7046831170448168,0.11191541276941847,0.2045002711006687,0.25855138897895813,0.3808848394862934,0.24920769363241577,0.11389601892395189,0.004712712799209099,1.1840207488276064,,0.004712712799209099
45.0,0.6516043863479507,2.474419080429677,95.9488,95.9488,0.4559241291901578,0.2663400271323819,0.11373363544813696,0.2871596041038884,0.21591680244055073,0.6921510304787329,0.3220104167795772,0.5652871764258437,0.34369431343527507,2.342642136267971,0.3329904906780413,0.08015620842719362,0.7037665511444586,0.10422829302244649,0.2045002711006687,0.2462049275636673,0.3782197010546219,0.24705059200166596,0.11389601892395189,0.005944594394535575,0.5001067209523171,0.005944594394535575,
46.0,0.6375140511986664,1.6195641600101727,97.93024,97.93024,0.5412350858791136,0.28693647484964974,0.11373363544813696,0.3012517899309892,0.2086555265907974,0.7118847711924718,0.3398990970801732,0.5576785239320686,0.3348306342717897,2.541070366737507,0.33364884746588164,0.08030688710440477,0.7050895006086692,0.10234959060163759,0.2045002711006687,0.2331414371728897,0.3787337871034682,0.24744089171030392,0.11389601892395189,0.0030431098139534368,0.7850149644073099,,0.0030431098139534368
47.0,0.6092766303286871,1.473270209987418,99.91168,99.91168,0.5412350858791136,0.2984642285394758,0.11373363544813696,0.31317923380712026,0.20692642064007166,0.7228292972906621,0.34905085137467345,0.5802094361107996,0.33269644649647173,2.651734348030711,0.33390266012736486,0.08038726427131705,0.7057952071616431,0.10440917107583775,0.2045002711006687,0.2333594113588333,0.3794667796474187,0.2482410967717932,0.11389601892395189,0.0031556535463347834,0.8335443683899939,,0.0031556535463347834
48.0,0.5901394660313567,1.4883908374830874,101.89312,101.89312,0.5412350858791136,0.31155551856360475,0.11373363544813696,0.31007769940281904,0.20450501389946718,0.7336059309232545,0.3570601799279743,0.5845774106309943,0.32653490211757047,2.782077035998589,0.33393373256987824,0.0802443325272042,0.7045402752907733,0.10462915160901738,0.2045002711006687,0.24792306125164032,0.38264374465846746,0.25073360617674306,0.11389601892395189,0.004163797292120641,1.1279590125195682,,0.004163797292120641
49.0,0.5705777795276888,2.0452427195448495,103.87456,103.87456,0.5412350858791136,0.327843370595652,0.11373363544813696,0.3194242870547646,0.2094618845133766,0.7475481939224157,0.3714088593214808,0.5889407186285935,0.3380969759545107,2.938291233667987,0.3356598218108367,0.08056299036099802,0.707338071357786,0.10508916920400174,0.2045002711006687,0.2552400827407837,0.3818323400466502,0.25039878172991475,0.11389601892395189,0.004780872104611943,1.3335816788021475,,0.004780872104611943
50.0,0.6498911691791023,2.610585440444202,107.52512,107.52512,0.9971592150692714,0.26791653733721077,0.11373363544813696,0.2871181373604488,0.21136028151395683,0.6935540349637372,0.3227064391735858,0.5602969676875186,0.3357641695313247,2.3576390710157735,0.33596285342205223,0.08067563617901634,0.7083270946711779,0.10939620081411126,0.2045002711006687,0.2757626473903656,0.3826867645538245,0.2502351587179906,0.11389601892395189,0.003718190787258985,1.3967113567050546,0.00547049821839342,0.003164732247468334
51.0,0.6450230674947377,2.2820255212946843,109.50656,109.50656,0.5412350858791136,0.285354793059775,0.11373363544813696,0.29530854744837787,0.21508096595484752,0.7089644747260326,0.3358124168928196,0.5935185014271185,0.34446858718721296,2.527887094875846,0.33556831120873354,0.08055072267650765,0.7072303618468981,0.11384957862935284,0.2045002711006687,0.27977296710014343,0.38481635667638286,0.2520929120583794,0.11389601892395189,0.0028368990229200313,0.8210325288819149,,0.0028368990229200313
52.0,0.6057799377085422,1.275821414406163,111.488,111.488,0.5412350858791136,0.30384491818567516,0.11373363544813696,0.3110264197194665,0.20088998512919168,0.7221308984482319,0.3491375654079455,0.5703925446336124,0.3231886713342779,2.6997113926560443,0.3370948516175415,0.08076074471537913,0.7090743423552222,0.11288881669779907,0.2045002711006687,0.30830782651901245,0.3851963191770021,0.2526249535804138,0.11389601892395189,0.00300875092385051,0.8884475056547672,,0.00300875092385051
53.0,0.5923764403949586,1.6168248582412201,113.46944,113.46944,0.5412350858791136,0.322147657444039,0.11373363544813696,0.31510858781827555,0.20497214231201888,0.7385171801208985,0.36446367866895996,0.5944944249572981,0.3300917854987406,2.87544980192423,0.33830177003993084,0.08094091635294073,0.7106562381867342,0.11331719128329298,0.2045002711006687,0.30675265192985535,0.3849193174424796,0.2521505197631135,0.11389601892395189,0.003262534082024996,0.9910070055630058,,0.003262534082024996
54.0,0.5730209330312642,1.8709572920626503,115.45088,115.45088,0.5412350858791136,0.3368211661520209,0.11373363544813696,0.3311357868552433,0.19601168391363144,0.7492016678602618,0.3738097053512052,0.5964666687436064,0.31678552724434045,3.0151939409029342,0.33896423049849084,0.08115557421522084,0.7125409209377918,0.10832025117739404,0.2045002711006687,0.2818569540977478,0.38188401664669525,0.24953065722363035,0.11389601892395189,0.0033883074827528925,1.056006159982644,,0.0033883074827528925
55.0,0.650958028217237,3.1368334537339946,117.12,117.12,0.4559241291901578,0.27201388832825557,0.11373363544813696,0.2873045582949434,0.21191055258678373,0.6947218917985543,0.3251563159357659,0.5690493777127935,0.33789142607941636,2.390811546918037,0.33860081092549243,0.08113384449630545,0.712350135350019,0.10441124155104944,0.2045002711006687,0.27621784806251526,0.38072801102473075,0.24869461229604295,0.11389601892395189,0.005106515816611459,0.4917590725235641,0.005106515816611459,
56.0,0.6411970421161227,2.155761349381657,119.10144,119.10144,0.5412350858791136,0.2945909353999394,0.11373363544813696,0.3027004280341137,0.2135519188395047,0.7171115544217473,0.3425172134160376,0.5789528367299989,0.34291484958538176,2.6140913739886895,0.33490847358558773,0.08057379767327302,0.7074329588909685,0.10845986984815618,0.2045002711006687,0.23013190925121307,0.3819477474941774,0.24954650814854085,0.11389601892395189,0.0025102726196929537,0.7997757106204517,,0.0025102726196929537
57.0,0.6098483305683831,1.6316138634757622,121.08288,121.08288,0.5412350858791136,0.30753634270312064,0.11373363544813696,0.3113472478052698,0.19902689150070663,0.7265886783390261,0.3544823188402937,0.5746123307597452,0.31928985983092156,2.7449368939429495,0.33443670204624837,0.08050102581072138,0.7067940264397804,0.10871878837494883,0.2045002711006687,0.22943440079689026,0.38340272893062793,0.2509751037549665,0.11389601892395189,0.002865149971311236,0.9318725796183571,,0.002865149971311236
58.0,0.5919381441062118,2.156862494173569,123.06432,123.06432,0.5412350858791136,0.3283220857516729,0.11373363544813696,0.3109110309991988,0.21053606240938538,0.7385557026929355,0.36844781902251966,0.6061025066423152,0.33650863764744277,2.93917310711276,0.3337441229035074,0.08038067687057078,0.705737370190619,0.10738368172623061,0.2045002711006687,0.21205560863018036,0.38220125808093164,0.25028769224885294,0.11389601892395189,0.003260509496019043,1.088221381069161,,0.003260509496019043
59.0,0.5686681000438459,2.0013841653741142,125.04576,125.04576,0.5412350858791136,0.3475822663195607,0.11373363544813696,0.33115774518714686,0.19725509090422894,0.7551363609916812,0.38340593544863705,0.5779392467520958,0.32211759861995637,3.1209253302271396,0.3375671627833058,0.08118335934231095,0.7127848726347221,0.10354022988505747,0.2045002711006687,0.23215316236019135,0.38003173221281983,0.24778997608668532,0.11389601892395189,0.0033922745362570074,1.1594916568137705,,0.0033922745362570074
