round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,fed_auroc,fed_f1,fed_auprc,fed_f1_best,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.6619453988385127,2.948094662338771,186.70896,186.70896,1.0,2.8293871349252395,0.11369216241737486,0.5695703811641006,0.7311886730648084,0.30209465724345264,0.32427425428764695,0.3614352687352422,0.20893440407326877,0.3328465863898355,0.6350803031887303,0.20772721329086566,1.8238320816951876,0.2571428571428571,0.26403244799162634,0.5426220893859863,0.3335001148958661,0.22113690174097092,0.11389601892395189,0.001875364752364325,1.655582623960072,0.0008541955817215296,0.0029689393448681196,0.004524015086280808
52.0,0.6680860148416403,4.233922554495393,190.36992,190.36992,1.0,2.8376770829983022,0.11369216241737486,0.5801920772386789,0.733200126928891,0.3088368583562445,0.32526011476675426,0.36091168133103013,0.20233406727718156,0.32206972761636793,0.633266970159261,0.20582208839212512,1.8071052029443808,0.25793440186816685,0.2599839185205039,0.5403597354888916,0.3223330563532415,0.2151517443147847,0.11389601892395189,0.0018795018334976333,1.6963992200780922,0.0008649561215417502,0.002960257392902827,0.005891282607180099
53.0,0.6774516262085915,4.013107692491907,194.03088,194.03088,1.0,2.8209782785880035,0.11369216241737486,0.5911431694541069,0.7311485285703588,0.31046477656746424,0.3235392928953141,0.3633132461235508,0.1975018026520364,0.313485500707784,0.6357319836682439,0.20611228920699676,1.8096531481457439,0.2583074878156845,0.2629994526546251,0.5383623838424683,0.314339462910968,0.21036220368341008,0.11389601892395189,0.0017952595507605023,1.6557047964852245,0.0008637212107254106,0.0027869854948050325,0.004845278550100921
54.0,0.6815048085519915,5.087648900768722,197.69184,197.69184,1.0,2.8405675728775037,0.11369216241737486,0.5690104469474021,0.7314657842909841,0.3160415045949128,0.32596121843822967,0.36088737129053494,0.19396845050733777,0.3085293965994723,0.632273091229645,0.2058593070565361,1.8074319805153847,0.25645179956023606,0.26068318821165437,0.5268415808677673,0.30857077529697746,0.206966875689389,0.11389601892395189,0.00182190186598407,1.7173318442928576,0.000867883589065325,0.002836978695117523,0.00391661904165898
55.0,0.6828612476330826,4.6710120664508885,201.3528,201.3528,1.0,2.831566798865321,0.11369216241737486,0.5780048360511647,0.7333573830922071,0.31228586610854087,0.32490004615044205,0.36048673780823326,0.19734788537220388,0.31186592454888523,0.6329498078653839,0.20340621432526232,1.7858939780948462,0.25454142667257423,0.26030137351646887,0.536228358745575,0.31186931318731054,0.21090844028058633,0.11389601892395189,0.0017890571812172326,1.722980741315041,0.0008310267469970707,0.002803507145377413,0.005063314821643654
56.0,0.6802970833298778,4.582816657697487,205.01376,205.01376,1.0,2.8490674633930606,0.11369216241737486,0.5914650954463252,0.7353439046679345,0.3067076009481639,0.3267982165342569,0.3656991146853167,0.21079553827748093,0.33600891778832165,0.632610445591375,0.20527302967733535,1.8022845013959239,0.25445503522585994,0.2602803018635454,0.5728452801704407,0.33707602910683504,0.2239040610826993,0.11389601892395189,0.0017313461781411875,1.701169343683432,0.0008165511472194353,0.0027005704541918597,0.004005246188830976
57.0,0.6674950442992967,3.6044459711924026,208.67472,208.67472,1.0,2.8807631148942243,0.11369216241737486,0.555281302907912,0.7361886943584146,0.31816666339167043,0.33048672865233075,0.3653985224137132,0.19363838388236673,0.30855804296461525,0.6312759619920276,0.20424269880236579,1.7932382600548853,0.2591576184226226,0.2625439212930429,0.5301060676574707,0.30931544511834,0.20752223428121355,0.11389601892395189,0.0016591722251886654,1.6666114170729998,0.0007939379524759243,0.0025700071390785573,0.0039688395344349165
58.0,0.6881283931368486,4.999806423996059,212.33568,212.33568,1.0,2.903408601755821,0.11369216241737486,0.5718649690598484,0.7359461689673864,0.3137648737665968,0.33320509735690984,0.364561925383021,0.1975345110071228,0.31202491043216346,0.6331154982767344,0.20515294912165824,1.8012302015458364,0.2553567483984979,0.2608695652173913,0.5421374440193176,0.31375169769800876,0.2120974756010317,0.11389601892395189,0.001681938619118415,1.7261745598634661,0.0007375412660477388,0.0026695218018684313,0.0059017469326954775
59.0,0.6866243241335861,4.830279807184943,215.99664,215.99664,1.0,2.909784977244291,0.11369216241737486,0.5761184274418609,0.7353461637340141,0.3172176891813386,0.3341637368548036,0.3672024619648488,0.19697763220163914,0.3140143600015944,0.6304660329260467,0.20469971297188289,1.797250816190164,0.2564221783098919,0.2608083368539642,0.534546971321106,0.31549982983476055,0.21121040289197163,0.11389601892395189,0.0016526059710206928,1.7316955047772353,0.0007566287801925709,0.0025898455083443153,0.004043837640212837
60.0,0.679466128132874,5.004832365342212,219.6576,219.6576,1.0,2.896958873605666,0.11369216241737486,0.5813670268327439,0.735123428846165,0.315121870954655,0.3327000997981768,0.3688935982082107,0.19583712040199533,0.3113981068478775,0.6300336039179187,0.20331948529753782,1.7851325025968974,0.25994134897360704,0.26407204889031843,0.5647186636924744,0.3134784878253793,0.21066574519708553,0.11389601892395189,0.001475045924621629,1.5771759949111583,0.0007133394037031297,0.0022710037732760614,0.0028961246621114147
