round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_prevalence,fed_auroc,fed_f1_best,fed_ece,fed_brier,fed_f1,fed_auprc_lift,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
41.0,0.16170521050992753,0.06994666333017475,51.10784,51.10784,0.9971592150692714,0.2557322075222763,0.11412564522220824,0.6927735235227703,0.325946985959763,0.3711134475800893,0.23386366842909723,0.2918671478070022,2.2756737686552664,0.531224945835168,0.6598369580249452,0.22634731024977744,1.9873153810662076,0.2730259671436142,0.279464404083256,0.5063632130622864,0.37734030635837246,0.24117384555871188,0.11389601892395189,0.005807535658684459,1.2395352284656838,0.00428476140394014,0.007158159351149959
42.0,0.16085914060411577,0.06558013608997411,51.10784,51.10784,0.0,0.27634983779800015,0.11412564522220824,0.7124773320268326,0.3419933615608727,0.369744964872584,0.23184302969521728,0.307907242585892,2.4799624228333905,0.526379357568941,0.6598369580249452,0.22634731024977744,1.9873153810662076,0.2730259671436142,0.279464404083256,0.5063632130622864,0.37734030635837246,0.24117384555871188,0.11389601892395189,0.0,0.0,,
43.0,0.15422440196854575,0.05938817143816908,51.10784,51.10784,0.0,0.29534188290088753,0.11412564522220824,0.7270807294636835,0.3637114400551896,0.3711031848719749,0.23140195245129033,0.313518576534539,2.6718637570583557,0.5354616375248181,0.6598369580249452,0.22634731024977744,1.9873153810662076,0.2730259671436142,0.279464404083256,0.5063632130622864,0.37734030635837246,0.24117384555871188,0.11389601892395189,0.0,0.0,,
44.0,0.14905003269514255,0.06903009393939562,51.10784,51.10784,0.0,0.311318576704374,0.11412564522220824,0.740659898707928,0.37470301671567113,0.37448900445463734,0.2333132889328967,0.32184596820730005,2.8358104738546666,0.5448549154324659,0.6598369580249452,0.22634731024977744,1.9873153810662076,0.2730259671436142,0.279464404083256,0.5063632130622864,0.37734030635837246,0.24117384555871188,0.11389601892395189,0.0,0.0,,
45.0,0.16073965912218743,0.07045297666724427,54.7584,54.7584,0.9971592150692714,0.2588757711189556,0.11412564522220824,0.6950923279280397,0.3276988026425975,0.3699422712680166,0.23275528030104847,0.29588975883871343,2.308287321645827,0.5235311379026559,0.6591075964391484,0.22724521652932755,1.995198942651882,0.2714072175955584,0.279689838117263,0.5076074004173279,0.37838138129572074,0.24180136944092176,0.11389601892395189,0.005981243352624279,1.339693681395147,0.004193958398736734,0.007605630200104246
46.0,0.16157623118403214,0.0696894376785469,54.7584,54.7584,0.0,0.2746493553153684,0.11412564522220824,0.7136078057438509,0.34878296244676843,0.37353147524858654,0.23449549320627527,0.2987516612814927,2.474855251455082,0.5325177793375688,0.6591075964391484,0.22724521652932755,1.995198942651882,0.2714072175955584,0.279689838117263,0.5076074004173279,0.37838138129572074,0.24180136944092176,0.11389601892395189,0.0,0.0,,
47.0,0.15436052498080724,0.05537578391164433,54.7584,54.7584,0.0,0.3004044102303032,0.11412564522220824,0.7295861468009133,0.3583053357763788,0.36356775741684166,0.22615846612019094,0.319671286125757,2.7233598808124753,0.5297161101972246,0.6591075964391484,0.22724521652932755,1.995198942651882,0.2714072175955584,0.279689838117263,0.5076074004173279,0.37838138129572074,0.24180136944092176,0.11389601892395189,0.0,0.0,,
48.0,0.14985273480527053,0.0723458790577807,54.7584,54.7584,0.0,0.3154738250212544,0.11412564522220824,0.7432484887513248,0.3718956923918203,0.3602499065522761,0.22224821878976858,0.3339151444737813,2.871791264867113,0.5402996802035858,0.6591075964391484,0.22724521652932755,1.995198942651882,0.2714072175955584,0.279689838117263,0.5076074004173279,0.37838138129572074,0.24180136944092176,0.11389601892395189,0.0,0.0,,
49.0,0.1613225154060959,0.07764683185853197,58.40896,58.40896,0.9971592150692714,0.26092946577676956,0.11412564522220824,0.6974130239895839,0.3318549887012794,0.3623480331056531,0.22695146147468834,0.30281935823087447,2.316682582318897,0.5236629487569785,0.6594082938523398,0.2286393775455353,2.0074395901247195,0.2697929354445798,0.27925494099246406,0.5098328590393066,0.38071089208117065,0.24368694575841346,0.11389601892395189,0.0064125264323848935,1.5106709122192115,0.003883181741739782,0.00875157042030709
50.0,0.1624231017458388,0.083381348118095,58.40896,58.40896,0.0,0.28776614988959653,0.11412564522220824,0.7218551048221948,0.35618821444331106,0.36272493196433486,0.22597743154655547,0.321081278314871,2.5859538471671755,0.529238846666579,0.6594082938523398,0.2286393775455353,2.0074395901247195,0.2697929354445798,0.27925494099246406,0.5098328590393066,0.38071089208117065,0.24368694575841346,0.11389601892395189,0.0,0.0,,
