round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_auprc_lift,fed_f1,fed_auroc,fed_f1_best_threshold,fed_ece,fed_auprc,fed_f1_best,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6399664152598653,0.40605866724215245,40.27056,40.27056,1.0,0.22200467733178722,2.2315358704652892,0.2850910206090625,0.6757578871842731,0.5614030019969241,0.350570991274213,0.25544171981107405,0.3189701973479257,0.11506262982312578,0.659008405572579,0.2143745908470781,1.8821956454001745,0.2746511627906977,0.2771881633162692,0.5154713988304138,0.3499011697274906,0.22322792184561202,0.11389601892395189,0.007017241905893214,1.4184622705706715,0.005663574435765483,0.008234380341054455,0.00405365210843937
12.0,0.6367617684065026,0.428559754997255,43.93152,43.93152,1.0,0.21752070574381346,2.2435436842978445,0.2885656269106706,0.6783867230911649,0.5712309577034801,0.3441320603826298,0.2566621050894416,0.3192762060759179,0.11506262982312578,0.6579721722433335,0.21435175489060554,1.8819951471150866,0.27566471920829855,0.27603930461073317,0.5485869646072388,0.34312340276618325,0.21872929448314476,0.11389601892395189,0.007191337239132976,1.5421689270988281,0.005369937416313582,0.008859629628333171,0.003954034260957628
13.0,0.6402610826528078,0.49736488053667627,47.59248,47.59248,1.0,0.21531538079281534,2.2874451089369963,0.2882446764581412,0.6808531747361254,0.555153524175182,0.34052526675923966,0.26162880471037997,0.32305246797034487,0.11506262982312578,0.6566596125361794,0.2115133814984419,1.8570744043272391,0.2745143926983384,0.27567213114754097,0.5221129059791565,0.33900206071560457,0.21689330749223795,0.11389601892395189,0.007418065646744636,1.6843350816980092,0.005204724646391106,0.009482755718275743,0.0040430315181882405
14.0,0.6396372842202434,0.5388361796514283,51.25344,51.25344,1.0,0.20061369011725874,2.3041591794414504,0.2905564743806362,0.6809718662956755,0.5507087710033227,0.31469055198617424,0.26326689754158655,0.3203463766151602,0.11506262982312578,0.6558524568990334,0.2121078735770834,1.862294007999589,0.2729963008631319,0.2749169435215947,0.5219230651855469,0.31291904514924046,0.20234323375816574,0.11389601892395189,0.007216612025022745,1.7409050675960316,0.005227883420476513,0.009091286894193149,0.005397397862930648
15.0,0.6405177284103457,0.6956362418926686,54.9144,54.9144,1.0,0.21747810275263393,2.344592042680972,0.28894112870979044,0.6858156786219192,0.572288397750478,0.3433324083298503,0.2674176781970456,0.3218806838299843,0.11506262982312578,0.6568315525744974,0.2132317207649718,1.8721613167826887,0.2718229574158936,0.2776080314273243,0.5455231070518494,0.3427911268273345,0.21986426402371387,0.11389601892395189,0.006708674708170914,1.7184248634948744,0.004769225132139752,0.00855618885130734,0.004988551180513386
16.0,0.6374097207862622,0.5866541289595946,58.57536,58.57536,1.0,0.21271789705055913,2.3579524891717827,0.294682284624169,0.6881690208934593,0.565674197263352,0.3368381519488932,0.2694806708508029,0.3243455899320695,0.11506262982312578,0.6561240521336352,0.21157997449075988,1.85765908668003,0.2730951555093074,0.27647058823529413,0.5406767725944519,0.33612303215067435,0.21547170746574987,0.11389601892395189,0.006324513336620772,1.7097925155539997,0.004460542294168029,0.008117259935671896,0.004506179204433268
17.0,0.6436995042823377,0.7176535233941627,62.23632,62.23632,1.0,0.2067938279285807,2.3711361774719886,0.29164849980831326,0.6883705677395329,0.5679058765287537,0.3256503598396512,0.27103744902183463,0.3291013854627817,0.11506262982312578,0.6551318422811008,0.21055186963963554,1.84863238969064,0.27262126865671643,0.2762651082481073,0.5232947468757629,0.3249444832629821,0.20994368550396877,0.11389601892395189,0.006048713162095469,1.7255568693362875,0.003991761714748404,0.008055129714162952,0.0043789050025938685
18.0,0.6380103373238679,0.7325337219659092,65.89728,65.89728,1.0,0.21007138843422446,2.381883860490862,0.2952739952553963,0.690286579453981,0.568843243964302,0.33382055831811286,0.2722488657486408,0.3295222972227064,0.11506262982312578,0.6551351804352642,0.2099490209861983,1.8433394158085612,0.2753341433778858,0.2759712580684448,0.5004799365997314,0.33296548450386565,0.21303919429276197,0.11389601892395189,0.005644426469725949,1.6911275217935327,0.0037550792966073773,0.007506259708036121,0.004809029083814003
19.0,0.6391920720707142,0.6351417916721335,69.55824,69.55824,1.0,0.21229695839647544,2.4518217421508446,0.2888777868976301,0.6939733998785382,0.5690567395048097,0.33443402045533543,0.27971599154951315,0.33134801318760254,0.11506262982312578,0.6536536925582103,0.20601655146171044,1.8088125766649248,0.27239749367923494,0.2767047694126922,0.5360597968101501,0.3335299308229581,0.21581006700492184,0.11389601892395189,0.005391996544614422,1.6916948695215979,0.003510693316679072,0.007273206520360024,0.004688073249358754
20.0,0.6398777919058258,0.8886555856368881,73.2192,73.2192,1.0,0.20242406329213034,2.4545002322693907,0.29619558335604207,0.6946787133447373,0.5556338984359088,0.3188166457292317,0.2808710447366569,0.3309018209362435,0.11506262982312578,0.6530995589670877,0.20510650326628796,1.800822409809048,0.27340019102196755,0.276274643099932,0.5227572321891785,0.3176253267339216,0.20622069432172319,0.11389601892395189,0.005701315578822735,1.8799485275849293,0.003635904919829364,0.007777806843951318,0.008094738137068885
21.0,0.6409415830696471,0.9531956943340184,76.88016,76.88016,1.0,0.19604311987479306,2.483931944622297,0.30934938320597044,0.6973683527201087,0.5367425033371152,0.31173863918993294,0.28376864853917694,0.3349186110370272,0.11506262982312578,0.6527603347370481,0.20705842267266794,1.817960141441997,0.2744271793521201,0.2768100163309744,0.505807638168335,0.3103508066014375,0.19970724532353726,0.11389601892395189,0.005639910494855217,1.9484509378889925,0.0033621975988951647,0.007943801624007464,0.0064070311142479085
22.0,0.643165044976725,0.9452337110132591,80.54112,80.54112,1.0,0.20326824466044338,2.4810427181471435,0.3030832874255337,0.6998912122363138,0.5581641879016893,0.321826006454618,0.28377921164179537,0.3345665751142028,0.11506262982312578,0.6531861627335597,0.20878911548882473,1.8331555172989211,0.2744056956679136,0.27606275303643724,0.5087339282035828,0.3203164475643123,0.2074021215444428,0.11389601892395189,0.004793117623099419,1.7391875170069397,0.0030683580449192304,0.006543218899266779,0.004415290187295575
23.0,0.6478517697161605,0.9972550735170198,84.20208,84.20208,1.0,0.20070908247921515,2.5047743408845693,0.3018020972387713,0.7007615599104591,0.5464256511311881,0.31825436518236855,0.2874761818296008,0.3356099172426076,0.11506262982312578,0.6499714700764095,0.20474945095315095,1.7976875125886682,0.27180478376419426,0.2734874569601574,0.5033918023109436,0.31697985314639354,0.20511676895978162,0.11389601892395189,0.00473561765257622,1.7951466853683087,0.002887858607887919,0.006623925120749436,0.004201141519815603
24.0,0.6467941941928103,1.1022410064071384,87.86304,87.86304,1.0,0.20764414118606386,2.4904330991967316,0.30000271814099794,0.7010131990835186,0.5594724239085658,0.3276998782555048,0.28605132072798806,0.334555647706761,0.11506262982312578,0.6522756623613178,0.20584340958202485,1.8072924016726697,0.27003934794828555,0.2743988684582744,0.5246354937553406,0.3261852759470281,0.2122795015857742,0.11389601892395189,0.004440465292141644,1.7534495326653996,0.002783836978903323,0.006144684397795636,0.004213112175185913
25.0,0.6425837557579259,1.0005242154852074,91.524,91.524,1.0,0.20565836386740893,2.505303626006761,0.30568492469292424,0.7040770255694582,0.5545381016275643,0.32668686360556914,0.28776936052943464,0.33648909024437623,0.11506262982312578,0.6496991469736069,0.20673791907005767,1.815146139638964,0.2709295441089402,0.27660681759042416,0.51486736536026,0.32574259118527654,0.21099002708267842,0.11389601892395189,0.004104747357851227,1.6858672749422112,0.0025226499804420818,0.00575472432000689,0.0038804501546361313
26.0,0.6443090584637893,1.1101511012448417,95.18496,95.18496,1.0,0.19879326701874722,2.5352621196041016,0.31180022744114105,0.7054974727972046,0.5497609434337832,0.3146804804284426,0.29118685961020563,0.3410136338681692,0.11506262982312578,0.6484033784328838,0.2053873656991046,1.803288364593685,0.2702369200394867,0.2759656066602975,0.5165864825248718,0.31364143600013483,0.2045753134932608,0.11389601892395189,0.004114143925221152,1.758903992105843,0.0023826838960881217,0.005935047974091721,0.004016493338287759
27.0,0.6493645136281628,1.3988113032111587,98.84592,98.84592,1.0,0.20038097100698257,2.530163680125126,0.3045565604728596,0.7038029652762448,0.5425421405001388,0.31808187256334963,0.29082865705850836,0.33802405178325423,0.11506262982312578,0.6481371167152723,0.20175878139207742,1.7714296188595609,0.26831588962892483,0.2720151269584009,0.5211718082427979,0.31669619368989627,0.20564877654119704,0.11389601892395189,0.004078848696090096,1.8113963452888129,0.0023799458804475496,0.005875339357774695,0.004148971314519685
28.0,0.6414771559220573,1.2701472006919692,102.50688,102.50688,1.0,0.20178012335825815,2.5537290715019747,0.30320309971173837,0.7078041494309916,0.5398558174853973,0.3196970245121098,0.29355683168142693,0.34008311045591716,0.11506262982312578,0.6476669264068525,0.20516982502439887,1.801378370927875,0.2641421767917296,0.2722273143904675,0.5414689183235168,0.3186797597566363,0.20744761273921783,0.11389601892395189,0.003692510458346411,1.7037871683760386,0.0021553925887993967,0.005320121190034061,0.003811705889807717
29.0,0.6554319325692467,1.8129045562178263,106.16784,106.16784,1.0,0.20655962951167575,2.5777502327313346,0.3039385010728418,0.7088469708647963,0.573153501101105,0.3270131607091774,0.29638800025967116,0.34014486039999653,0.11506262982312578,0.6493271561250686,0.2047287681953255,1.797505919254495,0.26606942889137736,0.27398444252376836,0.5392608046531677,0.3259013313543934,0.2125937873312104,0.11389601892395189,0.004000472725555981,1.9125126871149405,0.0022005999812681064,0.005915666530558476,0.0037961520635312897
30.0,0.6434169106410819,1.4362913879651793,109.8288,109.8288,1.0,0.20717314894095049,2.5732359459758816,0.30188513679072104,0.7103138668061487,0.570432774333797,0.3257436511253153,0.29575995078295464,0.34016843698821986,0.11506262982312578,0.6474765261250219,0.20297719955922772,1.782127254989967,0.2655293088363955,0.2717979555021046,0.5574674010276794,0.32421156498087456,0.21361702809614028,0.11389601892395189,0.0034720298128740885,1.7222792452030262,0.00197975354363653,0.005062368551467187,0.003960631411605775
31.0,0.6462955976052392,1.514126604509769,113.48976,113.48976,1.0,0.2062415181373949,2.571429802512248,0.30473704406289825,0.7107066830262467,0.5466822428595856,0.3257300532168175,0.2959124549972738,0.3434708405166065,0.11506262982312578,0.648313060028696,0.2046522099346062,1.7968337424616396,0.26321081443414146,0.2748091603053435,0.5377936363220215,0.32470835533301595,0.21250968235591453,0.11389601892395189,0.0034679782895379254,1.781400210560605,0.001925835030284801,0.005122415112041127,0.0034094650530227385
32.0,0.6486842111300791,1.6472652278789741,117.15072,117.15072,1.0,0.20184431643909362,2.5852180203937496,0.30838479162387017,0.7142368150261382,0.5492868140652186,0.3189507064675069,0.29746837554670685,0.34558814194616866,0.11506262982312578,0.6478134914537481,0.20544756733784741,1.8038169312574857,0.26904452580607063,0.2727919214905419,0.5322154760360718,0.3178260323153858,0.20857352283040004,0.11389601892395189,0.0033574109572579417,1.7813782487755816,0.0018238143954729476,0.0050110347125286005,0.004467429773055844
33.0,0.651796254593206,2.1357202479250637,120.81168,120.81168,1.0,0.20093300074887305,2.6221122784130957,0.3129825213858699,0.7160690101705796,0.5512653013443101,0.32037273617200557,0.30195851802569396,0.34835115747771334,0.11506262982312578,0.6434013050124668,0.20254366366970356,1.7783208367005479,0.2662531017369727,0.26760361393948084,0.523840069770813,0.31912504137829384,0.20798405222240166,0.11389601892395189,0.003133770214344109,1.7175634595914744,0.0017308809070205545,0.004652390898301491,0.0041995152341096536
34.0,0.6467785157095003,1.661110087952283,124.47264,124.47264,1.0,0.20047311484957875,2.621713717562411,0.3139586465064561,0.7187094849632955,0.5508806677899216,0.31949604511866225,0.30177518174560675,0.35156140532259045,0.11506262982312578,0.6436515912780106,0.20241308792295482,1.777174389722134,0.26486817903126914,0.2702460850111857,0.5306419730186462,0.31787729736216475,0.20774581269041217,0.11389601892395189,0.003053724251808531,1.7279203656635218,0.0016409672945964509,0.0045895377535101305,0.00399211460990359
35.0,0.6514669977718939,1.6813720110096242,128.1336,128.1336,1.0,0.20863101466825387,2.65077885273557,0.3108181309453588,0.720059585577318,0.5612105492821587,0.33166212762073766,0.3051691582764848,0.3487872443381994,0.11506262982312578,0.6425501509975132,0.2031191759837898,1.7833737992142817,0.26400544341120435,0.2702614909858697,0.5615606307983398,0.33077818317289476,0.21659736518978961,0.11389601892395189,0.0030794048496113357,1.7976092817134486,0.001564626650714044,0.0047198916627279085,0.006571084490284067
36.0,0.649180375827721,1.8954575899265653,131.79456,131.79456,1.0,0.20277904877646044,2.6640503658255237,0.3145439999692024,0.7206336513185528,0.5523321106997084,0.32274333313165865,0.30687495707573315,0.34939496770358025,0.11506262982312578,0.6439967012009173,0.2017971047835918,1.771766095866189,0.2639357616664727,0.27255029201817,0.5613023638725281,0.3217933021915755,0.21103694993561065,0.11389601892395189,0.0029770971978415064,1.7938541010571498,0.0015186176792102754,0.004563809331084161,0.005520962062496362
37.0,0.6565032500665468,1.914137536241514,135.45552,135.45552,1.0,0.20333569193374862,2.6916022045124897,0.31686112205305866,0.722903765171175,0.5564290771848597,0.3238909276264441,0.310093271852001,0.35309047568060575,0.11506262982312578,0.6435915296019731,0.20081382078092336,1.7631329231534096,0.26539302566463346,0.2699754567766567,0.5292431116104126,0.32279845890167613,0.21147485832429302,0.11389601892395189,0.002792978133095378,1.7343316086826235,0.0014484445801986104,0.004262913253220064,0.004348463183665814
38.0,0.664266463791244,3.0715727071977845,139.11648,139.11648,1.0,0.20999733598570527,2.726472948815608,0.30490195412535764,0.7236506877980611,0.5807371358443155,0.331986267214455,0.3137735989060324,0.35450826503652094,0.11506262982312578,0.6471940756146634,0.20024890994168285,1.7581730409329634,0.26341968911917096,0.2734149360473112,0.5464494824409485,0.3309344932819148,0.21814129642403715,0.11389601892395189,0.002846667533619496,1.8222500488573132,0.001435640732463894,0.004390976788067089,0.004055906062815623
39.0,0.6597210237451836,2.336609090606522,142.77744,142.77744,1.0,0.2103402294534213,2.7054852744516125,0.30918129583856485,0.723496656447536,0.5530443935807883,0.3342936430411332,0.3120790957145706,0.35372760533133174,0.11506262982312578,0.6419797407674812,0.20094618679173465,1.7642950885395385,0.26260232658336924,0.2725917089173874,0.5531301498413086,0.3329850462397822,0.21870973370977698,0.11389601892395189,0.0026381816990228043,1.7390761932183523,0.001357702040695257,0.004035858559112721,0.004615032359117798
40.0,0.6565541954337824,3.1314802555735435,146.4384,146.4384,1.0,0.21094832926451124,2.7127811400884627,0.3077870016359506,0.7227310984779355,0.5655301856133217,0.3337941174284066,0.3129298734693096,0.35065001584689465,0.11506262982312578,0.6421204954182202,0.2018802320424832,1.7724959480566056,0.26071161448872743,0.268944828485718,0.5328739285469055,0.3325549535642963,0.21926847444404632,0.11389601892395189,0.002524215005730732,1.709245745862063,0.0013103841153511418,0.0038561089232094065,0.003958534338091295
41.0,0.6626232895745734,2.5896245846380666,150.09936,150.09936,1.0,0.2077676826391215,2.7295950531423996,0.3124087321895843,0.7243002592222183,0.5826657816121447,0.33009058772789013,0.31455337505580244,0.3541567767484987,0.11506262982312578,0.6410915282215334,0.20010863072407717,1.7569413980807287,0.25794894760412,0.2686832740213523,0.5481603145599365,0.3288874193828069,0.21627308109977103,0.11389601892395189,0.00248399055714121,1.7271193553151534,0.001282635930751552,0.003806681651612574,0.00357134148841075
42.0,0.6623120923932917,2.411597056566874,153.76032,153.76032,1.0,0.2213276224310049,2.7451771899700548,0.3012931709503492,0.7250081505535362,0.6042423159973941,0.349669208896399,0.3167561049539389,0.35689005539254015,0.11506262982312578,0.6402392824042782,0.20147844010344793,1.7689682396886464,0.25865865865865867,0.26844750066120077,0.5509071350097656,0.3480826057616061,0.22997788783671413,0.11389601892395189,0.0023130786792917375,1.6502870890672057,0.001210504992576776,0.00353261779502496,0.003955790656293874
43.0,0.670756217751024,3.949670577231456,157.42128,157.42128,1.0,0.2065775517464316,2.755844194060873,0.3077809815529895,0.7262046430508333,0.5698722665298799,0.3262358957475477,0.31791411079957455,0.3577819275042324,0.11506262982312578,0.6412201099040824,0.2017071324279323,1.7709761441496186,0.2582738481505516,0.2733491969066032,0.5539437532424927,0.32552103495212403,0.21597958360420916,0.11389601892395189,0.002323768574801135,1.7026123897194338,0.0011670554355313143,0.0036047088007781156,0.004736197417556226
44.0,0.668776148245675,3.109276093806371,161.08224,161.08224,1.0,0.1996611340014823,2.7599218118331055,0.3138392641679881,0.7262669910044591,0.578444313752934,0.31338259465885726,0.3183107122501352,0.35926338150503084,0.11506262982312578,0.6406834451497849,0.19851853423964488,1.7429804493183845,0.26181570894253653,0.2670738478622987,0.5352491140365601,0.3122162377509442,0.20904782509060044,0.11389601892395189,0.0023803007128801075,1.7886796700877312,0.001189001480086688,0.003706365617543018,0.004556048754808009
45.0,0.6726621214977543,3.720413926869,164.7432,164.7432,1.0,0.19769207540407535,2.758391541914164,0.3192317007942629,0.728900682899817,0.5516105436757998,0.3132091944800889,0.3179441670556961,0.3607250522213936,0.11506262982312578,0.6408524235174917,0.1989930928423565,1.7471470444917283,0.26487252124645894,0.2680244399185336,0.5227113366127014,0.31232788177068344,0.206680939514119,0.11389601892395189,0.0024010118008005584,1.8504250606292771,0.0011780193351933889,0.0037636248227181177,0.00447720602659512
46.0,0.6708079327344286,3.357846691771786,168.40416,168.40416,1.0,0.20454030820705496,2.7406190621588173,0.3143346218174605,0.7288573423589201,0.5606286542534326,0.32404593919991587,0.31676785916758354,0.3580877456031098,0.11506262982312578,0.642136659112064,0.20138088795782683,1.7681117378851352,0.26007570696949456,0.27241837789924656,0.5463340878486633,0.3230069696695672,0.21337320325921316,0.11389601892395189,0.0023312011188570242,1.842176700820346,0.0010952633474048399,0.0037107545912312776,0.004068984727042958
47.0,0.661404294667857,3.281345659658733,172.06512,172.06512,1.0,0.200919905220226,2.7874850004426697,0.31847399628383916,0.7306270447199148,0.5782877468592704,0.3168898151569624,0.3224472717046667,0.3625257953358286,0.11506262982312578,0.6412710732276071,0.20195138063706602,1.7731206283154506,0.2613279497532526,0.27249930342713846,0.5397229194641113,0.31643521785360007,0.21087721748866303,0.11389601892395189,0.0022028172601232655,1.7816745138588885,0.0010377380330276087,0.003496239883001182,0.006018500458225242
48.0,0.6705791677234287,3.4653409649338265,175.72608,175.72608,1.0,0.19638226337622758,2.8089310819279896,0.3191855491030077,0.730466405112664,0.5673637926745475,0.3114324011503604,0.32443127896550683,0.36422991373365604,0.11506262982312578,0.6370523114860263,0.1985780696007477,1.743503166105725,0.2657473413579525,0.26945116515981155,0.5153951048851013,0.3104424389117394,0.2062326796254613,0.11389601892395189,0.0020990284900036143,1.7383593706254032,0.001022814655217727,0.0032946716803747946,0.00477830940018016
49.0,0.6839527079367562,5.034758273035088,179.38704,179.38704,1.0,0.20378685329044857,2.8245517474312725,0.31562001836252557,0.7314587418402021,0.5763729184419489,0.3239229868424685,0.3266611006787634,0.3674294790612539,0.11506262982312578,0.6354718209841792,0.19636188829177353,1.7240452313165038,0.260015623256333,0.2681378476420798,0.5515391230583191,0.32287929612417354,0.21390641324438378,0.11389601892395189,0.00205238996548786,1.7425917390246468,0.0009661161695360096,0.00325680394960718,0.00470540398906079
50.0,0.6784722081898127,3.978417645177866,183.048,183.048,1.0,0.19440346462083632,2.80474149338556,0.325558221466444,0.7304598569027181,0.5498298060479815,0.3086934615580847,0.32448353593210805,0.36845622450904614,0.11506262982312578,0.6362246123963786,0.19832277365085949,1.7412616834595347,0.26604030164420817,0.27027027027027023,0.5246001482009888,0.3072521950380502,0.20427855159444638,0.11389601892395189,0.001989056810311671,1.7314869800720771,0.0009696597536472108,0.003116703132627737,0.003916848282238441
51.0,0.6774596617526789,4.580745548958501,186.70896,186.70896,1.0,0.20062350411997612,2.817949054355857,0.31958932845464627,0.732437015308453,0.5716905546712102,0.3189513454934352,0.3255322836387297,0.362868107514934,0.11506262982312578,0.6393626530022882,0.1997912651113662,1.7541549476348806,0.26349792339640055,0.26848196051735873,0.5293900370597839,0.3172121035859511,0.21029603095336122,0.11389601892395189,0.0018426823176778304,1.641878105534488,0.0008706237749719669,0.002917582183792348,0.003699583977342084
52.0,0.6773936588796476,3.6742287362712753,190.36992,190.36992,1.0,0.20363767522605625,2.8596148284309524,0.3185742723598327,0.7333460976074943,0.585944865700161,0.32259150330599934,0.3304580587186215,0.36786347998803165,0.11506262982312578,0.6350784960676794,0.19620878338113035,1.7227009796728585,0.2604797130688187,0.2661716407254034,0.5429993867874146,0.32127233996259685,0.2144512207987743,0.11389601892395189,0.0017469878732083621,1.589756712786766,0.0008446985169656325,0.002745091250145656,0.004205639784065701
53.0,0.6828590572690068,4.537523365374083,194.03088,194.03088,1.0,0.19844415440604052,2.8547269093582273,0.31912895167465166,0.7323668526265363,0.5740348980362555,0.31394330760146305,0.3302565125325316,0.3646288219811635,0.11506262982312578,0.6343909116067319,0.19322003761620846,1.6964599767549473,0.263097689315946,0.2655176720369677,0.5154213905334473,0.31303035006886754,0.20914979646110707,0.11389601892395189,0.0018472725939814234,1.7177315732642455,0.0008540209890548738,0.002946127772617419,0.004868189182332125
54.0,0.6830390591980494,4.134294275055002,197.69184,197.69184,1.0,0.20687592206614025,2.857785822145065,0.31235906330515295,0.732925385767128,0.5940683031593146,0.3269641260328219,0.33123831312029967,0.36933500318774976,0.11506262982312578,0.6334128575357626,0.19320315045288805,1.6963117085057149,0.2555449432240263,0.2672413793103448,0.5570698976516724,0.3255949944101802,0.2174931776663144,0.11389601892395189,0.0017562923349535668,1.6678629384041415,0.00086300882328643,0.002744368052920016,0.004139494410089478
55.0,0.6870219304672955,4.228673921221078,201.3528,201.3528,1.0,0.20986148179736172,2.9237831932457676,0.31429678518391424,0.7376777604156635,0.5866337276269679,0.33270925474834284,0.3380360813601154,0.3725633274148107,0.11506262982312578,0.6325485014975762,0.19409844152270084,1.704172308711685,0.2546353522867738,0.2665935271530444,0.5469071865081787,0.33137377362511816,0.22083548911374287,0.11389601892395189,0.0017103509200512826,1.6592361416860513,0.0008038248895882269,0.002714515226795004,0.004780806053338624
56.0,0.6778564081485638,4.659933783963421,205.01376,205.01376,1.0,0.20090161554772482,2.9232107339671742,0.3237630460254617,0.7364555636212835,0.5784721881209349,0.3179984466843906,0.33789956705369445,0.37731965436447656,0.11506262982312578,0.6328139224019209,0.19329459586287667,1.6971145935481646,0.2635294117647059,0.2648150694348962,0.5322760939598083,0.3167426516545359,0.2122796105404168,0.11389601892395189,0.0017250971621727343,1.707426825800212,0.0008326850083840186,0.0027130255148115866,0.004770198727813251
