round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_brier,fed_prevalence,fed_auprc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
28.0,0.15191683171072212,0.0931327836525723,59.55072,59.55072,0.5412350858791136,0.33804611988787653,0.3085703629543888,0.23152588135570235,0.11404116055132484,0.290827620500062,0.3705073201965451,0.5306975538903632,2.5805570858503986,0.7166659340442902,0.5285691531765497,0.14406718924097953,1.2649010088506505,0.2045002711006687,0.20951581597859725,0.5236103534698486,0.4139882767168672,0.2721329181752803,0.11389601892395189,0.005895707096413272,0.936034420854412,,0.005895707096413272
29.0,0.14724497873432077,0.09129947883375668,61.53216,61.53216,0.5412350858791136,0.34639697151058335,0.317390057380204,0.22923926025954572,0.11404116055132484,0.3084776856800245,0.36869005824010936,0.5332050922083671,2.738454385406403,0.7269825512222293,0.5698907956748966,0.16317586465722067,1.432673996851223,0.2045002711006687,0.2186548118877089,0.5269014835357666,0.4137235381707758,0.27176908633415653,0.11389601892395189,0.00696703258984886,1.14239547890611,,0.00696703258984886
30.0,0.16319360071230438,0.25229168948698233,65.18272,65.18272,0.9971592150692714,0.30813336451624657,0.2857385050195213,0.23744862310409373,0.11404116055132484,0.24694242214038606,0.37573221185387584,0.5242174800755701,2.1542061412305795,0.6802467142621227,0.5298105951406816,0.14213922985665065,1.2479736447290286,0.2045002711006687,0.20957646567911534,0.5244848132133484,0.4152068666023699,0.27315537230862874,0.11389601892395189,0.0055910625576089616,1.3135272723156959,0.007827210852956928,0.004721963831088419
31.0,0.16029481448472593,0.10649990005998826,67.16416,67.16416,0.5412350858791136,0.3200738687324225,0.2934853964624542,0.23110427161514446,0.11404116055132484,0.2606434611539595,0.3682886920876384,0.5266533823173563,2.2883446533538256,0.6950228067399277,0.49576084539933835,0.12890693564366476,1.1317949201519997,0.2045002711006687,0.2066370827705962,0.5225783586502075,0.41451155012918284,0.2727210686210676,0.11389601892395189,0.003928662055458396,0.6772227154579014,,0.003928662055458396
32.0,0.15491916447368118,0.14292143226631074,69.1456,69.1456,0.5412350858791136,0.331306892968927,0.29673472280240043,0.23228284595979,0.11404116055132484,0.27957292523771143,0.37075166731971543,0.5346042603841399,2.4703354600414156,0.7063924162656509,0.4899875705210166,0.1294154380406285,1.1362595397389517,0.2045002711006687,0.20450951154489178,0.5047221183776855,0.4155570837918487,0.27358197112543503,0.11389601892395189,0.004411423828627896,0.7760639352491125,,0.004411423828627896
33.0,0.1511122565390631,0.09771604138094726,71.12704,71.12704,0.5412350858791136,0.34430999828536546,0.30953004928039674,0.22908358380749747,0.11404116055132484,0.2983320671354573,0.3679257848756236,0.5313248070890859,2.6501702889196004,0.7196439435432199,0.4630728241170745,0.12147225930878888,1.0665189218764146,0.2044468546637744,0.2045002711006687,0.49105021357536316,0.4136514301655595,0.27211750601399265,0.11389601892395189,0.005367717859006598,0.9726978389080614,,0.005367717859006598
34.0,0.14789205024749155,0.13503757241358008,73.10848,73.10848,0.5412350858791136,0.3537004741060212,0.3230169542370014,0.22403063775123583,0.11404116055132484,0.30931677406703423,0.36152816748714184,0.5301907991187313,2.750935006090724,0.730763173151694,0.4569087718609567,0.12110526849451701,1.063296765230914,0.2043749435053783,0.2045002711006687,0.4896533191204071,0.41378769650511615,0.2722517366276906,0.11389601892395189,0.006107801154935853,1.148100400576368,,0.006107801154935853
35.0,0.1610693667322,0.15126584537846977,74.7776,74.7776,0.4559241291901578,0.31157162073225353,0.280297793366804,0.23757550870136382,0.11404116055132484,0.25084296613767365,0.3762684611914156,0.5284865456659354,2.1961678843762424,0.684045691156145,0.4646898460729427,0.12346493762919877,1.084014514253005,0.2041499028072872,0.2045002711006687,0.4827564060688019,0.4138544392088374,0.27223505387088764,0.11389601892395189,0.007416993875943162,0.5245542905759066,0.007416993875943162,
36.0,0.1629912708822014,0.5295055848402945,76.75904,76.75904,0.5412350858791136,0.32303625908866584,0.29358896972963844,0.2335999005205591,0.11404116055132484,0.2695859941491943,0.3725098920674815,0.5291134429361352,2.3700398062344745,0.7006972205612748,0.492727492319861,0.13379602444604755,1.1747208173745112,0.204240314633154,0.2045002711006687,0.4898022711277008,0.4118278368462302,0.27046940613494524,0.11389601892395189,0.0037400439918186435,0.7218621169449762,,0.0037400439918186435
37.0,0.153979500769102,0.09212966391867225,78.74048,78.74048,0.5412350858791136,0.33828601061600816,0.29885994213944683,0.2339442304298981,0.11404116055132484,0.288854758509826,0.37362603993686755,0.5391631107459669,2.5575401625699654,0.713180902096586,0.4698271272864285,0.12847025148187713,1.1279608602268743,0.20377153710487045,0.2045002711006687,0.48172903060913086,0.4116510723379228,0.27043037356327393,0.11389601892395189,0.003898827641154203,0.7687564617954195,,0.003898827641154203
38.0,0.15286641289993957,0.15199250149653032,80.72192,80.72192,0.5412350858791136,0.3450518098016452,0.30900709628922557,0.22899756383821349,0.11404116055132484,0.3044722929373421,0.3671798085362101,0.5351027204411335,2.7061610334242494,0.7248126876294255,0.49810214641304795,0.12946075142242122,1.1366573884277893,0.2044468546637744,0.2045002711006687,0.4902861714363098,0.4128650318928889,0.2713421662896123,0.11389601892395189,0.004181711374174125,0.8434202884091064,,0.004181711374174125
39.0,0.14501279979374468,0.12988273297788389,82.70336,82.70336,0.5412350858791136,0.3598544251863695,0.3110561559520926,0.23143124748853716,0.11404116055132484,0.320026110148207,0.3721903762112221,0.5484021163244096,2.851310632983164,0.7361528380891478,0.5564238158676171,0.15043022378969056,1.320768058540593,0.2045002711006687,0.21429065504599848,0.5268274545669556,0.4153774381223878,0.27319288481911624,0.11389601892395189,0.005962291380851814,1.2383678500773385,,0.005962291380851814
