round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_auprc,fed_brier,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_auroc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6401991698037554,0.5231035567016168,10.08172,40.27056,1.0,2.1505989866606043,0.24551515084176523,0.21462143589106925,0.3023832332307892,0.3410015424158276,0.5374638773789373,0.11369216241737487,0.6761434706142213,0.2781505319237204,0.6641650631395547,0.2277366056787489,1.9995133089841193,0.2802262550082489,0.28216268404537775,0.5040469169616699,0.34054979743391267,0.21596000958545153,0.11389601892395189,0.007824263891975288,1.5739415249654485,0.0064022053849531095,0.009134542301999529,0.0046849662658002755
12.0,0.6401242195071177,0.5302321587897039,10.99824,43.93152,1.0,2.1479329037079036,0.24573211650955717,0.21700265470282906,0.29934827895586646,0.3436090093548095,0.5325439863303265,0.11369216241737487,0.6767977086802084,0.2777381884298323,0.6634186217499367,0.22728029261427043,1.9955069085077062,0.2792207792207792,0.28275576418611076,0.5394446849822998,0.3430974994981028,0.21838743281038392,0.11389601892395189,0.007514320485895778,1.6062595698349469,0.006055891373182279,0.008889833295880157,0.004780428681396128
13.0,0.6385297687227325,0.5653480454006224,11.91476,47.59248,1.0,2.180710471485092,0.24921134330097938,0.21307521666515616,0.3066223129210636,0.33639660519757353,0.5615149045313234,0.11369216241737487,0.6787678342616842,0.2801189894979758,0.6638628848910575,0.22860907733368319,2.007173556139174,0.2825025547859657,0.285140562248996,0.5075356960296631,0.3357249280785907,0.21471716605586566,0.11389601892395189,0.006885733358077624,1.5600352479159483,0.0052302480001358,0.008472248356982244,0.004957733706996141
14.0,0.6339126004643636,0.606655939144245,12.83128,51.25344,1.0,2.212128082774744,0.2532626994785601,0.21896746616651142,0.30917865094972236,0.3461583057847044,0.571204279183516,0.11369216241737487,0.6816542829190283,0.2751668025411136,0.6635732435448507,0.22897951038562686,2.0104259354184797,0.27778366352367834,0.2828539199097575,0.5544102787971497,0.34584610244974806,0.22111989777204086,0.11389601892395189,0.0072155933029377445,1.7260314883724277,0.005419223353388815,0.008965979130281014,0.003634074895707043
15.0,0.6375653261530598,0.7914845485932445,13.7478,54.9144,1.0,2.230758194485142,0.25591737519810903,0.22238167378425008,0.309531841712284,0.35323722975778254,0.5808778575110594,0.11369216241737487,0.6849572504485614,0.27860916656432055,0.6634533084345517,0.22911122395154665,2.011582372378825,0.27796246648793566,0.281462971376647,0.510157585144043,0.35266759570762446,0.22456269459325076,0.11389601892395189,0.006613158830002885,1.6762903306735097,0.005050644087753583,0.008160558739485372,0.003904986802506143
16.0,0.6315662276237327,0.6591949374473567,14.66432,58.57536,1.0,2.258824462840306,0.25915916426870605,0.21270883772791513,0.31270001942771253,0.3380824903804231,0.5630789714036665,0.11369216241737487,0.6865012424465439,0.28057404283293863,0.6618106353993228,0.228371133865317,2.0050844272072395,0.2791922739244952,0.28416110699283426,0.5191785097122192,0.3374977210090649,0.21527987526890488,0.11389601892395189,0.007274151196750297,1.9522707603709932,0.004880384367949616,0.009677211789645502,0.00383350950754993
17.0,0.6337277008221728,1.0229211378051,15.58084,62.23632,1.0,2.269181608951828,0.26040632476926406,0.22322492069651925,0.3170952355686272,0.3530128792312898,0.5832968642417462,0.11369216241737487,0.6884700140124382,0.27768331183335615,0.6607533566395059,0.2274541111139731,1.9970330241818521,0.27624309392265195,0.28059567797559065,0.5159336924552917,0.3524980939378364,0.22612899413762924,0.11389601892395189,0.006834264482762345,1.9480203508328486,0.004540518219528667,0.009144764942405178,0.004149340884368702
18.0,0.6399778932433692,0.8906149102763212,16.49736,65.89728,1.0,2.281564208391319,0.26208876913049006,0.21288378562057556,0.31781198794514465,0.3388180586772358,0.5628796676419462,0.11369216241737487,0.6906418879342723,0.27972801231025457,0.658382827952689,0.2268067345597202,1.9913490980853206,0.2754279403644395,0.27752106550693123,0.536030650138855,0.3380313601665999,0.2160762917161319,0.11389601892395189,0.0064719195617291905,1.9523884906984676,0.004260172785697958,0.008709814709511422,0.00446322915188245
19.0,0.6394477071370622,1.289014927057162,17.41388,69.55824,1.0,2.3149202539357163,0.2661984319106759,0.21147645967613934,0.3161959063745658,0.33500843636707983,0.5774402565088593,0.11369216241737487,0.6932691967614563,0.2793674547521707,0.6587492970424607,0.22544781870209318,1.9794179009243877,0.27110868377935554,0.27816254416961134,0.5446378588676453,0.33451881214676876,0.2152359530008395,0.11389601892395189,0.005361420526349389,1.6991979714748595,0.003649997240098783,0.0071117160960888345,0.004335706404768006
20.0,0.6421304270858121,1.2123265015423141,18.3304,73.2192,1.0,2.3404507024113834,0.26909674823830293,0.20579815029813203,0.31745496298245846,0.3255276022962628,0.5757265134524879,0.11369216241737487,0.6939895142367749,0.2846984238615779,0.6587344886894051,0.22435235921715135,1.9697998344169598,0.27625056331680936,0.27808383233532935,0.5121588706970215,0.32491626700794574,0.21008186115246164,0.11389601892395189,0.005523920869921322,1.8296471386875055,0.003690886369541177,0.007425082366588679,0.004368112005477219
21.0,0.6400039074868152,1.1696009266055423,19.24692,76.88016,1.0,2.3503843049494653,0.27019042945415106,0.2190246201705016,0.3181299841577688,0.34578319921530254,0.5841567448617379,0.11369216241737487,0.6948855680522592,0.28097676101287605,0.6582633320732011,0.2248922013858573,1.9745396152609804,0.27461459403905447,0.2789603405780865,0.516567587852478,0.3448861650774069,0.2230878050212592,0.11389601892395189,0.005086953392433472,1.7666401871988455,0.003430920575945864,0.0068229464099568045,0.004246499021611855
22.0,0.6392865929737526,1.2462639751253461,20.16344,80.54112,1.0,2.36508550866659,0.271618911390346,0.2217387389934746,0.31796268756576407,0.3504140331163336,0.5763369478761381,0.11369216241737487,0.697221421672679,0.28286478196746806,0.6552785453719655,0.2234486468493226,1.9618652957353915,0.2702258726899384,0.2779778909452242,0.539612889289856,0.34972695439758733,0.22641953063440215,0.11389601892395189,0.004885988807313707,1.7717532300357561,0.0031623350774469382,0.0067066383677029376,0.004040033303624086
23.0,0.6393340611564103,1.276405492657544,21.07996,84.20208,1.0,2.367458262070378,0.2724927673407157,0.20588082922977904,0.32447953447360595,0.3281586734354051,0.5706634703600297,0.11369216241737487,0.6993904605341699,0.2869276817261209,0.6550485766687922,0.22279975516594167,1.9561680668988488,0.27278835386338185,0.27796610169491526,0.5140113234519958,0.32764995985012557,0.21094158631868629,0.11389601892395189,0.004766529215270325,1.8081644780631905,0.0029303107356353627,0.006725005076068065,0.0046892274494985935
24.0,0.6458318203640784,1.7502491431750706,21.99648,87.86304,1.0,2.3816819577655477,0.2739945773899961,0.21017836604950974,0.32388202587630666,0.33379958665985143,0.5518002920417917,0.11369216241737487,0.700775940000858,0.285239347440011,0.6535253744141477,0.22286939022334323,1.956779458394877,0.2700466694951209,0.2769190117584886,0.5342757105827332,0.33385930166885297,0.21589857543569077,0.11389601892395189,0.004462180920232468,1.7664781015218978,0.0027748354027328993,0.00627113317080529,0.004503252580780984
25.0,0.643704022683303,1.4225180670512012,22.913,91.524,1.0,2.4157790397002095,0.27771926443165473,0.19751665175008257,0.32403565441593585,0.31123677078457296,0.5534433122303338,0.11369216241737487,0.7024104544712982,0.29084725551631857,0.6528886779800142,0.22248361088926494,1.9533923397078237,0.272057990712425,0.27502983689165894,0.5253255367279053,0.3108367509319954,0.203883004247861,0.11389601892395189,0.004510586664851715,1.857174764382762,0.0026660197326168677,0.006502314945863707,0.0039383394283993844
26.0,0.650574608531622,1.6871049749462377,23.82952,95.18496,1.0,2.433418995788041,0.27984907948820925,0.21306458496989972,0.3281730982247293,0.33955232346419273,0.5456468212124234,0.11369216241737487,0.7058857616455009,0.2855549221705996,0.652098853135724,0.2216479773916139,1.946055529294731,0.26636568848758463,0.27810115120941664,0.5359324216842651,0.3391927725519305,0.2190828765069461,0.11389601892395189,0.004138516647425623,1.7762330047571595,0.0025557991183970757,0.005863948846392438,0.0036957503515494816
27.0,0.6438707265424076,1.2212761020228013,24.74604,98.84592,1.0,2.4363369668857042,0.279790154534749,0.20425063004356972,0.3248215157922708,0.3224706916479165,0.5695618125170628,0.11369216241737487,0.7051528429237244,0.2890337944709796,0.6514543007447999,0.2212988694803935,1.9429903834317006,0.26931330472103004,0.2735285754904748,0.553403913974762,0.3223025717261854,0.21103363474280498,0.11389601892395189,0.0038542057566367635,1.718665172054898,0.0024210171891733143,0.005428057143607219,0.004879984280508116
28.0,0.6482581930021946,1.956811008916691,25.66256,102.50688,1.0,2.460411973570286,0.2825382503205831,0.20027016534012015,0.3264989524308572,0.3171902240806491,0.5500851794969446,0.11369216241737487,0.7063080771245411,0.29349119649964045,0.651578803855533,0.22102630396087436,1.9405972750325287,0.2727377521613833,0.27380015735641233,0.5223740339279175,0.31694302116461054,0.20717213597971212,0.11389601892395189,0.003919373599749538,1.8189101256521099,0.002383964380066085,0.005618782284759408,0.004111760412919632
29.0,0.6448257061621445,1.7605975122960036,26.57908,106.16784,1.0,2.4713906356633006,0.2842955557953247,0.2050957156169134,0.3296584092492629,0.32564549936940546,0.574842520652419,0.11369216241737487,0.7091294872001652,0.2906104678521282,0.6506074637412457,0.22149015223609408,1.944669834193086,0.2711412379153239,0.2756787013713966,0.5417546629905701,0.32568394993341837,0.21247327543150218,0.11389601892395189,0.0036590700604142473,1.764450530617978,0.002186451313161253,0.0052938102253219516,0.003598863227089957
30.0,0.6479980017956142,1.7239187523332529,27.4956,109.8288,1.0,2.476248092523433,0.28479588765226593,0.20978112364025922,0.3303216917446728,0.334409053257362,0.5529071150784377,0.11369216241737487,0.7107581789295476,0.29238672131680965,0.6491159488522498,0.22049733534456528,1.9359529633058628,0.2689647601273466,0.2731289698978183,0.5357244610786438,0.33415174491900584,0.21679754966411705,0.11389601892395189,0.003694419311829748,1.8409571379088447,0.0021496752452963568,0.0054110636636978135,0.004821637346148746
31.0,0.6512323541378245,1.893104136575604,28.41212,113.48976,1.0,2.4857009875257736,0.2856514505374384,0.2036537955465225,0.3297488559062409,0.3224708930472624,0.5541467766135902,0.11369216241737487,0.7096029827280352,0.2939241021710917,0.6479728443919688,0.21949415029603483,1.927145060641589,0.26647469265699414,0.27143406382160706,0.5233902931213379,0.32194166666651974,0.21096350495546556,0.11389601892395189,0.0035887581025079007,1.8527560782285946,0.002011036673404276,0.005347779744736323,0.0056613033754741035
32.0,0.6586959152810525,2.878072717252285,29.32864,117.15072,1.0,2.490829151259827,0.2862145785625539,0.19726754892864642,0.3297435603900505,0.31102781352505193,0.5564011581877623,0.11369216241737487,0.7103905340818575,0.2947120101414323,0.6495160881210454,0.2194411630090792,1.9266798355401655,0.2706572769953052,0.2718585080587648,0.5382161140441895,0.3109951305503775,0.20492760310541863,0.11389601892395189,0.0034177548973943032,1.8219072736119415,0.0019120256855295603,0.005099405075079656,0.005804657363025841
33.0,0.6590410194996306,2.3399034704521333,30.24516,120.81168,1.0,2.5220358316097857,0.28989303245800463,0.20647260014863897,0.3322997977646554,0.32624941881471275,0.585754421292366,0.11369216241737487,0.7129996391914788,0.29237673598755154,0.6474236427353809,0.21763416026504023,1.910814463237333,0.26805239796470715,0.27388791829055237,0.5427261590957642,0.32623163651536913,0.2148847709747427,0.11389601892395189,0.003241510420156888,1.7861145794613549,0.0018227702056639078,0.0048330229607213985,0.005325788823965866
34.0,0.6576670002477913,2.8967128337393357,31.16168,124.47264,1.0,2.548399759581223,0.29283696571813606,0.2006762715521668,0.3382926452104716,0.31749868532888137,0.5518073695971224,0.11369216241737487,0.7163454071193229,0.2968941933322638,0.6470284730494751,0.21726965067043863,1.9076140915470372,0.2707540836876259,0.27262044653349,0.552659273147583,0.31766167783346333,0.20923238556641327,0.11389601892395189,0.003317956322250194,1.8909137505979743,0.0017643219341476138,0.005070847792029844,0.004841636151153572
35.0,0.6520740293681816,2.9350692498404247,32.0782,128.1336,1.0,2.5230037108210506,0.289803643721097,0.20613715478560068,0.33755561621844776,0.3278082638386109,0.5609383445285874,0.11369216241737487,0.7183422599469828,0.2946290857388202,0.6456328861695956,0.21331049598140528,1.8728529583095632,0.2665109365045657,0.272644098810613,0.5648579597473145,0.3271008486542678,0.21446693106036024,0.11389601892395189,0.003261731141738696,1.919887022572766,0.0016635009371467635,0.005071251682895654,0.005265319806798574
36.0,0.6429717430602376,2.0377335676358816,32.99472,131.79456,1.0,2.5747632869597834,0.29610788941948424,0.19881981626918577,0.33858425320201085,0.3162803295206049,0.5573157893174243,0.11369216241737487,0.7193093098798443,0.3000850672686347,0.6450582467743265,0.21462666906805922,1.8844088765856246,0.26735277301315036,0.27188136086071535,0.5476528406143188,0.3162177342865756,0.20789114421126764,0.11389601892395189,0.0029808976074194955,1.808454125188291,0.0016593664138054027,0.004474375319710571,0.004261721658295932
37.0,0.6541545008201574,3.580588637174396,33.91124,135.45552,1.0,2.583547220467962,0.2969973094828038,0.19843864009161827,0.3413173258431011,0.3156563154683463,0.5474290506979335,0.11369216241737487,0.719183031373894,0.30027037035971993,0.6419889144167047,0.21436355506741434,1.8820987519374526,0.264163979732842,0.2717770034843206,0.5438169240951538,0.31597768367016843,0.20789348972932375,0.11389601892395189,0.0028425183466364036,1.7772976230862696,0.001576737449566834,0.004275627700162485,0.0063371821400495035
38.0,0.6531806062263337,2.3811940822087108,34.82776,139.11648,1.0,2.5993389841396213,0.29851529141508093,0.2107605132750416,0.3408054419275997,0.33531821737763734,0.5675623439977032,0.11369216241737487,0.7202230302518644,0.2968763006898602,0.6436680812575996,0.21488750961354394,1.8866990404381372,0.26629306766293065,0.27098108747044913,0.5638208389282227,0.3356802524244532,0.2198109633451405,0.11389601892395189,0.0028839552274856984,1.8581768704425485,0.0015486304949072294,0.004400240406341156,0.0047834860876995525
39.0,0.6617200471747815,2.8329098130418693,35.74428,142.77744,1.0,2.614330576031749,0.30033561177448975,0.19676177660953587,0.3420831281218839,0.3108401561297379,0.5519391201804711,0.11369216241737487,0.7220658081977397,0.3038203018417614,0.6454725794730426,0.21428016891609492,1.8813666266875342,0.26870056497175143,0.2697183098591549,0.5069217681884766,0.311574361916251,0.2065814227195797,0.11389601892395189,0.00259517686031266,1.724963609052793,0.0014091991925000715,0.003937401216143224,0.005607368060082437
40.0,0.6615406834253178,2.5017411175875823,36.6608,146.4384,1.0,2.6305307609851396,0.30186462918836093,0.19178616298333098,0.34426421232275206,0.30355354498394543,0.5599967990482159,0.11369216241737487,0.7242336108468943,0.30628796443834344,0.641757502526581,0.21225135467637554,1.8635537631749473,0.26355509114129805,0.2679738562091503,0.5601565837860107,0.3036837303112738,0.20217553570286526,0.11389601892395189,0.00270505809608294,1.8502465367528202,0.001466310684380389,0.004104959005494239,0.005935475866024548
41.0,0.665891030133044,4.118440593567413,37.57732,150.09936,1.0,2.6258857463807566,0.301569051466427,0.20409789181871762,0.3449056921455315,0.3218280895721444,0.5617924523665014,0.11369216241737487,0.7231484058197477,0.2990184406985822,0.6440759886370236,0.2148523493982833,1.8863903359233276,0.26653821451509313,0.2674735967722796,0.5199244022369385,0.32215631918571097,0.2143796219959119,0.11389601892395189,0.0026260837070817573,1.8533589608996408,0.0014337520225588174,0.003973449161410847,0.005097529315452992
42.0,0.6678974164624621,3.2694198832300416,38.49384,153.76032,1.0,2.617802929840576,0.3012827783810288,0.1982527555113046,0.35011921724645506,0.3162734678254644,0.5531237099750034,0.11369216241737487,0.7257492527443067,0.3078415715018156,0.6407945705449609,0.2117189625197154,1.8588793929757954,0.26312765712972536,0.26909090909090905,0.5530803799629211,0.31640217298475126,0.20838224491408291,0.11389601892395189,0.0025421671252902514,1.8434887178391364,0.0013413532329913022,0.003906350070661419,0.003239475791262619
43.0,0.6719273155542591,3.3366018614511908,39.41036,157.42128,1.0,2.6479449400315516,0.30475624391434714,0.19517258773059362,0.35000771068705655,0.310771037140285,0.5465701179475126,0.11369216241737487,0.7270899823248032,0.30378651445689986,0.6405992383285957,0.21241737772992147,1.8650114353141005,0.26274144752152667,0.2669392523364486,0.5391404628753662,0.31162474142198066,0.20574323869478534,0.11389601892395189,0.002398407130170356,1.7847553738511124,0.0012620795078138443,0.0036878116804513936,0.0040219102916155365
44.0,0.6611152234517305,4.055623883759948,40.32688,161.08224,1.0,2.6561244093366203,0.3058911568242509,0.1991055136887314,0.3505189953163042,0.31689407654325025,0.5563773201721661,0.11369216241737487,0.7268073616227734,0.3068128121882879,0.6379561606488449,0.21155476756186453,1.85743777140375,0.26390452600765596,0.26472269868496284,0.5444064140319824,0.31741751504699517,0.2101722087456137,0.11389601892395189,0.0023668317345719126,1.8065489602486196,0.001223568902846122,0.0036661000454672153,0.003837393443239937
45.0,0.671156717963017,3.5879775115684387,41.2434,164.7432,1.0,2.6505751671768825,0.30460324576877806,0.19632068302721928,0.35073462889085055,0.31153046966618203,0.577666250609511,0.11369216241737487,0.7270817554910368,0.30760030331626387,0.6405352863225181,0.2115967778955137,1.8578066195342295,0.2608994164092001,0.26545454545454544,0.5522974133491516,0.3127814020731819,0.20759728349122292,0.11389601892395189,0.002437413701386581,1.9107844412374106,0.0011680971587374016,0.0038806675241656874,0.004447981859060335
46.0,0.6696890486065238,4.137260415925896,42.15992,168.40416,1.0,2.6770084012409887,0.307738091204336,0.19748218314618216,0.3470791809198145,0.3131961471483296,0.557799710571147,0.11369216241737487,0.7288560613864544,0.30809433701819783,0.63778806074276,0.21092509508216736,1.8519092859865591,0.26249426868408987,0.2639035241774968,0.5033879280090332,0.3139674661253372,0.20933641730371705,0.11389601892395189,0.002357568502731619,1.898306191465963,0.0011376432810460972,0.0037369529467597136,0.004976570283527062
47.0,0.6695134181039408,3.6344739248858966,43.07644,172.06512,1.0,2.6810769318774854,0.30831870463063393,0.1960769050002243,0.35048569204974317,0.3120525943093469,0.5410139047690523,0.11369216241737487,0.7298586515278757,0.3129287394844267,0.6372957959487258,0.21046298642262146,1.8478520005439971,0.2628782628782629,0.2651148730350665,0.5483114719390869,0.31339353565893213,0.20780514653464802,0.11389601892395189,0.002298939784023738,1.8937406082513917,0.0011285650484683322,0.003615870816082389,0.004572072006366129
48.0,0.6728444264247075,4.028316816639604,43.99296,175.72608,1.0,2.6589566131334856,0.30574765759680783,0.20710772722063256,0.3482939608124466,0.32839262504650507,0.5591068193565046,0.11369216241737487,0.7291532426787537,0.30825893222696665,0.6381595998110353,0.20981584446950147,1.842170134230899,0.26114785577128224,0.2657241777264859,0.558975875377655,0.3289901955383853,0.21891699163874817,0.11389601892395189,0.002102818197666975,1.771751339218099,0.0010588418392731547,0.003274438066400266,0.004354948372732472
49.0,0.6674026932094917,3.606792827972695,44.90948,179.38704,1.0,2.713731086928645,0.3120336683904333,0.20809622480560871,0.35178776628460356,0.33259264241504677,0.5640114661279173,0.11369216241737487,0.7321257630347822,0.30808395455758003,0.6389771840425791,0.21015032055862587,1.8451068136011213,0.26164686086865074,0.2662016855565243,0.5553605556488037,0.33315695539802564,0.21917388839208782,0.11389601892395189,0.0020922478236722543,1.806611011394125,0.0010739198382022038,0.0032340230414366527,0.004333026697583224
50.0,0.6586959401549496,2.879545225964665,45.826,183.048,1.0,2.7299742980585346,0.31463064861323964,0.19300365120628007,0.3561917047737309,0.3079758113575042,0.5417090301754568,0.11369216241737487,0.733419511201292,0.30926046563035986,0.63557765051072,0.20883385569398588,1.833548333532393,0.26226870474658087,0.2644961240310078,0.5478320717811584,0.30878104714998983,0.2046505828671619,0.11389601892395189,0.0018076597197954666,1.59906534761285,0.0009232895636979797,0.002798625553426336,0.00368396493067403
51.0,0.6796180616164444,4.299727811583581,46.74252,186.70896,1.0,2.7487372315934353,0.3164082944433355,0.20284987940988636,0.35663971836925557,0.32306046624905976,0.5740968754053641,0.11369216241737487,0.7348108756926054,0.30588520310979606,0.6344497936343056,0.20957788297282115,1.8400808470114818,0.2603866282174517,0.2622303679684196,0.550681471824646,0.324166629663294,0.21525285413173056,0.11389601892395189,0.0019172452365801079,1.7383485318041494,0.0009784629281755258,0.002966992345955917,0.004312783074031038
52.0,0.6741104851833593,4.4928117722322956,47.65904,190.36992,1.0,2.7398489714679886,0.3155630468413502,0.1981085137042151,0.36001922182346735,0.3163078608592655,0.5644855086669105,0.11369216241737487,0.7352665542583485,0.3135310047142932,0.6346357514102196,0.2099314558588291,1.8431851950769225,0.25912203884585155,0.26161255243125686,0.5577090382575989,0.31730902796842936,0.21038783457312077,0.11389601892395189,0.001924026089756138,1.7844328247701924,0.001022429101577726,0.002927798096862641,0.004046871185836446
53.0,0.6720128145324276,4.079192297295908,48.57556,194.03088,1.0,2.764100415833863,0.3181857759966129,0.19981296656508754,0.36047528823758124,0.3171356075660524,0.5728252945473107,0.11369216241737487,0.7352624980224777,0.31181686748414295,0.6344229629064811,0.208981712390503,1.8348465061806911,0.25675383617894965,0.26390089311437626,0.55454021692276,0.3179416880160889,0.21241337431175494,0.11389601892395189,0.0018565996415463397,1.7586581133255095,0.0009358898678382553,0.00287650794485086,0.004351799294541467
54.0,0.6847218690410288,4.5973105354087505,49.49208,197.69184,1.0,2.755173064474035,0.3173073564876024,0.19175493886204795,0.36045406798048246,0.30464841202354304,0.5482941451877927,0.11369216241737487,0.7350007857237615,0.3149951101483608,0.6348503721339123,0.2097428565520687,1.841529304831221,0.26161543959971406,0.2624808214327865,0.4980226159095764,0.3051118206796263,0.2047923390722796,0.11389601892395189,0.0018729949553920578,1.8126415623009962,0.000912594649896912,0.002932210315612523,0.004266627951687094
55.0,0.6826770716482421,4.935735769112042,50.4086,201.3528,1.0,2.760363658410561,0.31788267988748053,0.1983563149762641,0.3604584597877864,0.31432381337897664,0.5552193832877751,0.11369216241737487,0.7360788139252086,0.3118334674602585,0.6364701298702603,0.208687812212117,1.832266080796532,0.26229145950723676,0.2649858502701312,0.5344506502151489,0.31516709030677514,0.2112441031580255,0.11389601892395189,0.0018139430622291853,1.790755470541626,0.0008980423720549228,0.0028191129752722518,0.0044874524027283
56.0,0.6880558594220776,5.2612948200129335,51.32512,205.01376,1.0,2.7704102341061496,0.3185199619170501,0.20358994069415717,0.3601590858695614,0.3236996491804684,0.5579518762781518,0.11369216241737487,0.7360966350789302,0.30802743554293743,0.6351016247072401,0.2097991474488935,1.8420235354229186,0.26117673032343525,0.2650266294699467,0.5315139293670654,0.3248487970246924,0.21666293171274284,0.11389601892395189,0.001749145990364872,1.7639715132863785,0.0008936775271299665,0.0026833150348482535,0.004035486764045386
