round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_ece,fed_prevalence,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
17.0,3.0669976368695133,264.65972049813365,352.710288,352.710288,1.0,0.3607610367769671,0.5899358203877574,0.9869565217391303,0.9934354485776805,0.8091042584434655,0.3687112033367157,0.9971895889184788,1.0103683059526436,0.0,0.4944519980621063,0.9731949343439941,1.0063207031251717,0.9832657200811359,0.9832657200811359,0.5431345105171204,0.42211788164409914,0.2100186909091476,0.9670822942643391,0.0007784854574214449,0.48006518743704873,0.00020580503975755422,0.0008718997146116607,0.0002982855465005223
18.0,3.020315393102843,285.7493586235331,373.457952,373.457952,1.0,0.33006152295716346,0.5633196861847587,0.9869565217391303,0.9934354485776805,0.9133627019089574,0.38462340831756586,0.9988115709309893,1.0120117238507822,0.02608695652173913,0.49181865066341596,0.9739688248974103,1.0071209354921649,0.9832657200811359,0.9832657200811359,0.5451471209526062,0.4188344294590842,0.20725842032545722,0.9670822942643391,0.000669818128980094,0.4138602522158408,0.00019484031443065266,0.000747104044545749,0.0003081775564661663
19.0,2.8698338628330147,372.48593053340755,394.205616,394.205616,1.0,0.04250885901573952,0.1711261891800424,0.9869565217391303,0.9934354485776805,0.5227606461086638,0.7470324635505676,0.9905567149377951,1.003647772844462,0.9934354485776805,0.5311156953756231,0.972928104571703,1.006044790957331,0.9832657200811359,0.9832657200811359,0.5396493673324585,0.42638449047569027,0.21363728741850754,0.9670822942643391,0.0007593562563378518,0.4701378163847494,0.00035456169968763317,0.0008253187782508886,0.0002804245329053509
20.0,3.9394749994743554,244.76571249988805,414.95328,414.95328,1.0,0.09378536635097036,0.27974680869475654,0.9869565217391303,0.9934354485776805,0.8502202643171805,0.5500437021255493,0.997824816825979,1.011011928942622,0.9934354485776805,0.589729163736384,0.9803820601656483,1.013752465514247,0.9832657200811359,0.9832657200811359,0.5381696820259094,0.4279164498880914,0.21494189068857295,0.9670822942643391,0.0008149289936876681,0.5064461931517599,0.00011112240303991965,0.000927406224451964,0.0013648497983471443
21.0,2.932684811270438,240.21289091377918,435.700944,435.700944,1.0,0.2379419001873662,0.47456554796384737,0.9869565217391303,0.9934354485776805,0.882525697503671,0.4473545849323272,0.9983180528402235,1.0115116834944995,0.786096256684492,0.5547533092659447,0.976402450487894,1.009637397229617,0.9832657200811359,0.9832657200811359,0.53928142786026,0.426892090378854,0.21406868635733384,0.9670822942643391,0.0006441962953018298,0.4006847948661516,0.0001266191233338675,0.000727667448837196,0.00041657746749404706
22.0,3.370723830490812,249.84650695981614,456.448608,456.448608,1.0,0.32412101294758916,0.55764595736628,0.9869565217391303,0.9934354485776805,0.9060205580029367,0.3612957000732422,0.9986972360744308,1.011895877960877,0.100418410041841,0.5604888492975135,0.9765858068526516,1.009826994708389,0.9832657200811359,0.9832657200811359,0.5408527255058289,0.4251935089318235,0.21262063768391767,0.9670822942643391,0.0008084730846429825,0.5037103832154344,0.00014593635831815704,0.0009150130269010664,0.0005859369775799602
23.0,2.4792723700473984,273.1261299900255,477.196272,477.196272,1.0,0.024050737784079634,0.0993796014267465,0.9869565217391303,0.9934354485776805,0.24082232011747426,0.7593202590942383,0.9812132646148939,0.9941808407992317,0.9934354485776805,0.5186365980589808,0.9682496435986223,1.0012070837623712,0.9832657200811359,0.9832657200811359,0.5364971160888672,0.42757127365269265,0.21465049216709212,0.9670822942643391,0.002848795024737064,1.7788200273107577,0.0008970824844165438,0.0031637679470605485,0.0007732022452490179
24.0,3.9781729566012722,209.9078840022001,497.943936,497.943936,1.0,0.013501634983988616,0.02224487066268929,0.9869565217391303,0.9934354485776805,0.6593245227606461,0.9026036858558654,0.9944211478579666,1.0075632775653407,0.9934354485776805,0.5422077922077921,0.9728809596788164,1.0059960413388482,0.9832657200811359,0.9832657200811359,0.5316570997238159,0.4330820957324154,0.21938985425156918,0.9670822942643391,0.0010846042939217553,0.6863950049003051,9.63124742408418e-05,0.00123886417736492,0.0026602727018351707
25.0,2.9821563959464044,197.03906368073962,518.6916,518.6916,1.0,0.030098976905251068,0.1255024212857951,0.9869565217391303,0.9934354485776805,0.7048458149779736,0.7453708052635193,0.9954054639219684,1.0085606022116862,0.9934354485776805,0.56844359010424,0.978140359445649,1.0114344614174968,0.9832657200811359,0.9832657200811359,0.5319510102272034,0.4330312692910953,0.21934097303469066,0.9670822942643391,0.0007276512309806934,0.46083262515105616,5.95420942550668e-05,0.0008331174589562681,0.000836697544627686
26.0,3.0343645301266133,211.84716476858355,539.439264,539.439264,1.0,0.06554246461432563,0.22744031444839807,0.9869565217391303,0.9934354485776805,0.775330396475771,0.657382607460022,0.9966774852947895,1.0098494344396547,0.9934354485776805,0.5719560223170331,0.9792811463733045,1.0126140786376874,0.9832657200811359,0.9832657200811359,0.5331953763961792,0.4317847972796148,0.21826006694899286,0.9670822942643391,0.0007067070603185945,0.44814215796571943,9.218671188967228e-05,0.000803810075056871,0.0006131375157498659
27.0,3.147210767451084,230.4378334791456,560.186928,560.186928,1.0,0.0701558883451171,0.23592730967894843,0.9869565217391303,0.9934354485776805,0.8208516886930982,0.6690185070037842,0.9974206702776315,1.0106024412504637,0.9934354485776805,0.5477050025786488,0.9783932567722724,1.0116959669047996,0.9832657200811359,0.9832657200811359,0.5345699191093445,0.4302564681616804,0.21693984518668888,0.9670822942643391,0.000530184366242912,0.3366811086798407,7.710190343477128e-05,0.0006016356204637626,0.00047130254406159075
28.0,3.147008232893894,252.01551836198743,580.934592,580.934592,1.0,0.097494061055835,0.28776200361873794,0.9869565217391303,0.9934354485776805,0.8384728340675478,0.6071450710296631,0.9976830377773855,1.0108682761621088,0.9934354485776805,0.5588322628033819,0.9790476377006605,1.0123726217585478,0.9832657200811359,0.9832657200811359,0.5349132418632507,0.4299265551448165,0.21665382548643378,0.9670822942643391,0.00047749301465479984,0.30361437767788857,0.000135256635642189,0.0005314646608108842,0.00036740225024775136
29.0,3.547585553193467,267.33552208872976,601.682256,601.682256,1.0,0.18177071080330015,0.40218666986278867,0.9869565217391303,0.9934354485776805,0.6930983847283407,0.45571205019950867,0.9951019852732654,1.008253112831943,0.8861985472154964,0.5397033772485036,0.9779583852312584,1.0112462931349526,0.9832657200811359,0.9832657200811359,0.5373336672782898,0.42656754044225975,0.21377407403097712,0.9670822942643391,0.00060657527345622,0.3862143478169173,0.00014486539286701322,0.0006792891921187334,0.00043777586024475006
30.0,2.963156398120961,325.519814035596,622.42992,622.42992,1.0,0.012978551876578252,0.009035741246264939,0.9869565217391303,0.9934354485776805,0.3524229074889868,0.9802044034004211,0.9841532999897622,0.9971597312671598,0.9934354485776805,0.5135613483988934,0.9719928074501774,1.0050776580389922,0.9832657200811359,0.9832657200811359,0.5401942133903503,0.4238874088201736,0.21151492427330684,0.9670822942643391,0.0014951681361044043,0.9534831149621823,0.00052394425158446,0.0016487378617074805,0.0004650991349743966
31.0,4.292888634409145,235.74799794926417,643.177584,643.177584,1.0,0.01294373886271557,0.0008423307667607682,0.9869565217391303,0.9934354485776805,0.5447870778267254,0.9658963680267333,0.9919603311422398,1.0050699390427982,0.9934354485776805,0.5458413427727508,0.9774321433417752,1.0107021389377304,0.9832657200811359,0.9832657200811359,0.5355054140090942,0.42875731529440364,0.21565970599736545,0.9670822942643391,0.0011519030431972747,0.7395691530688282,0.00011892993245482224,0.0013101875870292503,0.003229162298210038
32.0,3.040017847587349,216.22059684756425,663.925248,663.925248,1.0,0.02016190839308751,0.08536852442699927,0.9869565217391303,0.9934354485776805,0.8311306901615272,0.8524636626243591,0.9974579062367517,1.0106401693147704,0.9934354485776805,0.536800443840155,0.9773210710455931,1.0105872859445149,0.9832657200811359,0.9832657200811359,0.5358553528785706,0.42870926268380183,0.21562130781604252,0.9670822942643391,0.0010128807057599328,0.6507103714717459,0.00010980805697698192,0.0011533358681598677,0.0011814907961174344
33.0,2.7642437010521825,209.5653685112827,684.672912,684.672912,1.0,0.015197492465712979,0.05156999515450522,0.9869565217391303,0.9934354485776805,0.9368575624082233,0.9069161415100098,0.9991362147377318,1.0123406581043097,0.9934354485776805,0.49544048009751984,0.9727601105825989,1.0058710787612744,0.9832657200811359,0.9832657200811359,0.5374000668525696,0.42766317253992736,0.21473261509059305,0.9670822942643391,0.0007478093844827235,0.4811571405740551,9.998342707395828e-05,0.0008486561915337495,0.0006666496232282763
34.0,3.2661030844544636,236.20401767872332,705.420576,705.420576,1.0,0.02761166246343389,0.12041109852168873,0.9869565217391303,0.9934354485776805,0.9089574155653452,0.7835896611213684,0.998744898010935,1.0119441697908154,0.9934354485776805,0.5136043258786941,0.9762521164313798,1.0094819460778321,0.9832657200811359,0.9832657200811359,0.5379523038864136,0.42607971114708,0.2133760556121118,0.9670822942643391,0.0007214250708576357,0.4651325893577791,0.0001073040709608997,0.0008167591400141487,0.0006941492026524513
35.0,2.8797679636140505,244.2645923103017,726.16824,726.16824,1.0,0.021913307715156278,0.1095761060714722,0.9869565217391303,0.9934354485776805,0.9867841409691631,0.8519789576530457,0.9998260989502433,1.0130396597293216,0.9934354485776805,0.48834919593042336,0.9735575502561123,1.0066956618171765,0.9832657200811359,0.9832657200811359,0.5383740067481995,0.4265223932682427,0.21375923798855095,0.9670822942643391,0.0006694675109665835,0.43224042374788496,0.0001465314383552119,0.0007507350060704768,0.00048540994955357814
36.0,3.724022824477044,261.35829805356667,746.915904,746.915904,1.0,0.04893818733562806,0.18480112708133206,0.9869565217391303,0.9934354485776805,0.696035242290749,0.7134646773338318,0.9952669198933206,1.0084202272046863,0.9934354485776805,0.5029029334083486,0.975869658031576,1.0090864694962918,0.9832657200811359,0.9832657200811359,0.5380297303199768,0.4254346819589857,0.21282644786859492,0.9670822942643391,0.0007908451185026443,0.5116784602686266,0.00020374752469724727,0.0008819813272248701,0.000521715233760467
37.0,2.5362451498681007,263.80495679008334,767.663568,767.663568,1.0,0.013001845031828349,0.010598069688548262,0.9869565217391303,0.9934354485776805,0.43024963289280477,0.9866774082183838,0.9882646035200876,1.001325369205375,0.9934354485776805,0.5175856033256756,0.9725663901286496,1.005670764418743,0.9832657200811359,0.9832657200811359,0.5404518246650696,0.42452152268844945,0.21204943612232835,0.9670822942643391,0.0014106593222083976,0.9143596684324393,0.0005605886059957877,0.0015429565272564979,0.0005517064178450411
38.0,4.2590186012455975,239.68071245248328,788.411232,788.411232,1.0,0.01295760914928676,0.009353014956349992,0.9869565217391303,0.9934354485776805,0.7180616740088106,0.9940476417541503,0.9956654169779868,1.0088239907706475,0.9934354485776805,0.5038445309203432,0.9722836509230035,1.0053784012896452,0.9832657200811359,0.9832657200811359,0.5353458523750305,0.4301058559940937,0.21682471256324176,0.9670822942643391,0.0009911660309018708,0.6468789535124984,5.8249355865653085e-05,0.0011321721342435263,0.0026158507841837954
39.0,3.03286294987079,217.09315770051023,809.158896,809.158896,1.0,0.012839536022494906,0.0033370546672655266,0.9869565217391303,0.9934354485776805,0.8399412628487518,0.9859873652458191,0.9977235061248846,1.0109092793335834,0.9934354485776805,0.49096691515464075,0.9714142153550257,1.0044793717312153,0.9832657200811359,0.9832657200811359,0.5352337956428528,0.43035928766031806,0.21704471006369186,0.9670822942643391,0.0010131925282679973,0.6617080935128286,4.0831647413701685e-05,0.0011620826078010927,0.0011506978830115046
40.0,2.599336923172027,218.74061443412236,829.90656,829.90656,1.0,0.012855808443925306,0.006644295609515627,0.9869565217391303,0.9934354485776805,0.8604992657856094,0.9869377613067627,0.9980261960605052,1.0112159695767233,0.9934354485776805,0.48659493334583587,0.9709899631445515,1.004040678754423,0.9832657200811359,0.9832657200811359,0.5379366278648376,0.427626971562307,0.21470097651260028,0.9670822942643391,0.0008348749939027374,0.5460032698106829,4.32564453536782e-05,0.0009562113857069012,0.000707560314309763
41.0,3.2802912289437227,238.72926131224074,850.654224,850.654224,1.0,0.01283115044146243,0.01017539734425743,0.9869565217391303,0.9934354485776805,0.7694566813509545,0.9582462310791016,0.995762660803885,1.0089225197572405,0.9934354485776805,0.5163861409348773,0.9737020659375206,1.0068450965470495,0.9832657200811359,0.9832657200811359,0.5382012128829956,0.42759272695479544,0.21466767867599726,0.9670822942643391,0.0008939938846948334,0.585801367265617,7.134225756928217e-05,0.0010200516577539877,0.0005801502940449967
42.0,2.4922017633801894,261.3159636695758,871.401888,871.401888,1.0,0.012949853236712935,0.009761813153391308,0.9869565217391303,0.9934354485776805,0.8091042584434656,0.9950273633003235,0.9971704791709247,1.01034894365336,0.9934354485776805,0.5166674480753903,0.9698740428290022,1.0028867745601597,0.9832657200811359,0.9832657200811359,0.5432637929916382,0.42202220165224147,0.2099359294398284,0.9670822942643391,0.0010297796973409653,0.6758425461802062,0.00016268742647089816,0.0011626130114031155,0.0005450303169356564
43.0,3.912905361197198,250.61738620193435,892.149552,892.149552,1.0,0.012768841880558622,0.011425569264785107,0.9869565217391303,0.9934354485776805,0.9574155653450807,0.9624102115631105,0.9994204725117712,1.0126286725890195,0.9934354485776805,0.5557339772141217,0.9748978378802713,1.0080815703712966,0.9832657200811359,0.9832657200811359,0.5405993461608887,0.42513684150286735,0.21257126182435374,0.9670822942643391,0.0008897755509574079,0.5856990291839566,9.843192427162329e-05,0.001009860067691399,0.001044752387046623
44.0,2.8287647683257764,226.89425746960507,912.897216,912.897216,1.0,0.012720289287546557,0.009535181522369318,0.9869565217391303,0.9956140350877194,0.9544787077826725,0.9640827178955078,0.999366423691254,1.0125739094669093,0.9934354485776805,0.5691116945629581,0.9760273717152852,1.0092495514642326,0.9832657200811359,0.9832657200811359,0.5420146584510803,0.423636919066793,0.21129635103905364,0.9670822942643391,0.0007801918551521116,0.5141706563273374,6.704888567685782e-05,0.0008886497520979933,0.0006244196066056688
45.0,3.0439822985433267,252.88531084968432,933.64488,933.64488,1.0,0.01289833080576932,0.01818378515865493,0.9869565217391303,0.9934354485776805,0.8516886930983848,0.940920352935791,0.9974892612424614,1.0106719387038154,0.9934354485776805,0.5847281479050432,0.9765480315990257,1.009787933654485,0.9832657200811359,0.9832657200811359,0.5432783365249634,0.42220716657781243,0.2100855930968416,0.9670822942643391,0.0006925964797241559,0.45742185504775534,8.455005003216097e-05,0.0007849855037834889,0.00045693133816721644
46.0,3.3493604870144127,291.48755785326045,954.392544,954.392544,1.0,0.012752613651402286,0.005599893176037263,0.9869565217391303,0.9934354485776805,0.7826725403817916,0.9623064398765563,0.9959925800927282,1.0091554776269935,0.9934354485776805,0.6119055433134856,0.9782801530911596,1.0115790133820397,0.9832657200811359,0.9832657200811359,0.5437208414077759,0.4218818431185962,0.20980907483568909,0.9670822942643391,0.0006649472511777335,0.4400411527557253,0.00011392031265926613,0.0007485596869134145,0.0003991748858578194
47.0,3.339720933830005,309.34431212044535,975.140208,975.140208,1.0,0.013449204647585741,0.028696384637252107,0.9869565217391303,0.9934354485776805,0.8898678414096916,0.9344771504402161,0.9984631396900251,1.0116586877916554,0.9934354485776805,0.6299560848297311,0.9802994373300951,1.013667030349067,0.9832657200811359,0.9832657200811359,0.5440492033958435,0.4217376391489309,0.2096858341040114,0.9670822942643391,0.0007440866094452119,0.49334877744433925,0.0002607962022422106,0.0008175092961269725,0.00032945182469461785
48.0,3.5930732220904846,314.68450939414726,995.887872,995.887872,1.0,0.018900982398273345,0.07832651786182242,0.9869565217391303,0.9934354485776805,0.8883994126284875,0.8538210988044739,0.9984439852587621,1.011639280218129,0.9934354485776805,0.6413568381077406,0.9814383212324271,1.0148446797684458,0.9832657200811359,0.9832657200811359,0.5437455177307129,0.422161353764094,0.2100436111600505,0.9670822942643391,0.0007014683342078633,0.46599968336818165,0.0001681546518837124,0.000782185874836504,0.00035144432554761525
49.0,2.836186114557824,353.9882779402719,1016.635536,1016.635536,1.0,0.013038222273760617,0.012727257220641497,0.9869565217391303,0.9934354485776805,0.2657856093979442,0.9982402324676513,0.9731232137149596,0.9859838729270515,0.9934354485776805,0.5385664275555972,0.9729631815888942,1.006081061931786,0.9832657200811359,0.9832657200811359,0.5558933615684509,0.40587201189816435,0.19656074138994536,0.9670822942643391,0.0015664317287392854,1.0428674739769122,0.0007023099676227675,0.0016975003450963695,0.000544042941457473
50.0,4.581387594848983,267.55699126633033,1037.3832,1037.3832,1.0,0.013199915679503928,0.020211237928141723,0.9869565217391303,0.9934354485776805,0.7430249632892805,0.9441076517105104,0.9959657712882222,1.0091283145211063,0.9934354485776805,0.5630674980855486,0.976696205681547,1.0099411513107281,0.9832657200811359,0.9832657200811359,0.5515800714492798,0.4111377260036896,0.2008581659148567,0.9670822942643391,0.0012926819415533914,0.86582192483786,6.959361149542432e-05,0.0014741741132050096,0.0022237123118357296
51.0,2.720515256870703,205.17896840249034,1058.130864,1058.130864,1.0,0.02355058050478639,0.0998598842517189,0.9869565217391303,0.9934354485776805,0.8370044052863437,0.7811304330825806,0.9976373106529305,1.0108219447144229,0.9934354485776805,0.5773399284229609,0.9785883433019908,1.0118976938218112,0.9832657200811359,0.9832657200811359,0.5552276968955994,0.40773751940810465,0.198070610986446,0.9670822942643391,0.0010182168475721587,0.6827139488726743,8.725791706876914e-05,0.0011575538067085177,0.0006849822877446241
52.0,3.14381097266178,232.71784940873275,1078.878528,1078.878528,1.0,0.019520377099188975,0.08132430133612266,0.9869565217391303,0.9934354485776805,0.9500734214390604,0.8131757378578187,0.9993317210680521,1.0125387482187314,0.9934354485776805,0.572002906840452,0.9768817068779695,1.010132966627297,0.9832657200811359,0.9832657200811359,0.5568850040435791,0.40633078198183203,0.19692734726156413,0.9670822942643391,0.0005480703898385697,0.3683311534219911,9.284780631639637e-05,0.0006159839198309621,0.0004231180378189091
53.0,3.761340969616048,260.15735119601555,1099.626192,1099.626192,1.0,0.1018575954655096,0.2870113266550976,0.9869565217391303,0.9934354485776805,0.881057268722467,0.5356839895248413,0.9983223540225272,1.0115160415206221,0.9934354485776805,0.5842006970165815,0.9802826862094083,1.0136497090509868,0.9832657200811359,0.9832657200811359,0.5588621497154236,0.4043110249345736,0.19528529013978932,0.9670822942643391,0.0006987499425865259,0.47042652444770283,0.0001087748578795616,0.0007866988946878531,0.0004514344757918952
54.0,2.871419008046247,257.43498440487457,1120.373856,1120.373856,1.0,0.013445203541770227,0.019679370911225045,0.9869565217391303,0.9934354485776805,0.48311306901615275,0.8991079330444337,0.9899310420910656,1.0030138311935908,0.9934354485776805,0.520887055183084,0.9691311501614636,1.0021185951901674,0.9832657200811359,0.9832657200811359,0.5567870140075684,0.4060248459961051,0.19668907394361346,0.9670822942643391,0.0008577700632373527,0.5785115502247891,0.00019869554612809997,0.0009559378834283532,0.0004918793348598701
55.0,4.394802520293947,263.20485820369663,1141.12152,1141.12152,1.0,0.020117435252709925,0.08581421349359597,0.9869565217391303,0.9934354485776805,0.7577092511013217,0.8810671567916871,0.996106789605173,1.0092711965162546,0.9934354485776805,0.5309906699798397,0.9706109668696652,1.0036487821421758,0.9832657200811359,0.9832657200811359,0.5530065298080444,0.40990682745217677,0.19985361924944808,0.9670822942643391,0.0011421354237034955,0.7733419300021183,6.299147435093887e-05,0.001300192184716683,0.002090657361906421
