round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_brier,fed_auprc,fed_f1_best,fed_f1_best_threshold,fed_auroc,fed_ece,fed_f1,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6882793125534727,0.10993467352279415,0.5282475,3.66096,1.0,1.8499862257403878,0.26892377589330063,0.21202238365302056,0.2834943722880427,0.5249244676706767,0.6516752035523369,0.4104952242557635,0.20449532544974905,0.11416703379696645,0.6532934354470509,0.20880175352147445,1.8332664784437365,0.2045002711006687,0.27683615819209034,0.5256829261779785,0.4104379372763774,0.2689266766477974,0.11389601892395189,0.4360826066156118,9.679684148211436,0.303922342298115,0.5374110839364217,0.39955003344103474
2.0,0.6866808889536415,0.07836241670683736,1.056495,7.32192,1.0,1.88297503467383,0.2600246030503559,0.21572878019985217,0.28379937123384935,0.5233052845785696,0.6532793331427852,0.4010775819326094,0.21045673113082497,0.11416703379696645,0.6586153316451141,0.21384478199570772,1.8775439564616512,0.20961237367746832,0.2795497185741088,0.5181036591529846,0.40097855144510863,0.2599784800992918,0.11389601892395189,0.0648191984281833,1.474624368664081,0.057112520738863144,0.07032886054738928,0.07924622331946189
3.0,0.6751371776650206,0.1167657812993937,1.5847425,10.98288,1.0,1.9077572283716269,0.25279445281192253,0.21813333507385105,0.285799406684723,0.5158978975121541,0.6538972522347177,0.3931495965566244,0.25761520435850105,0.11416703379696645,0.6599960348752276,0.21677571910666346,1.9032774029740593,0.25835444072228125,0.2795149968091895,0.5114538669586182,0.3930292214758233,0.2526591890270676,0.11389601892395189,0.032138011804884195,0.8620102915156167,0.0304400101079925,0.033519079471244224,0.029837748445942405
4.0,0.6670216839896307,0.1583158277941657,2.11299,14.64384,1.0,1.9150793067020608,0.24821968510317166,0.2188823587620435,0.28768315773947434,0.5146903587588806,0.6551864066903408,0.38829744078415407,0.26632290860396873,0.11416703379696645,0.6606005168667393,0.21822148529250904,1.9159711406437745,0.2735076861649032,0.28115264797507783,0.5092376470565796,0.3879988607525604,0.2480063459703026,0.11389601892395189,0.020400722163208356,0.6452808489029849,0.020611543817567638,0.02023135796189424,0.019769187545425896
5.0,0.6627187770288172,0.1835247907642647,2.6412375,18.3048,1.0,1.9195682405826908,0.24224574755831535,0.219440078340385,0.28871353322146676,0.5194504393663346,0.6555847139621305,0.3811220771037157,0.27137236052639957,0.11416703379696645,0.6613184459019991,0.21903139812551753,1.923082125212509,0.27768595041322314,0.27958431109621185,0.5309783816337585,0.38074805234031606,0.24195879652013352,0.11389601892395189,0.014030347217401828,0.5086687502553104,0.014402965132391239,0.013725359820784018,0.012073995492369318
6.0,0.6556687082388981,0.19864727532924592,3.169485,21.96576,1.0,1.9242475595766457,0.2396609490108067,0.2199098496226599,0.28828094898577405,0.5166494584614745,0.6564674874576091,0.37785586985777075,0.2703789752360524,0.11416703379696645,0.6616923066188468,0.21986875446469867,1.9304340620676526,0.2796420581655481,0.28106508875739644,0.5275201201438904,0.37745319800705923,0.23930950256940844,0.11389601892395189,0.012038123014954666,0.4941011561650157,0.011049971449717791,0.012940223844089027,0.013347236293831131
7.0,0.6560491275021332,0.2194806797639209,3.6977325,25.62672,1.0,1.9283924644729675,0.2433199266894464,0.22031947740066554,0.28875720474045957,0.5235997168298592,0.657068887899523,0.3827689574396373,0.2721401573674339,0.11416703379696645,0.6623910726412967,0.2202841401407452,1.9340811226055972,0.27692664809656453,0.28064463617125185,0.5325815081596375,0.3824045772962034,0.24289682426246098,0.11389601892395189,0.010338475448812924,0.4717661651332037,0.00931465359675744,0.011421840772704776,0.004939844016619866
8.0,0.653604187198464,0.21851457242245204,4.22598,29.28768,1.0,1.9297146914323304,0.23595754558648857,0.2205134258671869,0.289959346446048,0.519463915946883,0.6574312925153764,0.3731419799408729,0.27343806099826906,0.11416703379696645,0.6625376627870956,0.22065876607244084,1.9373703151097335,0.28046661702655745,0.2819028441983388,0.501175045967102,0.3726454788308131,0.2354884235961151,0.11389601892395189,0.009052599843453819,0.4548384032559625,0.008230832975233325,0.009965094625231912,0.004903032661436179
9.0,0.6559908425043418,0.2888935530742044,4.7542275,32.94864,1.0,1.9248985968141716,0.2358237290830871,0.2200029932670431,0.2886687015851689,0.523731764983903,0.6574164252746446,0.3729635437489667,0.2711694498431596,0.11416703379696645,0.662608441694921,0.2209620654028882,1.9400332644675147,0.28074101703344523,0.28153749212350343,0.5013521909713745,0.3724638025100916,0.23532566387197554,0.11389601892395189,0.008738914147143657,0.47810864443181345,0.006390089196928376,0.011360350460112453,0.008919255225161092
10.0,0.6540630324356205,0.28083544270302147,5.282475,36.6096,1.0,1.927270958003237,0.2400759318852493,0.22026009421150053,0.28942185115119684,0.5073894562850448,0.657899379710032,0.3786369384768116,0.27145246306136106,0.11416703379696645,0.6628770376105562,0.22118163608749908,1.9419610814947057,0.2775588200167204,0.28289304949987176,0.5061324238777161,0.37817990569135035,0.23960154847842965,0.11389601892395189,0.008669108333689873,0.5101792508544349,0.006478025472326864,0.01123607312497717,0.011408313239830457
11.0,0.6534139875619261,0.24270017156546658,5.8107225,40.27056,1.0,1.9318201574495772,0.23247818272364076,0.22081311281733398,0.29089923359164666,0.5004568403813349,0.6579646811006119,0.3684479950586824,0.27133619431530975,0.11416703379696645,0.662750702279869,0.2214451611213166,1.944274814988705,0.28184693232131564,0.2842306641158786,0.5091231465339661,0.367962788940646,0.23198188120319357,0.11389601892395189,0.00825755978176645,0.5241237778318464,0.005731955646488269,0.011388445745364137,0.011199573556570374
12.0,0.6494343016934876,0.2609460407125087,6.33897,43.93152,1.0,1.933177983386651,0.22866589742739557,0.2210068526459999,0.2903318812865872,0.4983001389469867,0.6580528859199197,0.3632322040616442,0.27155272196475627,0.11416703379696645,0.6627509783678073,0.22141317720025994,1.9439939981405057,0.2839248434237996,0.2846677132391418,0.5002957582473755,0.36271946576840514,0.22815416356096674,0.11389601892395189,0.006492357895757078,0.4427693353318318,0.0046432384345279415,0.008969271524232174,0.0015796384412722587
13.0,0.6532516849918578,0.33157363855191885,6.8672175,47.59248,1.0,1.9374828057116418,0.2308788955154081,0.221466013655858,0.29005788558195217,0.49983422375174,0.6586826361985483,0.36642344327020676,0.2738519669362211,0.11416703379696645,0.662726908519366,0.22169907285757043,1.9465041443248197,0.2827453495830661,0.2846268859589507,0.5072463750839233,0.3657927715539561,0.2303692326887071,0.11389601892395189,0.005748322560589493,0.4205245506946085,0.004086523964505641,0.008005029269711122,0.004641180972416306
14.0,0.6513747668317473,0.25611566687747866,7.395465,51.25344,1.0,1.9388608540715841,0.23038283287949798,0.22169429960347936,0.29048705944951797,0.4979426204460489,0.6588043614998088,0.3656867041492697,0.2742157950821219,0.11416703379696645,0.6628942554583465,0.2221028571878405,1.9500493457645616,0.28188090978788655,0.2848459732007183,0.5095193386077881,0.3650962297356874,0.22985759744170675,0.11389601892395189,0.005631267098155036,0.44075496664436287,0.0037979763050157494,0.0081615490372911,0.011608801733460343
15.0,0.6487748481984396,0.2951244434790832,7.9237125,54.9144,1.0,1.9364283996216207,0.22832624769058452,0.22142260852363863,0.2911424358903145,0.5020276008010759,0.6589531683861147,0.3628335744058129,0.2740090055947614,0.11416703379696645,0.6629826663458692,0.22247342004623952,1.9533028647365147,0.2833484279984474,0.2846744844318641,0.5052103400230408,0.3622413350643152,0.22779694671282905,0.11389601892395189,0.005416099080962266,0.4526218661394523,0.0036720100557065313,0.007979049028866585,0.006096658507096267
16.0,0.6511435312272873,0.29566902929081007,8.45196,58.57536,1.0,1.9468761796838754,0.22796177586271027,0.22268776040259414,0.29120726398400526,0.5021808658096938,0.6591299045058319,0.36235062343499996,0.27347564658117274,0.11416703379696645,0.6629784999278908,0.2224551712374296,1.9531426413241224,0.28303823453938926,0.28490642251245457,0.5059723258018494,0.3616978327193277,0.22743676511068173,0.11389601892395189,0.005257644596992273,0.4658053977518648,0.0037358788336945884,0.007638419629165892,0.00120565803674029
17.0,0.6478541759911184,0.28187974409095184,8.9802075,62.23632,1.0,1.9519198748377495,0.22637017283692515,0.22324135453843133,0.2909716713273202,0.4984337906888032,0.6592915320630248,0.36016512428230935,0.2744137700459073,0.11416703379696645,0.6631077969291894,0.22275043249512302,1.9557350169003973,0.28421466999081485,0.2860955431011476,0.5021777153015137,0.35953512755870165,0.22585143321528392,0.11389601892395189,0.004331659691709185,0.4089672392092325,0.002859788144769301,0.0066838956633369995,0.005065600460233933
18.0,0.6552670533902151,0.4337346695410935,9.508455,65.89728,1.0,1.9551764170788055,0.2257052336012277,0.22363103995467154,0.29144431448257707,0.5160917118580919,0.6595509852570917,0.35915999898350676,0.27521693061599384,0.11416703379696645,0.6628951590188719,0.223011715495971,1.958029065483627,0.28373973138609987,0.285524215007983,0.5027793645858765,0.35852785589614694,0.22518609495498346,0.11389601892395189,0.0039149452934035215,0.38913256839168753,0.0024270957322682445,0.0063799061126016045,0.002852213184281727
19.0,0.6508185040174242,0.2820827997748264,10.0367025,69.55824,1.0,1.9597350976878762,0.224442075228887,0.2241440660219967,0.29197666022873764,0.4977395807104689,0.659819162328654,0.3575211082677709,0.2712653423539315,0.11416703379696645,0.6631456460756434,0.2233487902073816,1.9609885605967587,0.2842232035327178,0.28521505376344086,0.5006195902824402,0.356823153814436,0.22394429474834537,0.11389601892395189,0.0034106730075237307,0.3571922078863281,0.0022279171686977474,0.005447725838241169,0.0011070891124284538
20.0,0.6497202114869144,0.37404606880422114,10.56495,73.2192,1.0,1.963700640595469,0.22644360590664425,0.22451639410636628,0.29262447008417664,0.4955406149557279,0.6602333685461537,0.360307391386169,0.27248399887029834,0.11416703379696645,0.6629467749138869,0.2236574268324229,1.963698371070884,0.2840625410589936,0.28621621621621623,0.503280520439148,0.3596605046885358,0.22594460859586538,0.11389601892395189,0.0034214843999488278,0.3767845595230028,0.002256805588224213,0.005472750677775265,0.0011382197499399502
21.0,0.6535047282182349,0.35468815886775357,11.0931975,76.88016,1.0,1.9681105746200187,0.2279193363336278,0.2250461814760871,0.2925958392108255,0.5019897784728508,0.6603754059463999,0.3623051275555142,0.27292264595346905,0.11416703379696645,0.6629213999224645,0.22380677373425295,1.9650096276296385,0.28237433432913367,0.285866951643067,0.5032263994216919,0.36173253364715147,0.22743813815299924,0.11389601892395189,0.0033285204443569806,0.3831823368127516,0.0020281793961732793,0.00565905559064428,0.004204154663369368
22.0,0.6496230459815013,0.3189357012847989,11.621445,80.54112,1.0,1.9726095935794299,0.22737825721081406,0.2255187477601315,0.29292155025152344,0.498645690796066,0.6608460279502676,0.361664567095599,0.2754468896713817,0.11416703379696645,0.6626962125604048,0.22398737814520836,1.9665953231847746,0.28373067854335865,0.2857527243374142,0.5032036304473877,0.3611196501666979,0.22695177565877167,0.11389601892395189,0.0036650592821864557,0.44146496689700143,0.0022384696470109295,0.006261649859865908,0.006675322288043806
23.0,0.6515535525863493,0.35905272155966167,12.1496925,84.20208,1.0,1.9770931427853604,0.225964898837014,0.22601546975975692,0.29323281160855913,0.4967582231520316,0.6609842404068909,0.35966721177757627,0.27335740789798124,0.11416703379696645,0.6627509532689038,0.22392680347990304,1.9660634813708322,0.28401585204755614,0.2851443011038702,0.5009389519691467,0.3591241146035137,0.22554006119735348,0.11389601892395189,0.0031496605393908565,0.3968857830786874,0.0018935577823056804,0.005508436373439287,0.0038779119568767995
24.0,0.6483908367705371,0.30342900219758756,12.67794,87.86304,1.0,1.978701390263763,0.22535797500059543,0.22619149638269917,0.29200960421594346,0.4966034313300549,0.6610433526604667,0.3588964565533345,0.2741563028405259,0.11416703379696645,0.6628648395434631,0.22434251502439967,1.969713403013609,0.2845100105374078,0.28507795100222716,0.49935296177864075,0.358266540165306,0.224934804545338,0.11389601892395189,0.0032334136764885757,0.425049296583893,0.0019696461241895946,0.005665980510757883,0.0027937697208037806
25.0,0.6521887142836011,0.4660069844962072,13.2061875,91.524,1.0,1.988889420456755,0.22472871287848933,0.2272937572630778,0.29299053298050776,0.5196630294435958,0.6615549092874408,0.35802578002043756,0.27424698916185275,0.11416703379696645,0.6626959364724665,0.2242980735244176,1.96932320939313,0.2828869243963584,0.28412403922608004,0.5004724264144897,0.3574285260986877,0.2243360594346738,0.11389601892395189,0.0037585175650500986,0.5155796276958426,0.002113386231927508,0.007023543596707385,0.0010896158812059825
26.0,0.6524758651648099,0.32260395553503096,13.734435,95.18496,1.0,1.9847103553303345,0.22184615271470445,0.22688403868170412,0.29245488242688383,0.5120239485948725,0.6613691806479912,0.3538900166290418,0.27515980667249157,0.11416703379696645,0.6626595305129629,0.2243337822787469,1.969636730047027,0.28352799033427306,0.2840188806473365,0.5004392862319946,0.353357988230877,0.22149136028239932,0.11389601892395189,0.003643840908910908,0.521905833402343,0.0020122848590190395,0.0069768534097751295,0.0009869976068415784
27.0,0.6500427204528098,0.3437940472874589,14.2626825,98.84592,1.0,1.992964519966622,0.22122057080760144,0.2276740771854139,0.2927971470117628,0.5002084233997318,0.6616370796233805,0.3529247168813316,0.2756800879756411,0.11416703379696645,0.6627834939972709,0.2242334972211849,1.9687562334457458,0.28381495048161715,0.2841794251947354,0.4988154172897339,0.3524815538874017,0.22089478787596492,0.11389601892395189,0.0029812211896542867,0.4459575803730331,0.0016798054001041552,0.0056901202387012375,0.0036655823307029946
28.0,0.6514022257488732,0.4048678890490661,14.79093,102.50688,1.0,1.9889943198752027,0.22098769503479815,0.22733672823045023,0.29258318349934714,0.4982088833486496,0.6618423340239767,0.3527404919901611,0.27438090982810664,0.11416703379696645,0.6628172143741018,0.22431422033495976,1.9694649773907713,0.2827239363871143,0.28360809542956705,0.49840492010116577,0.352168582302946,0.22066632755852206,0.11389601892395189,0.002908976010404522,0.4524303915040946,0.0015920981171560317,0.0056751755138954845,0.009744471923459773
29.0,0.6504046211451193,0.355557173788573,15.3191775,106.16784,1.0,1.9984624679637284,0.22157729218484035,0.22830781217677348,0.29280437592416275,0.49458796942246797,0.6626392210140298,0.35374296470595934,0.2760698115801756,0.11416703379696645,0.6626583257655957,0.22447692857778553,1.9708935456968717,0.28194312151313106,0.2830385015608741,0.4946913719177246,0.3531053297207036,0.22130653258947386,0.11389601892395189,0.0025717157315514163,0.41612571354016836,0.0014160449553069418,0.005091731286229091,0.0012133563366273613
30.0,0.6504205908916526,0.4393156888412695,15.847425,109.8288,1.0,1.997174953851419,0.22313756400624477,0.22823029718243135,0.2939487728529837,0.4984578940621392,0.6625287731177524,0.3557021185053296,0.27370814850876674,0.11416703379696645,0.6627270465633351,0.22464188881381042,1.9723418863639413,0.2826000265851389,0.28408649488540727,0.4965323209762573,0.3552427097747788,0.22284408655270382,0.11389601892395189,0.0027023705170618026,0.45354155486711534,0.0015210123697648981,0.005340539903869146,0.00137692823371666
31.0,0.6502341973941748,0.3539885905007231,16.3756725,113.48976,1.0,2.000716845864825,0.22321956182352343,0.22867157785959683,0.29376253604523656,0.49817409769307375,0.6628791648207457,0.35576708855848205,0.27483685256579526,0.11416703379696645,0.6627181239031465,0.22449542770088293,1.9710559668532226,0.28316961362148,0.2838939857288481,0.49698543548583984,0.35530587151099885,0.2229616441073961,0.11389601892395189,0.001954259325852561,0.34084740557136683,0.0011192279317539507,0.00385854004088002,0.0011757186045364182
32.0,0.6484940372976945,0.4132611122911685,16.90392,117.15072,1.0,2.0003982908347235,0.22263671741923668,0.22859017625185052,0.29280947592083256,0.5013730411630377,0.6625544208820788,0.35497491838866163,0.27588806150768475,0.11416703379696645,0.6627398093557568,0.22435910211040677,1.9698590366025948,0.2851164007324091,0.2852283134894675,0.5000542998313904,0.3544746998597586,0.22236681972590652,0.11389601892395189,0.0020024307091792717,0.3615658418948442,0.001075337141052113,0.004162051283091794,0.0011475546033750802
33.0,0.6447293537801488,0.38873321683695017,17.4321675,120.81168,1.0,2.0039056486668487,0.22329722236860913,0.22902442947089385,0.29356123316219135,0.49845829386229157,0.6627138546468883,0.355917183965664,0.2753406006407,0.11416703379696645,0.6626173643551094,0.22448064004338714,1.9709261321352447,0.2824367088607595,0.2841261633919338,0.4976949095726013,0.3553844076667123,0.22301790748130276,0.11389601892395189,0.002150681823965063,0.4021693235861221,0.0011992628528195444,0.004412303445884953,0.0007426760062124528
34.0,0.6479817538692171,0.4538137647677874,17.960415,124.47264,1.0,2.0046910662516324,0.22334792138076448,0.22901767821150373,0.2937144603325893,0.4992942679419047,0.6631137222156429,0.35612393886017846,0.2743611741377496,0.11416703379696645,0.6627372492676015,0.22483192471963154,1.974010389860521,0.284659015960955,0.2846783939841547,0.5019765496253967,0.3555493187403978,0.22307356158176786,0.11389601892395189,0.0018764667520861007,0.36462216690870264,0.001012252503979842,0.003960104513213141,0.0010913750718958043
35.0,0.6459816874666263,0.41171691864998683,18.4886625,128.1336,1.0,2.009056188694828,0.22556008417893536,0.22956528576456486,0.2940796060395661,0.49985725979529205,0.6633668540210684,0.3593403532565582,0.2745477730737233,0.11416703379696645,0.6627593865004745,0.22513190181414772,1.9766441701923556,0.28323624595469254,0.285258540475874,0.5031335949897766,0.35880494542895003,0.2253168253227679,0.11389601892395189,0.0018944119717054413,0.38016849841824296,0.0009349586408709033,0.0042673781859149836,0.001190661028547564
36.0,0.6490962019073534,0.3683352330092503,19.01691,131.79456,1.0,2.012248162223714,0.2243201574246335,0.22995230764040717,0.2936661827243356,0.5014426765860391,0.6635023034163483,0.3576390479284955,0.2748741133476051,0.11416703379696645,0.6628854582926752,0.22545355945038603,1.9794683043392487,0.2831489915419649,0.28377673448095986,0.5002618432044983,0.3570875157831575,0.22410193130348102,0.11389601892395189,0.0019800011424408624,0.4097760109398223,0.0009570511779156767,0.004558225263453174,0.0011154675217176476
37.0,0.6504461954231332,0.38545159720419625,19.5451575,135.45552,1.0,2.0145901877132495,0.2236023104067469,0.23015690053745722,0.29452486949564116,0.4962008318544537,0.6632750352560413,0.356633610509027,0.27414903836874477,0.11416703379696645,0.6626177408386618,0.2252491454483923,1.9776735620477714,0.2807849334913736,0.2835278858625162,0.49845385551452637,0.3560505511378947,0.22337904175158382,0.11389601892395189,0.0017078316125590635,0.3653359534323499,0.0009018443324828758,0.003778534200842635,0.0011426501359455927
38.0,0.6489578660678446,0.4084982955477625,20.073405,139.11648,1.0,2.0147046844486405,0.2235570891069115,0.23015697565456322,0.29477510157313175,0.5009850204774963,0.6637844571668006,0.3565551875020463,0.2749910589444866,0.11416703379696645,0.663003699226989,0.2252146221948556,1.9773704500174927,0.28071099407504935,0.2826652785007808,0.49880945682525635,0.35605643377494756,0.2233562494402184,0.11389601892395189,0.0016734114725397283,0.370885450732203,0.0008848509288675833,0.0037367324630315697,0.0011651010920079245
39.0,0.6464714212478958,0.39481661654366895,20.6016525,142.77744,1.0,2.01629797704618,0.22468803257842834,0.23040640008577182,0.29469340742630873,0.5034327148805969,0.6640151843889961,0.35809470701509494,0.2754658023914097,0.11416703379696645,0.6629422822101633,0.2250885505238066,1.9762635485450788,0.2826855123674912,0.28327868852459015,0.5002131462097168,0.35772150121353624,0.22451872786485197,0.11389601892395189,0.0016312401296958527,0.37351565946755727,0.0009224316296128104,0.0035323493386425885,0.0011803165724967339
40.0,0.6479677601271224,0.4039258115076594,21.1299,146.4384,1.0,2.0184877044458784,0.2265658275936425,0.23066887455878257,0.2942702030766013,0.5022766043082892,0.6641547313016765,0.3608635416680762,0.2771941886498518,0.11416703379696645,0.6627272599040148,0.2250876027360956,1.9762552270276108,0.2815470764422451,0.28348187034550115,0.4928542375564575,0.3604381659594413,0.22641187676370078,0.11389601892395189,0.0019139962211363849,0.4520773266804099,0.0009691082891263239,0.004498192785659938,0.0012557031507226795
41.0,0.6488363958589151,0.366150445186184,21.6581475,150.09936,1.0,2.026854338870815,0.22658882612825615,0.2316086916087805,0.29495213891004507,0.5012831439946567,0.6643176527713633,0.3609072667542995,0.27792560736889343,0.11416703379696645,0.6628433548820806,0.2250397280653929,1.9758348903805971,0.2826226974107948,0.283741216379937,0.4934965670108795,0.36048400163128536,0.2264509702381171,0.11389601892395189,0.0015573200026256057,0.38118217620558426,0.0008082793118698528,0.0036500110099856107,0.0008580698070837134
42.0,0.6490076999044381,0.40763020757693286,22.186395,153.76032,1.0,2.0241357721921953,0.22619056905163232,0.2313688873787421,0.2952340788617948,0.5026364056776256,0.6642124416904066,0.36017803886146965,0.27810540956798796,0.11416703379696645,0.6630533574075324,0.22505039208745403,1.9759285198345664,0.2818029187653364,0.2835343342357864,0.4943523705005646,0.359875441437501,0.2260680393341532,0.11389601892395189,0.0014166517522601592,0.35837531312972715,0.0007598207516124591,0.0032777870119650586,0.0011509001088684848
43.0,0.648294748586067,0.4439047070486083,22.7146425,157.42128,1.0,2.032345420554294,0.22441448811549625,0.23230855353194718,0.2961733883085347,0.5035974997763323,0.6644241505062846,0.3577315556529606,0.2779241413348798,0.11416703379696645,0.6628764854346797,0.2252107334779012,1.9773363073232075,0.28111197713691866,0.2823616600790514,0.49420684576034546,0.3573442535921409,0.22429617505727828,0.11389601892395189,0.0016923122587219946,0.4409645207679205,0.0010287125216837166,0.003592214440995439,0.0009187815714178476
