n_clients,strategy,seed,wall_s,s_per_round,peak_mem_mb,fed_auroc_final,fed_auroc_best,fed_auroc_best_round,fed_auroc_ppd,fed_auroc_auc_curve,fed_auroc_last10_mean,fed_auroc_earlystop_value,fed_auroc_earlystop_round,fed_auprc_final,fed_auprc_best,fed_auprc_best_round,fed_auprc_ppd,fed_auprc_auc_curve,fed_auprc_last10_mean,fed_auprc_earlystop_value,fed_auprc_earlystop_round,fed_f1_final,fed_f1_best,fed_f1_best_round,fed_f1_ppd,fed_f1_auc_curve,fed_f1_last10_mean,fed_f1_earlystop_value,fed_f1_earlystop_round,fed_f1_best_final,fed_f1_best_best,fed_f1_best_best_round,fed_f1_best_ppd,fed_f1_best_auc_curve,fed_f1_best_last10_mean,fed_f1_best_earlystop_value,fed_f1_best_earlystop_round,fed_ece_final,fed_ece_best,fed_ece_best_round,fed_ece_ppd,fed_ece_auc_curve,fed_ece_last10_mean,fed_ece_earlystop_value,fed_ece_earlystop_round,global_auroc_final,global_auroc_best,global_auroc_best_round,global_auroc_ppd,global_auroc_auc_curve,global_auroc_last10_mean,global_auroc_earlystop_value,global_auroc_earlystop_round,global_auprc_final,global_auprc_best,global_auprc_best_round,global_auprc_ppd,global_auprc_auc_curve,global_auprc_last10_mean,global_auprc_earlystop_value,global_auprc_earlystop_round,global_f1_final,global_f1_best,global_f1_best_round,global_f1_ppd,global_f1_auc_curve,global_f1_last10_mean,global_f1_earlystop_value,global_f1_earlystop_round,total_upload_mb,total_download_mb,rounds,divergence_slow_mean,divergence_slow_final,divergence_medium_mean,divergence_medium_final,divergence_total_mean,divergence_total_final,dispersion_abs_mean,dispersion_abs_final,divergence_fast_mean,divergence_fast_final
10,nested,43,82.90662267800144,2.7635540892667145,68.52001953125,0.694385883860098,0.738257895869282,29.0,0.043872012009184,0.7042361524005317,0.715356961892016,0.738257895869282,29.0,0.24354057660697487,0.3117345450038454,29.0,0.06819396839687053,0.25730467145804525,0.27353923405292446,0.3117345450038454,29.0,0.2913541357552123,0.33063907364941053,29.0,0.039284937894198235,0.29565708452614026,0.3071541742179754,0.33063907364941053,29.0,0.31122389029224196,0.3685615106508509,29.0,0.057337620358608954,0.3246933245440752,0.33553758892794844,0.3685615106508509,29.0,0.33609061546965496,0.3878447889482748,2.0,0.051754173478619825,0.3466872711040861,0.3376121756099411,0.3878447889482748,2.0,0.4087093270386622,0.4661318282759127,27.0,0.05742250123725051,0.4032565254179022,0.42656773021931577,0.4308235944149719,1.0,0.09126222112965646,0.11564361837427678,1.0,0.024381397244620323,0.0921080821489562,0.09749397185934802,0.11564361837427678,1.0,0.1882225237449118,0.20438154851000137,3.0,0.01615902476508957,0.17109412216055145,0.17156644339726496,0.20438154851000137,3.0,32.59136,32.59136,30.0,0.02607265615362085,0.015818987076693918,0.01739705918261591,0.009638034099782745,0.018247007173171244,0.011312571803852704,1.9614474026602693,2.851586601231247,,
10,nested,44,83.29871490700316,2.7766238302334387,68.52001953125,0.6827673137553215,0.7324382561908994,29.0,0.0496709424355779,0.6940169069438995,0.7071388928945124,0.7324382561908994,29.0,0.25171742368809535,0.31555991466493305,29.0,0.0638424909768377,0.2641458382468926,0.2806149792672407,0.31555991466493305,29.0,0.2788842012093003,0.3130510934726897,24.0,0.034166892263389426,0.2884086703996708,0.2974367651554344,0.3130510934726897,24.0,0.30443129738169417,0.34903123690518756,29.0,0.04459993952349339,0.31366275586396497,0.325469107655309,0.34903123690518756,29.0,0.341522171970778,0.38838868449513014,1.0,0.046866512524352144,0.345054910878113,0.33698757124895706,0.38838868449513014,1.0,0.591150395189765,0.5939421462243042,18.0,0.002791751034539214,0.5784493272464811,0.5826439978055526,0.5939421462243042,18.0,0.14353818810316737,0.1445741599839705,18.0,0.0010359718808031215,0.13876652456082264,0.13918944475103998,0.1445741599839705,18.0,0.19007323026851097,0.20354231093618216,2.0,0.01346908066767119,0.11308794987866576,0.11658865493795681,0.20354231093618216,2.0,32.59136,32.59136,30.0,0.02634968432370428,0.015809638670110215,0.01696584584396758,0.008057223387217665,0.01797620385253831,0.010136139825804533,1.979514508865153,2.6493972912430763,,
20,fedavg,42,83.33621302600295,2.7778737675334315,77.28564453125,0.7074348762675792,0.7074348762675792,30.0,0.0,0.6833986363600687,0.7021605930750054,0.7074348762675792,30.0,0.28528289988714256,0.28528289988714256,30.0,0.0,0.25301630236333295,0.2779544689071121,0.28528289988714256,30.0,0.30214874182023643,0.30643793644150646,29.0,0.004289194621270032,0.28723171043023665,0.2999120290486947,0.30643793644150646,29.0,0.3364618466180019,0.33819944511060795,26.0,0.001737598492606074,0.31401876680737423,0.33084997629570956,0.33819944511060795,26.0,0.32065886490453693,0.36567457871322123,1.0,0.0450157138086843,0.33456784112197174,0.324959572038383,0.36567457871322123,1.0,0.6544990863748144,0.6677356080503026,6.0,0.013236521675488278,0.6608093932880545,0.6547765836165702,0.6677356080503026,6.0,0.21440744789662974,0.22433034881882105,3.0,0.009922900922191308,0.21970213203814637,0.21666158939368058,0.22433034881882105,3.0,0.2702037161405865,0.2807819243462808,3.0,0.010578208205694273,0.2742028908708238,0.27058844974384794,0.2807819243462808,3.0,109.8288,109.8288,30.0,0.005850385694987539,0.0018728343893022188,0.008672245818059147,0.0053093114686624115,0.007222987123717704,0.003468542315032716,1.6378588698226546,1.7322268514726602,0.0038365685860956146,0.0036019029279097136
20,fedavg,43,83.7340840049983,2.791136133499943,77.28564453125,0.7140686290894349,0.7140686290894349,30.0,0.0,0.6931186410530221,0.7079559793844393,0.7140686290894349,30.0,0.2875517538218997,0.2875517538218997,30.0,0.0,0.24808815982398505,0.274024833830719,0.2875517538218997,30.0,0.3054761767156386,0.3054761767156386,30.0,0.0,0.28689180673276027,0.2982195513241094,0.3054761767156386,30.0,0.34443878016975094,0.34443878016975094,30.0,0.0,0.31672031151468655,0.3342392502138833,0.34443878016975094,30.0,0.3284063349596414,0.364493928934592,1.0,0.036087593974950594,0.34135206000860535,0.3310748733691415,0.364493928934592,1.0,0.6583994936246025,0.672187438209637,13.0,0.013787944585034517,0.6673149830564833,0.6628204809963903,0.672187438209637,13.0,0.2154822471483945,0.22439306746068527,7.0,0.008910820312290763,0.22006164163999758,0.2171278359863106,0.22439306746068527,7.0,0.2810693641618497,0.28427925665494724,17.0,0.0032098924930975548,0.27944045821132796,0.2803445405396412,0.28427925665494724,17.0,109.8288,109.8288,30.0,0.005983787074414775,0.002101150574866999,0.008769269598747024,0.0051917222400691,0.007403956890935418,0.0036068474224707618,1.6475632448351007,1.766315439459504,0.004389563287072906,0.004312569517480566
20,fedavg,44,83.48241930899894,2.782747310299965,77.28564453125,0.709248892070277,0.709248892070277,30.0,0.0,0.6828847052071142,0.7022600988010093,0.709248892070277,30.0,0.30087330315834077,0.30087330315834077,30.0,0.0,0.26159811186212706,0.2881235029124932,0.30087330315834077,30.0,0.300182636560076,0.300182636560076,30.0,0.0,0.2843177404484135,0.29481212796805323,0.300182636560076,30.0,0.33651615524480905,0.33729936691129303,29.0,0.000783211666483985,0.31437610963239354,0.3326995422700195,0.33729936691129303,29.0,0.32164208041245335,0.36800576940549407,1.0,0.04636368899304072,0.33961956367860313,0.33167211618053494,0.36800576940549407,1.0,0.6504219702950461,0.6652321681200856,8.0,0.01481019782503945,0.6591935028744185,0.6530881163769894,0.6652321681200856,8.0,0.21628060685152528,0.2277924878025473,16.0,0.011511880951022013,0.22210037005281488,0.21913394286691137,0.2277924878025473,16.0,0.2763353539974837,0.28305571510626076,8.0,0.006720361108777051,0.27741003977999246,0.27410851308114315,0.28305571510626076,8.0,109.8288,109.8288,30.0,0.005917735792870533,0.0019475323613722183,0.0087626437308156,0.0059340449840782445,0.007305625663894541,0.003806338318661485,1.6474767035521836,1.8647667790055493,0.004545134085040199,0.004723425645246681
20,fedper,42,84.18427687599979,2.806142562533326,77.28466796875,0.7055699634058071,0.7055699634058071,30.0,0.0,0.6811253777378852,0.7006889113856056,0.7055699634058071,30.0,0.28771883068015297,0.28771883068015297,30.0,0.0,0.2511535582692513,0.2775112686427024,0.28771883068015297,30.0,0.29562391323485027,0.30239989404952106,28.0,0.00677598081467079,0.2804101453142323,0.29596339968409946,0.30239989404952106,28.0,0.3346647029177018,0.3346647029177018,30.0,0.0,0.31230918086151394,0.3296815095204799,0.3346647029177018,30.0,0.3355327738437664,0.3903287517287641,1.0,0.05479597788499768,0.34259618329897046,0.33519034448618695,0.3903287517287641,1.0,0.5377918456574053,0.5928222582497461,1.0,0.05503041259234076,0.5434626228886238,0.5167820429794627,0.5928222582497461,1.0,0.13976649657541484,0.1977797930327681,7.0,0.05801329645735326,0.15133673081898777,0.1250324973204974,0.1977797930327681,7.0,0.18026372989421824,0.24604293997805987,7.0,0.06577921008384163,0.2007580508560494,0.18579355566299377,0.24604293997805987,7.0,109.5168,109.5168,30.0,0.005976147452517003,0.0018762951521603113,0.009227720610677958,0.005377108797309678,0.007609548751260255,0.0034968491022447654,1.6697166978963651,1.7198312816908583,,
20,fedper,43,83.65371162500014,2.7884570541666713,77.28466796875,0.7091310966925113,0.7091310966925113,30.0,0.0,0.6869674509741032,0.7037117141486106,0.7091310966925113,30.0,0.2743516028239215,0.2743516028239215,30.0,0.0,0.2404327940760173,0.26302836354215586,0.2743516028239215,30.0,0.30790174817299054,0.30790174817299054,30.0,0.0,0.2823793087618806,0.29614872528842684,0.30790174817299054,30.0,0.337696252017193,0.337696252017193,30.0,0.0,0.31320702240123527,0.33109780214518136,0.337696252017193,30.0,0.3283302570780809,0.3850116780410594,1.0,0.05668142096297851,0.3490729222019763,0.33801912473002255,0.3850116780410594,1.0,0.5122456546142904,0.5238776410383938,27.0,0.011631986424103458,0.47398059464891046,0.49587035944491065,0.4863408378887425,5.0,0.11367882526498008,0.13672170137762296,4.0,0.023042876112642885,0.11403390519672686,0.11105791003646434,0.13672170137762296,4.0,0.2039355992844365,0.20462541092335199,25.0,0.0006898116389154885,0.192987947498252,0.2005781322976517,0.1919836028239581,5.0,109.5168,109.5168,30.0,0.006118194576378791,0.002035085863488008,0.009449851309342068,0.005325355662898725,0.007837532432040016,0.003579643702651974,1.6652527423924766,1.6810542242601514,,
20,fedper,44,84.5339909989998,2.81779969996666,77.28466796875,0.7089737981460604,0.7089737981460604,30.0,0.0,0.6810439174591258,0.7018981950451726,0.7089737981460604,30.0,0.29021415744878126,0.29021415744878126,30.0,0.0,0.25552194880125767,0.2793793295360374,0.29021415744878126,30.0,0.3030027274815132,0.3030027274815132,30.0,0.0,0.281990122898902,0.2951761857238687,0.3030027274815132,30.0,0.3381850229883024,0.3381850229883024,30.0,0.0,0.31314063538596437,0.331847961502695,0.3381850229883024,30.0,0.33004253730631705,0.3850738308866481,1.0,0.05503129358033104,0.34485478057467156,0.3383331613815735,0.3850738308866481,1.0,0.5861030182485594,0.5900555684703358,27.0,0.00395255022177643,0.5648531654745439,0.5743533003978828,0.5896199393520136,16.0,0.14099070434019295,0.14421190554831187,16.0,0.003221201208118918,0.13631543436151938,0.1375693379287907,0.14421190554831187,16.0,0.18335263941750787,0.19163113006396587,1.0,0.008278490646457998,0.10751387417723429,0.15604397772830425,0.19163113006396587,1.0,109.5168,109.5168,30.0,0.0059867853862939,0.0019723700256991353,0.009110677048433364,0.005372460089942319,0.007576786957549308,0.003549579052999254,1.6573394320284327,1.7228435155702755,,
20,fedlama,42,84.05590964099974,2.8018636546999915,77.28564453125,0.7186139526711731,0.7294684080316057,27.0,0.010854455360432613,0.685364320323798,0.7076533267536906,0.7294684080316057,27.0,0.2967804324972015,0.3152230653342499,27.0,0.01844263283704839,0.2557061190312946,0.2830911740223496,0.3152230653342499,27.0,0.3098586824762982,0.3220792088174487,23.0,0.012220526341150506,0.28936128782518916,0.30377287121949537,0.3220792088174487,23.0,0.3471842904957185,0.3566152236620383,27.0,0.009430933166319821,0.31688110297838196,0.3366724700995133,0.3566152236620383,27.0,0.32471718922658843,0.36567457871322123,1.0,0.0409573894866328,0.3342279880022849,0.32794231152163594,0.36567457871322123,1.0,0.6616788787054829,0.667686012617018,6.0,0.0060071339115350675,0.6644333465738416,0.6622912103790591,0.667686012617018,6.0,0.21550219683631083,0.22433034881882105,3.0,0.008828151982510218,0.21983131480998,0.21741245995957587,0.22433034881882105,3.0,0.2760126121756003,0.28090567865359,11.0,0.004893066477989705,0.2776108711023965,0.2767968490260216,0.28090567865359,11.0,64.94848,64.94848,30.0,0.007905784931340257,0.004490562539466115,0.009300724666681495,0.00610329783970408,0.008479550091009397,0.00609541147636767,0.9056296939182176,0.922069275053218,0.0048502123553744066,0.0037451852936250933
20,fedlama,43,83.46105256699957,2.7820350855666525,77.28564453125,0.7213368031627474,0.7315964841958003,27.0,0.010259681033052859,0.6941682221840525,0.706129363738822,0.7315964841958003,27.0,0.27474891044161076,0.28801512281830477,27.0,0.013266212376694009,0.24152713006827406,0.2572996573798881,0.28801512281830477,27.0,0.3142755610989778,0.31606538749149116,27.0,0.0017898263925133495,0.29003572288508894,0.2996373691701757,0.31606538749149116,27.0,0.34512277700588584,0.35062883906073083,27.0,0.005506062054844996,0.3162299355370465,0.32760097751340533,0.35062883906073083,27.0,0.3280708886333559,0.364493928934592,1.0,0.03642304030123611,0.3431927004118739,0.3375053884576552,0.364493928934592,1.0,0.6687954970960821,0.6720411241517763,23.0,0.0032456270556942,0.6700241821242029,0.670967433218971,0.6720411241517763,23.0,0.22301985873730878,0.22541369349039178,24.0,0.002393834753082996,0.222561953055846,0.2238639618638268,0.22541369349039178,24.0,0.27938591351224656,0.2841258575822096,22.0,0.004739944069963031,0.2797770858480552,0.28197303105237104,0.2841258575822096,22.0,62.58352,62.58352,30.0,0.008026781382947675,0.0039005231070514713,0.009303318223969369,0.00707014041636348,0.00895335961695101,0.007053419100712423,0.9086244395380163,1.0818715277127922,0.005203801289265757,0.003604515520105653
